"Time (s)","X (µT)","Y (µT)","Z (µT)"
3.343084208E0,-9.947209167E1,-6.488882446E1,-1.569988403E2
3.353126208E0,-9.913096619E1,-6.475048828E1,-1.567995911E2
3.363168208E0,-9.934690857E1,-6.472810364E1,-1.565272217E2
3.373209208E0,-9.930172729E1,-6.441589355E1,-1.570831909E2
3.383251208E0,-9.927612305E1,-6.449295044E1,-1.570054932E2
3.393293208E0,-9.962432861E1,-6.465129089E1,-1.570250244E2
3.403334208E0,-9.956901550E1,-6.467041016E1,-1.570390625E2
3.413376208E0,-9.957670593E1,-6.480004883E1,-1.569865112E2
3.423418208E0,-9.954187012E1,-6.479267883E1,-1.570217285E2
3.433459208E0,-9.965113831E1,-6.461354065E1,-1.569177246E2
3.443501208E0,-9.941133118E1,-6.475526428E1,-1.571184387E2
3.453543208E0,-9.941096497E1,-6.476994324E1,-1.571928711E2
3.463584208E0,-9.933807373E1,-6.449615479E1,-1.571712646E2
3.473626208E0,-9.973110962E1,-6.457157898E1,-1.571760559E2
3.483668208E0,-9.967681885E1,-6.450157166E1,-1.570802002E2
3.493709208E0,-9.983500671E1,-6.457846069E1,-1.568255005E2
3.503751208E0,-9.975215149E1,-6.443887329E1,-1.570388184E2
3.513793208E0,-9.962054443E1,-6.446597290E1,-1.570769958E2
3.523834208E0,-9.966340637E1,-6.446339417E1,-1.572864075E2
3.533876208E0,-9.968070984E1,-6.439620972E1,-1.571504517E2
3.543917208E0,-9.954902649E1,-6.432194519E1,-1.569337158E2
3.553959208E0,-9.950891113E1,-6.466769409E1,-1.568516541E2
3.564001208E0,-9.961514282E1,-6.469017029E1,-1.574662781E2
3.574043208E0,-9.959072876E1,-6.471383667E1,-1.571566162E2
3.584084208E0,-9.983587646E1,-6.483276367E1,-1.570897827E2
3.594126208E0,-9.973429871E1,-6.459245300E1,-1.570217896E2
3.604167208E0,-9.978315735E1,-6.461402893E1,-1.572210999E2
3.614209208E0,-9.955838013E1,-6.466375732E1,-1.570423889E2
3.624251208E0,-9.947291565E1,-6.470314026E1,-1.572210999E2
3.634292208E0,-9.958888245E1,-6.471989441E1,-1.573659668E2
3.644334208E0,-9.993879700E1,-6.480624390E1,-1.568755188E2
3.654376208E0,-9.960887146E1,-6.484942627E1,-1.569786377E2
3.664417208E0,-9.968360901E1,-6.477484131E1,-1.571024475E2
3.674459208E0,-9.933137512E1,-6.471751404E1,-1.569675293E2
3.684501208E0,-9.952061462E1,-6.474620056E1,-1.570827026E2
3.694542208E0,-9.977430725E1,-6.444448853E1,-1.572417603E2
3.704584208E0,-9.968896484E1,-6.449690247E1,-1.570392151E2
3.714626208E0,-9.959770203E1,-6.463674927E1,-1.571072083E2
3.724667208E0,-9.964428711E1,-6.483906555E1,-1.568822327E2
3.734709208E0,-9.963816833E1,-6.489158630E1,-1.570445862E2
3.744751208E0,-9.963742065E1,-6.452616882E1,-1.571116638E2
3.754792208E0,-9.942854309E1,-6.484333801E1,-1.566781616E2
3.764834208E0,-9.954504395E1,-6.492408752E1,-1.565537415E2
3.774876208E0,-9.953106689E1,-6.480140686E1,-1.568450623E2
3.784917208E0,-9.975576782E1,-6.479336548E1,-1.569013062E2
3.794959208E0,-9.950978088E1,-6.467053223E1,-1.569126892E2
3.805001208E0,-9.957691956E1,-6.457995605E1,-1.567714844E2
3.815042208E0,-9.981349182E1,-6.485185242E1,-1.567611694E2
3.825084208E0,-9.989062500E1,-6.473902893E1,-1.567433472E2
3.835126208E0,-9.984390259E1,-6.472096252E1,-1.567880249E2
3.845167208E0,-9.987686157E1,-6.438877869E1,-1.566771545E2
3.855209208E0,-9.974330139E1,-6.450660706E1,-1.570183105E2
3.865251208E0,-9.976936340E1,-6.452784729E1,-1.570650635E2
3.875292208E0,-9.976663208E1,-6.462760925E1,-1.570209045E2
3.885334208E0,-9.972404480E1,-6.465814209E1,-1.571007080E2
3.895376208E0,-9.960005188E1,-6.465989685E1,-1.568390808E2
3.905417208E0,-9.936978149E1,-6.466624451E1,-1.569024658E2
3.915459208E0,-9.946270752E1,-6.458990479E1,-1.568819885E2
3.925501208E0,-9.979763794E1,-6.466966248E1,-1.566711731E2
3.935542208E0,-9.968765259E1,-6.487019348E1,-1.567952576E2
3.945584208E0,-9.960809326E1,-6.479730225E1,-1.567296448E2
3.955626208E0,-9.970457458E1,-6.473756409E1,-1.567771606E2
3.965667333E0,-9.976739502E1,-6.472282410E1,-1.567974548E2
