time,x,y,z
11421,0.0031220913,0.01017227,0.05320263
11440,0.008063853,0.00321389,0.06278801
11459,0.010304987,-0.002620101,0.05202484
11478,0.004070103,-0.0097204745,0.050845146
11497,-7.816553E-4,-0.0048180595,0.050849915
11516,0.0015399456,-0.0011436269,0.05324936
11535,4.3928623E-4,0.007245317,0.059228897
11554,0.0053166747,0.009645827,0.05323887
11573,0.0018261075,0.0035093874,0.0592165
11593,0.007836938,0.0036499724,0.052033424
11612,0.005362928,-0.0010880753,0.053236008
11631,0.0076112747,-0.0057163388,0.050851822
11649,-0.0044152737,-0.004473135,0.044870377
11669,-0.0067417026,-0.0020367801,0.05444336
11687,-0.0020718575,0.0014661476,0.048462868
11707,0.0026980042,0.0050234124,0.04487419
11726,0.009277225,-6.38254E-4,0.076034546
11745,0.003046751,0.0030558482,0.059290886
11764,-1.5842915E-4,0.0040616095,0.029566765
11783,-0.03692186,-0.041182205,-0.0391016
11802,0.19459057,-0.044562805,0.5486603
11820,-0.27415556,0.07402714,-0.54665184
11839,0.16474819,-0.036162853,0.3934965
11858,-0.1170339,0.05719658,-0.17372036
11877,0.068581104,-0.022500664,0.18394756
11896,-0.0038927197,-0.024499044,0.116428375
11915,0.07765448,0.13964117,-0.06018734
11934,-0.060875118,-0.11603755,0.082211494
11953,0.006524503,-0.0062228665,0.09491253
11973,9.664297E-4,-0.007890925,-0.011650085
11992,0.0011823177,0.009092964,0.056567192
12011,-3.5721064E-4,0.011419602,0.1044693
12030,0.017272413,0.0066681355,0.02427864
12050,0.012587607,-0.0017937422,0.045826912
12069,0.0064671636,0.0011638105,0.08534145
12087,0.0025150776,-0.0059151202,0.03149891
12106,0.003575623,-0.004788585,0.033901215
12125,-0.003504157,-0.004816748,0.07818413
12145,0.0024012923,0.005973287,0.057839394
12163,0.0072089434,0.01076483,0.05065632
12183,0.008374929,0.0070658997,0.065021515
12202,0.0011207461,-0.0047438964,0.04108715
12221,0.0036637187,-0.013099477,0.032699585
12240,0.002627015,-0.008252144,0.087753296
12259,0.002496779,-0.0032079965,0.050653458
12278,0.0071920753,0.0061788037,0.017142296
12297,0.011828721,0.0013625324,0.08418369
12317,0.010596812,0.009757884,0.069820404
12335,-0.009803772,0.0071923584,0.030322075
12354,-0.013308585,-0.0035381317,0.065032005
12373,0.0046269894,-0.008263141,0.06263924
12392,-0.032050848,9.2083216E-4,0.013762474
12411,0.02458173,-0.003961429,0.05810547
12430,0.03193921,-0.011960011,0.05337906
12450,-0.02956897,-0.0045747645,0.021821976
12469,0.065498024,-0.0092932135,0.19888496
12488,-0.06928009,0.052031823,-0.14696026
12511,0.2515843,-0.031801134,0.63225746
12525,-0.30116194,0.02265381,-0.52120113
12544,0.02551651,-0.00394994,0.2550459
12564,0.049933314,-0.0030361041,-0.048836708
12583,0.031849265,-0.008300118,-0.051223755
12602,0.02059263,-0.007443428,0.20977879
12620,0.0026655197,-4.7893077E-4,0.030296326
12640,-0.0054345727,0.00821995,-0.05951214
12660,-5.9604645E-4,0.011311777,0.14517975
12678,0.0027780533,0.0076849833,0.09133816
12697,0.0031859875,-0.004515514,-0.035572052
12716,0.009251177,-0.00789807,0.063776016
12735,0.0077940226,-0.013460256,0.09491539
12755,0.0055835843,-0.0067310557,0.025475502
12773,0.0044440627,0.012317121,0.052994728
12793,-0.0016841292,0.014763147,0.07695389
12811,-0.0029505491,0.008957706,0.031472206
12830,0.009703934,4.8278272E-4,0.05230236
12849,-0.022616446,0.0031120628,0.023488998
12887,0.022295535,-0.01854267,0.06193161
12888,0.012618363,-0.010048047,0.032907486
12905,-0.023181856,-0.013365682,0.03227806
12924,2.9981136E-5,0.0043396167,0.126544
12946,0.0026018023,-0.0088955015,0.09033871
12963,0.079427004,0.032623522,0.058002472
12982,0.024263263,0.15945241,-0.02190113
13001,-0.022470951,-0.14373091,0.11127663
13020,-0.0015559793,0.0036101267,0.09730148
13040,-0.001824081,-0.008816592,-0.07505417
13058,-0.016097188,-0.007614553,0.04464054
13077,-0.009160101,0.007297367,0.17632866
13096,0.0033493042,0.0017409101,-0.007973671
13115,0.017702937,0.006310798,0.012375832
13134,0.017997801,0.013969518,0.14522934
13154,0.012988269,0.018404834,0.03032875
13172,-0.0012795329,0.006450914,0.0015945435
13191,5.107522E-4,-0.015913256,0.098555565
13210,-0.0012233257,-0.018255018,0.04350853
13229,-0.009628296,-0.0016572699,0.02195263
13248,0.002692163,0.016327865,0.085365295
13267,0.027629435,0.014435872,0.06383133
13287,0.024923086,0.0019238293,0.041106224
13306,-0.003631711,0.0067930818,0.07700729
13325,-0.01902467,-0.007641539,0.04828739
13344,-0.017966807,-0.012627535,0.019566536
13363,0.0047757626,-0.0039262623,0.06983185
13382,0.016710818,-0.0016049221,0.06264305
13401,0.024720669,0.007929832,0.02795124
13420,0.014182448,0.0066298395,0.066241264
13439,-0.008338332,6.360784E-4,0.072221756
13458,-0.015376568,-0.0045338646,0.033906937
13477,-0.015573144,-0.0054009333,0.0506773
13496,0.011631131,-0.007857494,0.06027317
13515,0.030194044,-0.009862594,0.044737816
13534,0.03623849,0.0056060925,0.05790043
13553,0.013448715,0.010152884,0.0782547
13572,-0.013942182,0.008846693,0.049518585
13591,-0.022754967,-0.019467086,0.04831314
13611,-0.023207247,-0.0040035844,0.054299355
13630,-0.012673736,0.0067345127,0.050714493
13649,0.014692247,0.01280272,0.06389046
13680,0.032601357,0.0063095316,0.05192375
