time,x,y,z,absolute
5.279265417E-1,3.815975161E-3,-1.815383216E-2,-5.187065005E-2,5.508799893E-2
5.378815417E-1,-3.324411619E-3,-5.417244304E-3,-5.666010439E-2,5.701548630E-2
5.478365417E-1,-7.205832198E-3,-2.739798775E-2,-7.836438417E-2,8.332796924E-2
5.577915417E-1,-9.441266139E-4,-3.480594403E-2,-1.744049013E-2,3.894246796E-2
5.677475417E-1,-1.074005608E-3,-2.024101406E-2,-9.797302186E-2,1.000478143E-1
5.777025417E-1,-5.366853182E-4,-2.459549951E-2,-1.100329041E-2,2.694993557E-2
5.876575417E-1,-2.982475127E-3,-7.611832246E-3,-5.770675600E-2,5.828297209E-2
5.976125417E-1,3.149015706E-3,-1.366903603E-2,-6.713773012E-2,6.858741613E-2
6.075675417E-1,-1.965811062E-3,-1.557634296E-2,-3.809870303E-2,4.120677184E-2
6.175225417E-1,-9.069872014E-3,-1.245434093E-2,-1.015643817E-1,1.027263200E-1
6.274785417E-1,-9.316763843E-3,-2.132586443E-2,-1.174997985E-2,2.607022456E-2
6.374335417E-1,-1.724419727E-2,-2.042055099E-2,-3.240585387E-2,4.200595919E-2
6.473885417E-1,-7.839917054E-3,5.892531574E-4,-5.755180478E-2,5.808633017E-2
6.573435417E-1,-1.024654422E-2,2.048471505E-3,-3.165565610E-2,3.333569359E-2
6.672985417E-1,3.725695065E-3,-4.996500593E-3,-7.117406309E-2,7.144643503E-2
6.772535417E-1,1.167643284E-2,-2.112524098E-2,-3.524818540E-2,4.272059766E-2
6.872095417E-1,1.583749651E-2,-3.025635344E-2,-4.288055599E-2,5.481801986E-2
6.971645417E-1,-3.622158235E-3,-2.811476503E-2,-8.449285090E-2,8.912127634E-2
7.071195417E-1,4.304484904E-3,-3.018610463E-2,-5.769915462E-2,6.526041638E-2
7.170745417E-1,-4.157845415E-3,-1.689215834E-2,-5.560351253E-2,5.826133621E-2
7.270295417E-1,-9.376661258E-3,-1.346424644E-2,-3.599545956E-2,3.955857451E-2
7.369845417E-1,-1.891176607E-2,-1.276340283E-2,-3.734324276E-2,4.376159421E-2
7.469405417E-1,-1.574077077E-2,-1.394845985E-2,-6.982627988E-2,7.292489807E-2
7.568955417E-1,-8.538282453E-3,-2.050548180E-2,-4.991592586E-2,5.463494034E-2
7.668505417E-1,-4.195212778E-3,-2.001807983E-2,-6.323705256E-2,6.646238144E-2
7.768055417E-1,-3.887722325E-3,-2.683460852E-3,-2.776082575E-2,2.815987915E-2
7.867605417E-1,-4.246933227E-3,9.867386548E-3,-5.156191707E-2,5.266909009E-2
7.967165417E-1,1.096997499E-2,-1.180680748E-3,-7.566063166E-2,7.646087588E-2
8.066715417E-1,1.950799478E-2,-1.038571481E-2,-5.126078546E-2,5.582197648E-2
8.166265417E-1,1.372619028E-2,-1.682822269E-2,-3.299642265E-2,3.950140866E-2
8.265815417E-1,5.439922821E-3,-2.441362370E-2,-5.769389212E-2,6.288245360E-2
8.365365417E-1,2.938324080E-3,-2.524205538E-2,-7.505778372E-2,7.924308175E-2
8.464915417E-1,-7.896278731E-3,-1.970480612E-2,-6.622731864E-2,6.954630354E-2
8.564475417E-1,-1.000235216E-2,-1.197063002E-2,-5.545031548E-2,5.760278221E-2
8.664025417E-1,-1.910913244E-2,-2.711920347E-4,-3.464358330E-2,3.956526698E-2
8.763575417E-1,-2.447470426E-2,3.747909917E-3,-6.024035454E-2,6.513031777E-2
8.863125417E-1,-5.930339762E-3,-2.732294239E-3,-6.368202567E-2,6.401589455E-2
8.962675417E-1,6.552769016E-3,-3.303685980E-3,-5.260330617E-2,5.311271922E-2
9.062235417E-1,1.797456019E-2,-2.434564068E-2,-4.915871143E-2,5.772671776E-2
9.161785417E-1,2.510934871E-2,-3.577839081E-2,-4.122462451E-2,6.008362762E-2
9.261335417E-1,2.422180305E-2,-3.269576613E-2,-6.667112231E-2,7.810728145E-2
9.360885417E-1,1.543099397E-2,-3.251526989E-2,-7.610151172E-2,8.418312442E-2
9.460435417E-1,-1.330972463E-3,-1.702584945E-2,-5.514275193E-2,5.772671936E-2
9.559985417E-1,-3.428823247E-3,-7.063555280E-3,-4.900551438E-2,4.963054586E-2
9.659545417E-1,1.190358347E-3,-1.733178673E-3,-4.436399460E-2,4.441379153E-2
9.759095417E-1,-1.014359897E-2,-4.292029878E-3,-6.651675582E-2,6.742249569E-2
9.858645417E-1,1.165369494E-2,-2.234361799E-1,-8.283224165E-2,2.385806266E-1
9.958195417E-1,2.857807062E0,-5.799742839E-1,-1.187160194E-2,2.916088529E0
1.005774542E0,1.529476371E0,4.291498147E-2,-4.031011999E-2,1.530609216E0
1.015729542E0,-5.907872475E-1,1.119951109E-1,-7.907540560E-2,6.064861057E-1
1.025685542E0,7.922162984E-1,-2.937197121E-2,-6.215824127E-2,7.951937017E-1
1.035640542E0,1.623483080E0,-8.334991210E-2,-4.376056194E-3,1.625627162E0
1.045595542E0,1.604265914E0,-1.580302489E-1,-8.430574000E-2,1.614233608E0
1.055550542E0,1.227091414E0,-2.363669867E-1,-5.266587138E-3,1.249660125E0
1.065505542E0,8.375845523E-1,-2.059180132E-1,-6.813058734E-2,8.652120476E-1
1.075461542E0,2.721131539E-1,-2.812489715E-2,-1.281569338E-1,3.020939888E-1
1.085416542E0,9.613082734E-1,1.337743813E-1,-3.535051167E-2,9.712151359E-1
1.095371542E0,8.633031649E-1,1.070540036E-1,-1.067537856E-1,8.764412616E-1
1.105326542E0,1.279263635E0,2.995274590E-2,-1.574538231E-2,1.279711112E0
1.115281542E0,9.866859933E-1,-1.008708014E-1,-1.260542750E-2,9.919087986E-1
1.125236542E0,9.220057017E-1,-1.150288748E-1,-7.188976228E-2,9.319304126E-1
1.135192542E0,1.453600708E0,-2.137849851E-2,-2.009863436E-2,1.453896837E0
1.145147542E0,1.041347592E0,1.532961421E-1,-9.988447666E-2,1.057299118E0
1.155102542E0,8.333251481E-1,-3.218872117E-2,-4.569365144E-2,8.351974772E-1
1.165057542E0,6.901845780E-1,5.721978343E-2,5.644901991E-3,6.925754257E-1
1.175012542E0,1.195061098E0,1.182361823E-2,-1.145592338E-1,1.200597619E0
1.184967542E0,1.181549644E0,-4.592734820E-2,-8.687325239E-2,1.185628882E0
1.194923542E0,8.883399922E-1,-5.383390753E-2,-2.011793017E-2,8.901970357E-1
1.204878542E0,4.525115243E-1,-9.971261420E-2,3.829926252E-4,4.633674910E-1
1.214833542E0,6.452990118E-1,-8.042868884E-2,-6.250030339E-2,6.532885094E-1
1.224788542E0,6.041222613E-1,9.274911026E-2,-5.578068316E-2,6.137406526E-1
1.234743542E0,8.494583470E-1,2.045180619E-1,-2.690596282E-2,8.741458984E-1
1.244698542E0,8.275292417E-1,1.055729404E-1,-1.269664407E-2,8.343329650E-1
1.254654542E0,6.144670822E-1,-8.171780803E-2,-1.065608275E-1,6.289696377E-1
1.264609542E0,8.734234527E-1,-1.029220504E-2,-1.109041393E-1,8.804965561E-1
1.274564542E0,7.636794741E-1,-8.753415221E-2,-8.964658678E-2,7.738895770E-1
1.284519542E0,6.727471942E-2,-3.954058529E-2,-8.650078475E-2,1.164977747E-1
1.294474542E0,2.212429624E-1,3.479965827E-2,-3.710409164E-2,2.270158106E-1
1.304430542E0,7.273009488E-1,2.950782761E-2,-5.297401965E-2,7.298243821E-1
1.314385542E0,7.062611320E-1,1.178424088E-2,-8.111900747E-2,7.110020733E-1
1.324340542E0,6.759100628E-1,-6.656057796E-2,-4.354772329E-2,6.805741163E-1
1.334295542E0,3.855737690E-1,-1.022049533E-1,-7.363340199E-2,4.056289705E-1
1.344250542E0,5.878718623E-1,-3.490800535E-2,-1.781061888E-3,5.889100674E-1
1.354205542E0,5.287464622E-1,1.555855463E-2,-8.949455917E-2,5.364924659E-1
1.364161542E0,3.747749484E-1,1.032396821E-1,7.052911520E-3,3.887987107E-1
1.374116542E0,7.294885384E-1,1.684531301E-1,2.784911871E-2,7.492032822E-1
1.384071542E0,6.774688574E-1,8.498820143E-2,-1.001458472E-1,6.900842252E-1
1.394026542E0,1.247568053E-1,-7.529127035E-2,-4.222332895E-2,1.517097405E-1
1.403981667E0,3.737972208E-1,3.286496536E-2,-3.175388932E-2,3.765803735E-1
1.413936667E0,1.262876813E0,1.504427374E-2,-1.362407094E-1,1.270293551E0
1.423892667E0,3.799530964E-1,8.645656519E-3,-5.331959009E-2,3.837734768E-1
1.433847667E0,1.008014571E-1,-4.791768559E-2,-6.230734527E-2,1.278250509E-1
1.443802667E0,-2.444081691E-1,-1.354411940E-1,-3.656731725E-2,2.818099339E-1
1.453757667E0,-2.595943383E-1,-2.332726585E-1,-2.302048802E-3,3.490138294E-1
1.463712667E0,1.254168646E-1,-1.345532395E-1,-1.720607525E-1,2.518707342E-1
1.473668667E0,-4.054073417E-1,-2.701910097E-1,5.410487115E-2,4.901893833E-1
1.483623667E0,-4.298749791E-1,-2.708668564E-1,-1.436374372E-1,5.280085841E-1
1.493578667E0,5.600308292E-2,-2.203773918E-1,3.149076462E-2,2.295521909E-1
1.503533667E0,-8.013176906E-2,-1.383257534E-1,-1.422960860E-1,2.140170333E-1
1.513488667E0,-2.165147577E-1,-9.231808824E-2,-4.619709671E-2,2.398654653E-1
1.523443667E0,-3.593114018E-1,-2.446513401E-2,7.907599032E-2,3.687224410E-1
1.533399667E0,-1.618082592E0,-4.690959821E-2,-1.453120798E-1,1.625271481E0
1.543354667E0,-4.852402906E-1,-7.584722179E-2,-8.947760224E-2,4.992165683E-1
1.553309667E0,2.655020772E-2,-6.735664896E-2,-7.061097622E-2,1.011322978E-1
1.563264667E0,-6.836501683E-1,-1.065240449E-1,1.231949866E-2,6.920091725E-1
1.573219667E0,-6.780869812E-1,-6.388020974E-2,-8.632127523E-2,6.865376885E-1
1.583174667E0,1.971047974E-1,-7.806971191E-2,3.522245765E-2,2.149088239E-1
1.593130667E0,9.617200635E-2,-8.484423202E-2,-2.346604586E-2,1.303773516E-1
1.603085667E0,-2.644038924E-1,-2.166136487E-1,-9.472430885E-2,3.546880120E-1
1.613040667E0,-5.773563393E-1,-1.856403810E-1,-8.619088233E-2,6.125614759E-1
1.622995667E0,-2.788007058E-1,-8.571228772E-2,-1.035477573E-1,3.095134373E-1
1.632950667E0,-4.436807669E-1,6.686357337E-2,-3.796947956E-2,4.502943945E-1
1.642906667E0,-6.207861681E-1,5.659842997E-2,5.468199134E-2,6.257547195E-1
1.652861667E0,-2.037193322E-1,1.658629415E-1,-3.589020967E-2,2.651418277E-1
1.662816667E0,-2.312846417E-1,1.828731862E-1,-5.012174785E-2,2.990775440E-1
1.672771667E0,-3.257486398E-1,8.241517073E-2,-3.067507803E-2,3.374098355E-1
1.682726667E0,-5.372871977E-1,1.599513882E-1,-1.745253539E-1,5.871295245E-1
1.692681667E0,-3.980579764E-1,7.360052054E-2,-2.289535761E-2,4.054520768E-1
1.702637667E0,-4.826283577E-2,-5.913750571E-3,-7.408948481E-2,8.862011917E-2
1.712592667E0,-2.962195064E-1,-7.028164093E-2,1.017649412E-2,3.046129775E-1
1.722547667E0,-5.648014263E-2,-1.198153325E-1,-7.410410285E-2,1.517799014E-1
1.732502667E0,2.025371531E-1,-1.078777118E-1,-8.234166026E-2,2.438012472E-1
1.742457667E0,1.857876394E-1,-1.530679545E-2,-9.237197399E-2,2.080478948E-1
1.752412667E0,-4.420015927E-1,-6.354596370E-2,-2.666213393E-2,4.473414432E-1
1.762368667E0,-3.643071533E-1,-1.700981528E-1,-2.083012104E-2,4.026002701E-1
1.772323667E0,-1.529425409E-1,-6.078962736E-2,-1.110965127E-1,1.985679600E-1
1.782278667E0,6.524198241E-1,3.114166300E-2,-5.781025171E-2,6.557159867E-1
1.792233667E0,2.174427656E-1,-2.783895460E-2,-1.395847321E-2,2.196615640E-1
1.802188667E0,-1.360697880E-1,3.792837546E-3,-9.000209749E-2,1.631862444E-1
1.812143667E0,-2.977873277E-1,-1.128239994E-1,-1.004732913E-1,3.339182978E-1
1.822099667E0,-9.995530791E-3,-1.237040781E-1,7.480752289E-2,1.449095409E-1
1.832054667E0,-6.470860945E-2,-1.103161469E-1,-2.070148230E-2,1.295585110E-1
1.842009667E0,3.475143245E-2,-5.977699467E-2,-1.739786392E-1,1.872151652E-1
1.851964667E0,-5.490208784E-1,-4.544591222E-2,1.717268765E-2,5.511661792E-1
1.861919667E0,-5.256311022E-1,-5.402679712E-2,-1.161970389E-1,5.410256022E-1
1.871875667E0,-3.125989096E-1,5.029954889E-2,5.341431499E-3,3.166648920E-1
1.881830667E0,8.566883560E-2,2.089513111E-1,5.636891305E-2,2.327600786E-1
1.891785667E0,1.685859350E-1,1.834197546E-1,-1.705656195E-1,3.019216031E-1
1.901740667E0,-3.261084628E-1,3.174529894E-2,8.149849176E-2,3.376336738E-1
1.911695667E0,6.791945260E-2,8.404349238E-2,-1.695330012E-1,2.010417846E-1
1.921650667E0,-7.690555869E-2,1.232970388E-1,-6.430416942E-2,1.589076805E-1
1.931606667E0,-3.370799956E-1,2.121260569E-1,-9.514121532E-2,4.094780071E-1
1.941561667E0,8.245190769E-3,2.304336160E-1,-3.930732250E-2,2.339074607E-1
1.951516667E0,-1.758362266E-1,2.434203368E-1,-4.679409742E-2,3.039103922E-1
1.961471667E0,-2.042261579E-1,4.272710769E-2,-8.766028762E-2,2.263145053E-1
1.971426667E0,1.671997246E-1,-1.274783005E-1,-9.424483716E-2,2.304095361E-1
1.981382667E0,-7.534798104E-1,-2.199581282E-1,-7.462976754E-2,7.884687723E-1
1.991337667E0,-7.431283383E-1,-3.076897335E-1,-5.336812198E-2,8.060774502E-1
2.001292667E0,-6.015083367E-1,-9.256497779E-2,-4.542701840E-2,6.102820399E-1
2.011247667E0,-7.718849449E-1,-7.813058691E-2,-2.731234431E-2,7.763096811E-1
2.021202667E0,2.661297529E-1,-1.825713373E-2,8.494016290E-2,2.799521381E-1
2.031157667E0,4.987289035E-1,1.349475429E-1,-1.054738301E-1,5.273197203E-1
2.041113667E0,8.609484181E-2,1.185787377E-1,-4.860205650E-2,1.543871715E-1
2.051068667E0,-3.685596139E-1,-4.165553690E-2,-8.647915006E-2,3.808543241E-1
2.061023667E0,-4.064140495E-1,-8.335708408E-2,-7.735164642E-2,4.220237675E-1
2.070978667E0,1.230552381E-1,-1.430337899E-2,-8.468639374E-2,1.500631986E-1
2.080933667E0,5.546027036E-1,-4.044037585E-2,-3.095165133E-2,5.569358918E-1
2.090888667E0,-1.402711586E-1,-9.808665885E-2,-9.352153659E-2,1.950468364E-1
2.100844667E0,2.057095234E-1,-1.393367918E-1,-8.094651461E-2,2.613110939E-1
2.110799667E0,1.697037056E-2,-2.113315847E-1,-2.705915987E-2,2.137316783E-1
2.120754667E0,1.971554672E-1,-1.112957200E-1,-1.762935519E-2,2.270854678E-1
2.130709667E0,-4.053919562E-1,4.572088667E-2,-9.037807345E-2,4.178531247E-1
2.140664667E0,-2.949510443E-1,2.683966088E-2,4.829800129E-4,2.961700850E-1
2.150619667E0,3.058845702E-1,7.722531002E-2,-9.007928073E-2,3.280905296E-1
2.160575667E0,-3.937175151E-1,7.771379921E-2,1.350005150E-2,4.015409913E-1
2.170530667E0,-2.575481234E-1,1.423372357E-1,-2.871684551E-2,2.956612619E-1
2.180485667E0,4.982016743E-3,1.781037403E-1,-1.450051010E-2,1.787624893E-1
2.190440667E0,-2.180712317E-1,1.525430299E-1,-2.062505919E-1,3.366953292E-1
2.200395667E0,-5.045166969E-1,-3.317308394E-2,-4.937447369E-2,5.080112101E-1
2.210351667E0,-7.084367256E-2,5.144841713E-3,-9.257311821E-3,7.163095113E-2
2.220306667E0,-4.458549900E-2,9.378512724E-2,-9.682228982E-2,1.419791274E-1
2.230261667E0,-3.579832434E-1,8.440734451E-2,-1.104597509E-2,3.679655091E-1
2.240216667E0,4.965588556E-1,2.817327830E-3,-8.678262055E-2,5.040931042E-1
2.250171667E0,2.286173246E-1,6.601371712E-2,4.229291081E-3,2.379949136E-1
2.260126667E0,-2.415766731E-1,1.068057984E-1,-6.597296476E-2,2.722484154E-1
2.270082667E0,-3.619855528E-1,2.566221209E-2,-9.875011683E-2,3.760899828E-1
2.280037667E0,-6.669122212E-2,-2.449659477E-2,-4.146260619E-3,7.116876941E-2
2.289992667E0,1.288106342E-1,7.939701159E-3,-8.138447106E-2,1.525734265E-1
2.299947667E0,-3.411219565E-1,-1.355970223E-1,-3.573175013E-2,3.688190608E-1
2.309902667E0,7.159885417E-2,-1.356194610E-1,-8.138680995E-2,1.736169547E-1
2.319857667E0,2.497438812E-1,-1.561136047E-1,9.769527912E-3,2.946844201E-1
2.329813667E0,-2.030267661E-1,-1.098932471E-1,-1.035442489E-1,2.530174005E-1
2.339768667E0,-2.309931397E-1,-8.712123829E-2,-8.018286824E-2,2.595712486E-1
2.349723667E0,-4.058074740E-1,-6.157967299E-2,-4.395352006E-2,4.127997989E-1
2.359678667E0,3.292706371E-1,8.942031780E-2,1.292527020E-2,3.414413687E-1
2.369633667E0,8.145160440E-1,1.892694713E-2,-6.940761924E-2,8.176870018E-1
2.379588667E0,-6.710031525E-1,-9.007794684E-2,-4.725485802E-2,6.786694989E-1
2.389544667E0,-7.343985184E-1,-2.006740109E-1,-8.198205650E-2,7.657233836E-1
2.399499417E0,-2.294943522E-1,-8.609237501E-2,-7.587347031E-3,2.452287148E-1
2.409454417E0,2.102046847E-2,1.114683865E-1,-6.851182580E-2,1.325176650E-1
2.419409417E0,-6.038702463E-1,1.548795864E-1,-4.411782682E-2,6.249746742E-1
2.429364417E0,-6.924506664E-1,9.685019201E-2,-8.797603726E-2,7.047039579E-1
2.439320417E0,-1.666622924E-1,9.123896632E-2,-2.061962128E-2,1.911178627E-1
2.449275417E0,-3.727648949E-1,6.856780832E-2,-1.374271095E-2,3.792678121E-1
2.459230417E0,-3.895575501E-1,5.151714019E-2,-6.778794050E-2,3.987534394E-1
2.469185417E0,-1.529915867E-2,1.273917343E-1,-1.034173644E-1,1.647964486E-1
2.479140417E0,3.479158363E-1,1.511774309E-1,5.999827981E-3,3.793890388E-1
2.489095417E0,2.817189780E-1,1.098022863E-1,-6.720088005E-2,3.097387334E-1
2.499051417E0,1.930498995E-1,-6.689164457E-3,-1.016292858E-1,2.182693757E-1
2.509006417E0,1.255739080E-1,-1.871054739E-1,-1.180915368E-1,2.544069099E-1
2.518961417E0,-8.372565052E-2,-2.765607471E-1,-5.521525741E-3,2.890092017E-1
2.528916417E0,3.637777610E-1,-1.806523771E-1,-1.448723692E-1,4.312279491E-1
2.538871417E0,-9.149156604E-4,-1.324854448E-1,1.634823024E-2,1.334934260E-1
2.548826417E0,-2.182348989E-1,-1.436497118E-2,-1.075881833E-1,2.437376472E-1
2.558782417E0,-7.446474815E-3,-8.230673228E-2,9.772451520E-3,8.321868165E-2
2.568737417E0,4.816300004E-1,-2.262223417E-1,-1.567580044E-2,5.323436258E-1
2.578692417E0,-2.015964092E-1,-5.140203226E-2,-1.083301950E-1,2.345606793E-1
2.588647417E0,-4.039030907E-2,-3.973379923E-2,-5.791082382E-3,5.695338886E-2
2.598602417E0,2.603179266E-2,-7.834691562E-2,-6.566423178E-2,1.054878417E-1
2.608558417E0,-3.309943232E-1,-1.620516532E-1,-4.515453815E-2,3.712908733E-1
2.618513417E0,-3.976743442E-2,-1.169941606E-1,-5.009894371E-2,1.333378664E-1
2.628468417E0,-2.803910206E-1,1.037151932E-2,-3.214155972E-2,2.824177273E-1
2.638423417E0,-3.091073910E-1,-5.532562817E-2,-8.557867885E-2,3.254719874E-1
2.648378417E0,-2.553380860E-3,-7.481855038E-2,-5.399085045E-2,9.230030968E-2
2.658333417E0,1.641661160E-1,8.077163261E-4,1.540741324E-3,1.641753329E-1
2.668289417E0,-1.464806184E-1,1.216512074E-4,-1.235996139E-1,1.916597269E-1
2.678244417E0,-3.999326028E-2,-4.763812016E-2,-3.723156095E-2,7.249165808E-2
2.688199417E0,5.905801099E-1,-1.300114879E-1,-4.322495699E-2,6.062641751E-1
2.698154417E0,4.353056172E-1,-4.990740172E-2,-8.408997774E-2,4.461533967E-1
2.708109417E0,-4.968706219E-2,-1.113122110E-1,-2.286846042E-2,1.240249126E-1
2.718064417E0,3.186358674E-1,-1.025726062E-1,-6.852118134E-2,3.416798323E-1
2.728020417E0,1.076073987E0,1.472201633E-1,-7.001280606E-2,1.088352330E0
2.737975417E0,5.149822262E-1,1.938283467E-1,-2.689660728E-2,5.509079312E-1
2.747930417E0,3.198906068E-1,2.803596580E-3,-9.649016798E-2,3.341380149E-1
2.757885417E0,-1.125341055E-1,-1.848626465E-1,-7.012975037E-2,2.275001205E-1
2.767840417E0,-2.553219788E-1,-1.470744489E-1,-1.263817191E-2,2.949235999E-1
2.777796417E0,-2.620931459E-1,-8.166022209E-2,-3.208951950E-2,2.763891211E-1
2.787751417E0,-4.535606244E-1,-9.631185531E-2,-7.249787271E-2,4.693071010E-1
2.797706417E0,-7.282522177E-1,2.764409614E-2,-2.100261390E-2,7.290792813E-1
2.807661417E0,-2.313958850E-2,6.601805228E-2,-4.480078161E-2,8.307185935E-2
2.817616417E0,-2.895308399E-1,7.299209491E-2,-9.688543975E-2,3.139151822E-1
2.827571417E0,-2.144613617E-1,1.019042329E-1,-1.620263457E-2,2.379930119E-1
2.837527417E0,-1.231608626E-1,1.075366821E-1,-6.021170318E-2,1.742360045E-1
2.847482417E0,9.510688120E-2,-3.986731674E-2,-1.651195228E-2,1.044383376E-1
2.857437417E0,-4.054440147E-2,5.387323462E-2,-3.523415208E-2,7.607640483E-2
2.867392417E0,9.314671179E-2,-4.177279185E-2,-5.904342949E-2,1.179296512E-1
2.877347417E0,-9.174050394E-1,-1.182742714E-1,-1.027490276E-1,9.306869357E-1
2.887302417E0,7.869699025E-2,-1.419849684E-2,-4.287470877E-2,9.073617933E-2
2.897258417E0,2.512143646E-1,-1.295124646E-1,-7.086533010E-2,2.913829619E-1
2.907213417E0,-1.381988963E-1,-1.163729487E-1,-9.825368822E-2,2.056584192E-1
2.917168417E0,-1.562776648E-2,-1.541453771E-1,-1.980978191E-2,1.561968368E-1
2.927123417E0,5.467003378E-1,-9.382155014E-3,-8.461681187E-2,5.532895165E-1
2.937078417E0,-2.412892277E-1,1.111753861E-1,-1.860057771E-2,2.663201820E-1
2.947034417E0,-5.773208906E-1,-6.637955639E-2,-3.536629915E-2,5.821996490E-1
2.956989417E0,-1.035714093E0,-1.597260328E-1,-3.671466708E-2,1.048600998E0
2.966944417E0,1.638506478E0,1.729686972E-1,-9.912199974E-2,1.650589840E0
2.976899417E0,2.959326091E-1,-2.985887525E-2,-5.300734878E-2,3.021215659E-1
2.986854417E0,-1.318805430E0,-1.681724089E-1,-5.195134163E-2,1.330499404E0
2.996809417E0,-4.475375903E-1,4.323013726E-2,-4.176666141E-2,4.515564123E-1
