"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.373454583E-1,2.755659400E-3,-3.646268451E-4,1.103398390E-4
7.473004583E-1,1.006761566E-3,4.646815069E-4,-3.908667713E-4
7.572554583E-1,1.610218082E-3,1.176422928E-3,-9.725047275E-4
7.672114583E-1,2.032861812E-3,1.746871974E-3,-1.256131567E-3
7.771664583E-1,-1.930178609E-3,8.087361930E-4,8.407731075E-4
7.871214583E-1,-1.450543292E-3,-3.102914663E-3,-4.391418770E-4
7.970774583E-1,-1.080943504E-3,5.387964193E-4,-2.285258844E-3
8.070324583E-1,-2.729403786E-4,7.739535649E-4,-1.962753013E-4
8.169884583E-1,1.491602277E-3,1.820465841E-4,-2.253735438E-3
8.269434583E-1,7.696193643E-4,-3.452635603E-3,-5.295065697E-3
8.368984583E-1,-1.928796060E-3,-1.679761452E-3,-8.946722373E-4
8.468544583E-1,-3.730957396E-3,-5.414844491E-3,-1.308260951E-3
8.568094583E-1,1.644139760E-3,-1.157570630E-3,-2.088337205E-3
8.667644583E-1,3.927203361E-4,-2.249317185E-4,4.720259458E-4
8.767204583E-1,1.168050803E-4,7.702785078E-4,-2.900226507E-3
8.866754583E-1,1.893666224E-3,-1.579694799E-3,-7.880735211E-4
8.966304583E-1,-4.823123105E-3,1.373947307E-4,-7.249149494E-4
9.065864583E-1,-1.806826564E-3,-1.535869320E-3,-9.323935956E-6
9.165414583E-1,-1.285684528E-3,1.364205498E-3,1.308878884E-3
9.264974583E-1,-8.284198120E-4,1.219329541E-3,4.353621043E-4
9.364524583E-1,9.279765654E-4,2.322699642E-3,-2.685072832E-4
9.464074583E-1,-1.964748837E-3,6.354023935E-5,1.842580270E-3
9.563634583E-1,4.707405809E-3,-1.273308415E-3,1.397965010E-3
9.663184583E-1,-7.486122195E-4,-4.983285908E-4,1.802765299E-3
9.762734583E-1,1.929770224E-4,-1.879542950E-3,-1.373646315E-3
9.862294583E-1,1.643600874E-3,1.492551528E-3,1.534525771E-3
9.961844583E-1,8.199810982E-4,5.007771542E-4,2.849795856E-4
1.006139458E0,-9.646031540E-4,-2.134420676E-3,-3.190250136E-4
1.016095458E0,6.991334958E-4,-1.721350942E-3,-1.198476180E-3
1.026050458E0,8.168452187E-4,-1.724546775E-3,-7.369504310E-4
1.036006458E0,-1.843528356E-3,-1.540709636E-3,-1.889560372E-5
1.045961458E0,1.813790528E-3,-2.139654476E-3,-7.428927347E-5
1.055916458E0,3.912714310E-3,1.566920429E-2,-7.409547269E-2
1.065872458E0,1.104411203E-3,8.593652165E-4,-1.936671324E-2
1.075827458E0,1.181551139E-3,5.132436752E-3,-2.031817660E-2
1.085782458E0,-6.986404769E-4,4.445873201E-3,-1.106955111E-2
1.095738458E0,1.191982417E-3,4.995465279E-3,-4.960544873E-3
1.105693458E0,3.839697223E-3,3.876671195E-3,2.035908401E-4
1.115648458E0,-2.408899833E-3,1.023400459E-3,1.152252313E-3
1.125604458E0,-6.943566259E-4,-2.032515476E-4,2.369238064E-4
1.135559458E0,-2.226007869E-3,1.386749907E-3,-1.745036338E-3
1.145515458E0,6.392870564E-4,6.855395623E-4,2.691121772E-4
1.155470458E0,6.086011417E-4,-5.549882771E-4,2.395811258E-3
1.165425458E0,2.309649717E-4,2.852390753E-4,1.334807836E-3
1.175381458E0,1.780084567E-3,4.094016273E-3,1.546455314E-3
1.185336458E0,1.198450220E-3,-8.224453777E-4,-2.308204304E-3
1.195291458E0,2.020845190E-3,-9.106788784E-4,2.661403269E-4
1.205247458E0,2.252007602E-3,-1.663288334E-3,-7.634381764E-4
1.215202458E0,6.788017927E-4,-2.471781918E-4,9.521404281E-4
1.225157458E0,1.930487459E-3,-4.790264647E-3,2.131131478E-4
1.235113958E0,-4.110401496E-3,-3.411625978E-3,-1.110015903E-3
1.245068958E0,6.990010152E-4,-1.186555019E-3,1.198412152E-3
1.255024958E0,-1.674296567E-3,-1.767764334E-3,-1.119459979E-3
1.264979958E0,-2.117446857E-3,-2.181885997E-3,-5.020061508E-5
1.274934958E0,-1.895581372E-4,-2.659002203E-4,5.459375679E-4
1.284890958E0,-3.778436221E-4,-1.591888140E-3,-1.222135033E-3
1.294845958E0,7.200919790E-4,3.489905968E-3,-8.409759030E-4
1.304800958E0,2.057531383E-3,-1.093394123E-3,3.819474950E-4
1.314756958E0,-1.313267276E-4,-8.876774809E-4,-7.052253932E-5
1.324711958E0,-6.865956821E-4,1.979481662E-3,-4.034177400E-4
1.334666958E0,-4.347735085E-4,1.508800080E-3,-1.336435322E-3
1.344622958E0,3.905401099E-4,-2.157840179E-3,1.234047813E-3
1.354577958E0,2.138703829E-3,-1.726503018E-3,-1.537200529E-3
1.364533958E0,8.526634192E-4,-4.053087905E-4,2.077241894E-3
1.374488958E0,-2.198248869E-3,5.311837886E-4,1.645567827E-4
1.384443958E0,1.624186290E-3,-1.704806229E-3,-7.944474928E-4
1.394399958E0,-9.982893243E-5,2.662063576E-3,-9.728595614E-4
1.404354958E0,1.837620628E-3,-1.836814568E-3,-2.367622219E-4
1.414309958E0,2.784330864E-4,-9.963253979E-4,2.193439985E-3
1.424265958E0,-1.762879780E-3,1.755252713E-3,-1.662018243E-3
1.434220958E0,1.961516449E-3,-3.221535007E-4,1.402527094E-3
1.444175958E0,3.081642091E-3,1.167354640E-4,7.396664005E-4
1.454131958E0,5.826973356E-4,6.163327489E-4,-6.834701635E-4
1.464086958E0,5.739089102E-4,-3.743631532E-4,-7.354016416E-4
1.474041958E0,1.503512030E-3,-1.174592529E-3,1.575410599E-3
1.483997958E0,-1.494674711E-3,4.033304576E-4,-1.443016343E-3
1.493952958E0,-1.054989407E-3,-2.078800928E-3,4.662915599E-4
1.503908958E0,-2.206806792E-3,-3.418872366E-4,8.300791960E-4
1.513863958E0,-1.871074783E-3,-5.511191557E-4,-7.124585100E-4
1.523818958E0,-1.712350408E-3,7.343887119E-4,6.830377970E-4
1.533774958E0,3.021303099E-3,8.824151591E-4,9.057358839E-4
1.543729958E0,-1.332699088E-3,5.372694577E-4,-3.118612804E-4
1.553684958E0,-6.289472803E-4,-7.913815789E-4,-4.101321101E-4
1.563640958E0,-1.260382822E-3,-1.360765425E-3,4.830921534E-4
1.573595958E0,-1.911437837E-3,-2.967845649E-3,9.381338023E-4
1.583550958E0,-1.397980610E-3,-2.373065799E-4,1.298193121E-3
1.593506958E0,-1.925148768E-3,-3.926208592E-4,3.070756793E-4
1.603461958E0,-6.508259103E-4,-3.628988634E-5,4.285154864E-4
1.613417958E0,-6.322637200E-4,-4.540260881E-3,-5.162046291E-4
1.623372958E0,8.756180760E-4,2.624834306E-4,1.599943265E-3
1.633327958E0,3.297102638E-3,-1.081467839E-3,2.792323940E-4
1.643283958E0,-4.699038342E-3,-1.090256264E-3,2.287522191E-3
1.653238958E0,6.798957475E-4,-1.620852272E-3,-9.569711983E-4
1.663193958E0,3.898774739E-4,-1.446619863E-4,4.353933036E-7
1.673149958E0,3.861996811E-4,6.289189914E-4,3.203358501E-4
1.683104958E0,-8.039670065E-4,4.587430158E-4,1.256586984E-4
1.693059958E0,1.160653774E-4,-4.365158966E-4,-6.149103865E-5
1.703015958E0,3.983241506E-3,3.179524327E-3,5.198770668E-4
1.712970958E0,-2.037125407E-3,-1.574219321E-3,-1.409999095E-3
1.722926958E0,-1.176657854E-3,-1.900456497E-3,1.708534546E-4
1.732881958E0,1.096834196E-3,8.655490819E-4,-3.196392208E-5
1.742836958E0,-1.995926723E-4,-7.898718468E-4,7.227759343E-4
1.752792958E0,2.712941030E-3,2.450898755E-3,-1.094481442E-3
1.762747958E0,1.344608958E-3,8.095926605E-4,-1.783538610E-4
1.772702958E0,-1.162953209E-3,-1.434997190E-3,9.956548456E-4
1.782658958E0,2.189433901E-3,-1.432334073E-3,2.691555768E-3
1.792613958E0,-1.402273774E-3,-2.201286843E-4,4.985930864E-4
1.802568958E0,-1.039828639E-4,-4.606121220E-4,6.666386034E-4
1.812524958E0,7.630228065E-4,1.121761976E-3,8.440392558E-4
1.822479958E0,1.617631176E-3,-1.105705975E-3,3.462946042E-4
1.832435958E0,1.379565219E-3,2.988664201E-4,1.146933530E-3
1.842390958E0,-1.542987535E-3,3.776954720E-3,2.403934486E-4
1.852345958E0,5.856957287E-4,1.912291627E-3,2.679368481E-5
1.862301958E0,-2.206095727E-3,-1.400946989E-3,-4.131603055E-4
1.872256958E0,5.644937046E-4,1.776526449E-3,-1.580916811E-3
1.882211958E0,-5.417834036E-4,-1.487976522E-3,2.587995725E-3
1.892167958E0,-2.288813004E-3,-4.118636250E-3,8.013888728E-4
1.902122958E0,7.855399745E-4,-2.150028013E-3,1.036545960E-3
1.912077958E0,4.105907865E-4,-1.437531319E-5,-8.579404093E-4
1.922033958E0,1.980790636E-3,2.042916603E-3,-1.151850447E-4
1.931988958E0,1.662417315E-3,2.507888712E-3,2.008692361E-3
1.941944958E0,2.780412324E-3,3.858377691E-3,1.040633535E-3
1.951899958E0,1.063408679E-3,1.911240513E-3,1.183263259E-3
1.961854958E0,1.838921220E-3,4.374472192E-4,1.275865361E-4
1.971810958E0,2.537672175E-3,-5.683593918E-4,-9.516719729E-5
1.981765958E0,3.563240170E-5,-3.835359530E-4,-2.062208951E-4
1.991720958E0,-1.767635811E-3,-1.686307602E-3,1.011764165E-3
2.001676958E0,1.674168743E-4,-9.962826734E-4,-4.915902391E-4
2.011631958E0,2.656126162E-3,4.024151131E-4,5.843902472E-4
2.021586958E0,1.726949238E-3,-3.210695460E-3,-9.045829065E-4
2.031542958E0,-1.427778043E-3,9.563798085E-4,3.262061859E-3
2.041497958E0,-1.276510302E-3,-1.622359036E-3,1.594792120E-4
2.051453958E0,-7.832876872E-4,-2.331440919E-4,-2.640318125E-4
2.061408958E0,1.478535007E-3,-2.621726017E-4,4.334500991E-4
2.071363958E0,1.264033723E-3,1.754748053E-3,3.373377025E-3
2.081319958E0,2.927710535E-3,-6.765307626E-5,-3.120815381E-5
2.091274958E0,2.729435218E-3,2.530292608E-3,-3.482270986E-4
2.101229958E0,3.307261504E-4,3.089023754E-3,-1.487261150E-3
2.111185958E0,6.287744036E-4,-3.404920571E-4,2.758530900E-5
2.121140958E0,1.274324721E-3,-8.185293991E-4,-6.262208335E-4
2.131095958E0,-1.835958567E-3,-1.059430186E-3,5.751703866E-4
2.141051958E0,9.736764478E-4,1.493209624E-3,-1.046961173E-3
2.151006958E0,7.739942521E-5,8.168333443E-5,9.669160936E-4
2.160962958E0,-1.323689707E-3,-1.867750543E-3,3.269584849E-4
2.170917958E0,1.523263287E-3,-2.084827051E-3,6.407066248E-4
2.180872958E0,1.200437546E-4,-4.021477420E-3,-8.421414532E-4
2.190828958E0,2.184583340E-3,-2.891792916E-3,1.594017260E-3
2.200783958E0,4.854865838E-4,-4.198872019E-3,1.416916959E-3
2.210738958E0,-3.181327600E-3,-1.142238034E-3,-1.771431416E-4
2.220694958E0,-6.750265602E-4,-1.110546407E-3,-2.490631305E-3
2.230649958E0,-2.062430838E-3,-7.389277453E-4,1.807964640E-3
2.240604583E0,9.618548211E-4,9.428584017E-4,-1.481571700E-3
2.250560583E0,-1.703716815E-3,-1.796584693E-3,1.662229188E-4
2.260515583E0,3.903268371E-4,-1.719885622E-3,-4.207380116E-4
2.270471583E0,-2.967838198E-3,-1.636357978E-3,3.785891458E-4
2.280426583E0,3.802878782E-4,-2.420126228E-3,5.817883648E-4
2.290381583E0,-2.878664527E-4,1.216748205E-4,7.060640492E-4
2.300337583E0,1.436530263E-3,-6.053681136E-4,-1.458730549E-5
2.310292583E0,1.203175168E-3,-2.127095824E-3,8.316610474E-4
