,torso_7_Xposition,torso_7_Yposition,torso_7_Zposition,torso_7_Zrotation,torso_7_Xrotation,torso_7_Yrotation
2317,-2.90401e-17,10.5513,1.57691,0.0176097,0.124655,-0.0109892
2318,-2.90401e-17,10.5513,1.57691,0.0175815,0.124871,-0.010971
2319,-2.90401e-17,10.5513,1.57691,0.017538,0.125085,-0.0109545
2320,-2.90401e-17,10.5513,1.57691,0.0174891,0.125286,-0.0109264
2321,-2.90401e-17,10.5513,1.57691,0.017455,0.125435,-0.0108897
2322,-2.90401e-17,10.5513,1.57691,0.0174241,0.125561,-0.0108521
2323,-2.90401e-17,10.5513,1.57691,0.0174035,0.125646,-0.010842
2324,-2.90401e-17,10.5513,1.57691,0.0173843,0.125745,-0.0108557
2325,-2.90401e-17,10.5513,1.57691,0.0173669,0.125825,-0.0108879
2326,-2.90401e-17,10.5513,1.57691,0.0173528,0.125842,-0.0109332
2327,-2.90401e-17,10.5513,1.57691,0.0173355,0.125837,-0.0109879
2328,-2.90401e-17,10.5513,1.57691,0.0173208,0.125814,-0.0110528
2329,-2.90401e-17,10.5513,1.57691,0.0173177,0.125735,-0.0111084
2330,-2.90401e-17,10.5513,1.57691,0.0173038,0.125669,-0.011143
2331,-2.90401e-17,10.5513,1.57691,0.01729,0.125615,-0.0111583
2332,-2.90401e-17,10.5513,1.57691,0.0172855,0.125562,-0.0111572
2333,-2.90401e-17,10.5513,1.57691,0.0172622,0.125548,-0.0111314
2334,-2.90401e-17,10.5513,1.57691,0.0172379,0.12558,-0.0111287
2335,-2.90401e-17,10.5513,1.57691,0.0172007,0.125672,-0.011139
2336,-2.90401e-17,10.5513,1.57691,0.017179,0.125743,-0.0111462
2337,-2.90401e-17,10.5513,1.57691,0.0171634,0.125836,-0.0111354
2338,-2.90401e-17,10.5513,1.57691,0.0171406,0.125999,-0.0111015
2339,-2.90401e-17,10.5513,1.57691,0.0171288,0.126162,-0.0110579
2340,-2.90401e-17,10.5513,1.57691,0.0170975,0.126389,-0.0109998
2341,-2.90401e-17,10.5513,1.57691,0.0170891,0.126578,-0.0109387
2342,-2.90401e-17,10.5513,1.57691,0.0170744,0.126744,-0.0108996
2343,-2.90401e-17,10.5513,1.57691,0.0170559,0.126895,-0.0108853
2344,-2.90401e-17,10.5513,1.57691,0.0170431,0.127014,-0.0108891
2345,-2.90401e-17,10.5513,1.57691,0.0170255,0.127032,-0.0109071
2346,-2.90401e-17,10.5513,1.57691,0.0169892,0.127057,-0.0109333
2347,-2.90401e-17,10.5513,1.57691,0.0169496,0.127091,-0.0109513
2348,-2.90401e-17,10.5513,1.57691,0.0169162,0.127116,-0.0109792
2349,-2.90401e-17,10.5513,1.57691,0.0168867,0.127119,-0.0110152
2350,-2.90401e-17,10.5513,1.57691,0.0168568,0.127086,-0.011056
2351,-2.90401e-17,10.5513,1.57691,0.0168309,0.127,-0.0111163
2352,-2.90401e-17,10.5513,1.57691,0.0168074,0.12685,-0.0112046
2353,-2.90401e-17,10.5513,1.57691,0.0167897,0.126671,-0.0112808
2354,-2.90401e-17,10.5513,1.57691,0.0167777,0.126509,-0.0113531
2355,-2.90401e-17,10.5513,1.57691,0.0167681,0.126358,-0.0114227
2356,-2.90401e-17,10.5513,1.57691,0.016761,0.126201,-0.0114857
2357,-2.90401e-17,10.5513,1.57691,0.0167677,0.126046,-0.0115362
2358,-2.90401e-17,10.5513,1.57691,0.016788,0.125916,-0.0115426
2359,-2.90401e-17,10.5513,1.57691,0.0168174,0.125781,-0.0115608
2360,-2.90401e-17,10.5513,1.57691,0.0168511,0.12568,-0.011569
2361,-2.90401e-17,10.5513,1.57691,0.0168921,0.125606,-0.0115711
2362,-2.90401e-17,10.5513,1.57691,0.0169467,0.125532,-0.0115773
2363,-2.90401e-17,10.5513,1.57691,0.0170215,0.12546,-0.0115838
2364,-2.90401e-17,10.5513,1.57691,0.0171126,0.125385,-0.0116123
2365,-2.90401e-17,10.5513,1.57691,0.0172319,0.125299,-0.0116698
2366,-2.90401e-17,10.5513,1.57691,0.0173675,0.125171,-0.0117532
2367,-2.90401e-17,10.5513,1.57691,0.0175175,0.124987,-0.0118734
2368,-2.90401e-17,10.5513,1.57691,0.0176803,0.124763,-0.0120388
2369,-2.90401e-17,10.5513,1.57691,0.0178446,0.124566,-0.0122397
2370,-2.90401e-17,10.5513,1.57691,0.0180246,0.124392,-0.0124687
2371,-2.90401e-17,10.5513,1.57691,0.0182121,0.124192,-0.0127336
2372,-2.90401e-17,10.5513,1.57691,0.0184147,0.123978,-0.0130012
2373,-2.90401e-17,10.5513,1.57691,0.0186265,0.123769,-0.0132699
2374,-2.90401e-17,10.5513,1.57691,0.0188373,0.123573,-0.0135509
2375,-2.90401e-17,10.5513,1.57691,0.0190413,0.123374,-0.0138472
2376,-2.90401e-17,10.5513,1.57691,0.0192258,0.123152,-0.0141951
2377,-2.90401e-17,10.5513,1.57691,0.0193588,0.122998,-0.0145734
2378,-2.90401e-17,10.5513,1.57691,0.0194281,0.122859,-0.0149951
2379,-2.90401e-17,10.5513,1.57691,0.0194376,0.122718,-0.0154782
2380,-2.90401e-17,10.5513,1.57691,0.0194013,0.122573,-0.0160281
2381,-2.90401e-17,10.5513,1.57691,0.0193362,0.122429,-0.0166202
2382,-2.90401e-17,10.5513,1.57691,0.0192467,0.122112,-0.01733
2383,-2.90401e-17,10.5513,1.57691,0.0191513,0.12169,-0.0181451
2384,-2.90401e-17,10.5513,1.57691,0.0190459,0.121182,-0.0190703
2385,-2.90401e-17,10.5513,1.57691,0.0189136,0.120594,-0.0201397
2386,-2.90401e-17,10.5513,1.57691,0.0187402,0.119921,-0.0213871
2387,-2.90401e-17,10.5513,1.57691,0.0185301,0.119167,-0.0228167
2388,-2.90401e-17,10.5513,1.57691,0.0182357,0.118302,-0.0243401
2389,-2.90401e-17,10.5513,1.57691,0.0177987,0.11747,-0.0259293
2390,-2.90401e-17,10.5513,1.57691,0.0171648,0.116743,-0.027559
2391,-2.90401e-17,10.5513,1.57691,0.0162924,0.116191,-0.0291953
2392,-2.90401e-17,10.5513,1.57691,0.0151563,0.115851,-0.0308081
2393,-2.90401e-17,10.5513,1.57691,0.013751,0.115699,-0.0323824
2394,-2.90401e-17,10.5513,1.57691,0.0120536,0.115708,-0.0339014
2395,-2.90401e-17,10.5513,1.57691,0.0102086,0.115636,-0.0353467
2396,-2.90401e-17,10.5513,1.57691,0.00830648,0.115523,-0.0366833
2397,-2.90401e-17,10.5513,1.57691,0.00646877,0.115329,-0.0379022
2398,-2.90401e-17,10.5513,1.57691,0.00481029,0.114885,-0.0390484
2399,-2.90401e-17,10.5513,1.57691,0.00340118,0.113848,-0.0402524
2400,-2.90401e-17,10.5513,1.57691,0.00233317,0.11176,-0.0416862
2401,-2.90401e-17,10.5513,1.57691,0.00148715,0.109256,-0.0433297
2402,-2.90401e-17,10.5513,1.57691,0.000852791,0.106315,-0.0452171
2403,-2.90401e-17,10.5513,1.57691,0.000415788,0.102828,-0.0473979
2404,-2.90401e-17,10.5513,1.57691,0.000157871,0.0987132,-0.0499045
2405,-2.90401e-17,10.5513,1.57691,5.74251e-05,0.0940355,-0.0527199
2406,-2.90401e-17,10.5513,1.57691,0.000133733,0.0888426,-0.0557821
2407,-2.90401e-17,10.5513,1.57691,0.00024851,0.0833694,-0.0590364
2408,-2.90401e-17,10.5513,1.57691,0.000470763,0.0773654,-0.0624781
2409,-2.90401e-17,10.5513,1.57691,0.000806019,0.0705679,-0.0661056
2410,-2.90401e-17,10.5513,1.57691,0.00117671,0.0631474,-0.06986
2411,-2.90401e-17,10.5513,1.57691,0.00140133,0.0561741,-0.0735623
2412,-2.90401e-17,10.5513,1.57691,0.00179688,0.0485462,-0.0774163
2413,-2.90401e-17,10.5513,1.57691,0.00220716,0.0407716,-0.0811969
2414,-2.90401e-17,10.5513,1.57691,0.00258015,0.0330034,-0.0849398
2415,-2.90401e-17,10.5513,1.57691,0.00293401,0.0256151,-0.0885545
2416,-2.90401e-17,10.5513,1.57691,0.00326517,0.0190286,-0.0918732
2417,-2.90401e-17,10.5513,1.57691,0.00345203,0.0135398,-0.0947014
2418,-2.90401e-17,10.5513,1.57691,0.00367968,0.00874543,-0.0971233
2419,-2.90401e-17,10.5513,1.57691,0.00381497,0.0047672,-0.0992062
2420,-2.90401e-17,10.5513,1.57691,0.00382272,0.00144054,-0.101045
2421,-2.90401e-17,10.5513,1.57691,0.00374704,-0.00131451,-0.102594
2422,-2.90401e-17,10.5513,1.57691,0.00363106,-0.00357004,-0.103814
2423,-2.90401e-17,10.5513,1.57691,0.00343328,-0.00547099,-0.104807
2424,-2.90401e-17,10.5513,1.57691,0.00308922,-0.00675979,-0.105672
2425,-2.90401e-17,10.5513,1.57691,0.0023718,-0.0075524,-0.106577
2426,-2.90401e-17,10.5513,1.57691,0.00138431,-0.00775663,-0.107436
2427,-2.90401e-17,10.5513,1.57691,0.000309463,-0.00732688,-0.108095
2428,-2.90401e-17,10.5513,1.57691,-0.000707055,-0.0062683,-0.108448
2429,-2.90401e-17,10.5513,1.57691,-0.00167624,-0.00463918,-0.108554
2430,-2.90401e-17,10.5513,1.57691,-0.00263458,-0.0022508,-0.108324
2431,-2.90401e-17,10.5513,1.57691,-0.00356928,0.000700614,-0.107781
2432,-2.90401e-17,10.5513,1.57691,-0.00448786,0.00421199,-0.106903
2433,-2.90401e-17,10.5513,1.57691,-0.0053933,0.00827159,-0.105708
2434,-2.90401e-17,10.5513,1.57691,-0.00630695,0.0129248,-0.104233
2435,-2.90401e-17,10.5513,1.57691,-0.00729307,0.0183459,-0.102493
2436,-2.90401e-17,10.5513,1.57691,-0.00823426,0.0248565,-0.100424
2437,-2.90401e-17,10.5513,1.57691,-0.00909613,0.0320832,-0.0981064
2438,-2.90401e-17,10.5513,1.57691,-0.00991016,0.0396874,-0.0955921
2439,-2.90401e-17,10.5513,1.57691,-0.010683,0.0474805,-0.0929294
2440,-2.90401e-17,10.5513,1.57691,-0.0114281,0.055214,-0.0902116
2441,-2.90401e-17,10.5513,1.57691,-0.0121995,0.062355,-0.0876273
2442,-2.90401e-17,10.5513,1.57691,-0.0129282,0.0687231,-0.0852445
2443,-2.90401e-17,10.5513,1.57691,-0.0136675,0.0749902,-0.0828594
2444,-2.90401e-17,10.5513,1.57691,-0.0144708,0.0814198,-0.0805238
2445,-2.90401e-17,10.5513,1.57691,-0.0152604,0.0879467,-0.078265
2446,-2.90401e-17,10.5513,1.57691,-0.0159281,0.0943991,-0.0760951
2447,-2.90401e-17,10.5513,1.57691,-0.0164387,0.100729,-0.0740214
2448,-2.90401e-17,10.5513,1.57691,-0.0167811,0.106703,-0.0721332
2449,-2.90401e-17,10.5513,1.57691,-0.0170234,0.111962,-0.0704392
2450,-2.90401e-17,10.5513,1.57691,-0.0172276,0.116536,-0.0689424
2451,-2.90401e-17,10.5513,1.57691,-0.0173787,0.120359,-0.0676553
2452,-2.90401e-17,10.5513,1.57691,-0.0174127,0.123249,-0.0665605
2453,-2.90401e-17,10.5513,1.57691,-0.0172436,0.124877,-0.0655698
2454,-2.90401e-17,10.5513,1.57691,-0.0168886,0.125262,-0.0645678
2455,-2.90401e-17,10.5513,1.57691,-0.0164604,0.125406,-0.0636048
2456,-2.90401e-17,10.5513,1.57691,-0.0160127,0.125987,-0.0627637
2457,-2.90401e-17,10.5513,1.57691,-0.0155483,0.12695,-0.0621236
2458,-2.90401e-17,10.5513,1.57691,-0.0150199,0.127884,-0.0617152
2459,-2.90401e-17,10.5513,1.57691,-0.0143306,0.12842,-0.0614752
2460,-2.90401e-17,10.5513,1.57691,-0.0134296,0.128434,-0.0612799
2461,-2.90401e-17,10.5513,1.57691,-0.0124907,0.127909,-0.0610477
2462,-2.90401e-17,10.5513,1.57691,-0.0115419,0.126861,-0.0608195
2463,-2.90401e-17,10.5513,1.57691,-0.0105469,0.125352,-0.0606235
2464,-2.90401e-17,10.5513,1.57691,-0.00944182,0.123399,-0.0604337
2465,-2.90401e-17,10.5513,1.57691,-0.00817251,0.120873,-0.0601275
2466,-2.90401e-17,10.5513,1.57691,-0.00684315,0.117487,-0.059683
2467,-2.90401e-17,10.5513,1.57691,-0.00562669,0.113784,-0.0591906
2468,-2.90401e-17,10.5513,1.57691,-0.00451808,0.110012,-0.0586016
2469,-2.90401e-17,10.5513,1.57691,-0.0036089,0.106231,-0.0579247
2470,-2.90401e-17,10.5513,1.57691,-0.00298345,0.10246,-0.0571532
2471,-2.90401e-17,10.5513,1.57691,-0.00261095,0.0988158,-0.0561878
2472,-2.90401e-17,10.5513,1.57691,-0.00251678,0.095496,-0.0547985
2473,-2.90401e-17,10.5513,1.57691,-0.00261919,0.0924416,-0.0531596
2474,-2.90401e-17,10.5513,1.57691,-0.00284757,0.0897234,-0.051396
2475,-2.90401e-17,10.5513,1.57691,-0.00317351,0.0873345,-0.0496348
2476,-2.90401e-17,10.5513,1.57691,-0.00357598,0.0852642,-0.0479623
2477,-2.90401e-17,10.5513,1.57691,-0.0040048,0.0835765,-0.0463804
2478,-2.90401e-17,10.5513,1.57691,-0.00434723,0.0823614,-0.0448887
2479,-2.90401e-17,10.5513,1.57691,-0.00470528,0.0814862,-0.0435962
2480,-2.90401e-17,10.5513,1.57691,-0.00500447,0.0809371,-0.0424946
2481,-2.90401e-17,10.5513,1.57691,-0.00518465,0.080609,-0.0416216
2482,-2.90401e-17,10.5513,1.57691,-0.00521524,0.08045,-0.041013
2483,-2.90401e-17,10.5513,1.57691,-0.00511013,0.080612,-0.0406532
2484,-2.90401e-17,10.5513,1.57691,-0.00484771,0.0809864,-0.040533
2485,-2.90401e-17,10.5513,1.57691,-0.00445394,0.0814493,-0.040612
2486,-2.90401e-17,10.5513,1.57691,-0.00393445,0.0818887,-0.0409141
2487,-2.90401e-17,10.5513,1.57691,-0.00328405,0.0822302,-0.0414163
2488,-2.90401e-17,10.5513,1.57691,-0.00252053,0.0824308,-0.042101
2489,-2.90401e-17,10.5513,1.57691,-0.00172019,0.0824726,-0.043011
2490,-2.90401e-17,10.5513,1.57691,-0.000969201,0.0824872,-0.0440777
2491,-2.90401e-17,10.5513,1.57691,-0.000351004,0.0826061,-0.0451212
2492,-2.90401e-17,10.5513,1.57691,0.000180358,0.0827582,-0.046019
2493,-2.90401e-17,10.5513,1.57691,0.000611662,0.0829469,-0.0467419
2494,-2.90401e-17,10.5513,1.57691,0.000944405,0.0831867,-0.047278
2495,-2.90401e-17,10.5513,1.57691,0.00127262,0.083435,-0.0475517
2496,-2.90401e-17,10.5513,1.57691,0.00138877,0.0836768,-0.0474788
2497,-2.90401e-17,10.5513,1.57691,0.00143137,0.0839899,-0.0471315
2498,-2.90401e-17,10.5513,1.57691,0.00131889,0.0843082,-0.0465094
2499,-2.90401e-17,10.5513,1.57691,0.00101894,0.0846974,-0.0456913
2500,-2.90401e-17,10.5513,1.57691,0.000563639,0.0852133,-0.0447425
2501,-2.90401e-17,10.5513,1.57691,6.51447e-05,0.0857542,-0.0436177
2502,-2.90401e-17,10.5513,1.57691,-0.000410501,0.0861838,-0.0423869
2503,-2.90401e-17,10.5513,1.57691,-0.000833712,0.0866304,-0.0410944
2504,-2.90401e-17,10.5513,1.57691,-0.00123376,0.0873895,-0.0397426
2505,-2.90401e-17,10.5513,1.57691,-0.00161201,0.0885257,-0.0383881
2506,-2.90401e-17,10.5513,1.57691,-0.00196284,0.0899864,-0.0371125
2507,-2.90401e-17,10.5513,1.57691,-0.00229566,0.0917203,-0.0359938
2508,-2.90401e-17,10.5513,1.57691,-0.00269398,0.0937894,-0.0351055
2509,-2.90401e-17,10.5513,1.57691,-0.00309013,0.0959525,-0.034356
2510,-2.90401e-17,10.5513,1.57691,-0.00346732,0.0981862,-0.0337293
2511,-2.90401e-17,10.5513,1.57691,-0.00376566,0.100358,-0.0331904
2512,-2.90401e-17,10.5513,1.57691,-0.0039308,0.102339,-0.0326953
2513,-2.90401e-17,10.5513,1.57691,-0.00396419,0.104121,-0.0322015
2514,-2.90401e-17,10.5513,1.57691,-0.00380844,0.105686,-0.0317387
2515,-2.90401e-17,10.5513,1.57691,-0.00355297,0.107122,-0.0313029
2516,-2.90401e-17,10.5513,1.57691,-0.00319971,0.108397,-0.0309141
2517,-2.90401e-17,10.5513,1.57691,-0.00274436,0.109479,-0.0305598
2518,-2.90401e-17,10.5513,1.57691,-0.00218559,0.110316,-0.0302098
2519,-2.90401e-17,10.5513,1.57691,-0.00153431,0.110822,-0.0298304
2520,-2.90401e-17,10.5513,1.57691,-0.000806425,0.110612,-0.0294122
2521,-2.90401e-17,10.5513,1.57691,-0.000115239,0.11015,-0.0289863
2522,-2.90401e-17,10.5513,1.57691,0.000541249,0.109725,-0.0284946
2523,-2.90401e-17,10.5513,1.57691,0.00114706,0.109364,-0.0279088
2524,-2.90401e-17,10.5513,1.57691,0.00166341,0.109016,-0.0272169
2525,-2.90401e-17,10.5513,1.57691,0.00202322,0.108753,-0.0264085
2526,-2.90401e-17,10.5513,1.57691,0.00233173,0.108177,-0.025379
2527,-2.90401e-17,10.5513,1.57691,0.00260712,0.107336,-0.0242587
2528,-2.90401e-17,10.5513,1.57691,0.00284433,0.106426,-0.0231069
2529,-2.90401e-17,10.5513,1.57691,0.00304625,0.105551,-0.0219937
2530,-2.90401e-17,10.5513,1.57691,0.00323718,0.10472,-0.0209851
2531,-2.90401e-17,10.5513,1.57691,0.00347719,0.103841,-0.0201291
2532,-2.90401e-17,10.5513,1.57691,0.00385951,0.102564,-0.0197084
2533,-2.90401e-17,10.5513,1.57691,0.00413387,0.101892,-0.0196396
2534,-2.90401e-17,10.5513,1.57691,0.00437453,0.101711,-0.0196823
2535,-2.90401e-17,10.5513,1.57691,0.0046608,0.101878,-0.0196776
2536,-2.90401e-17,10.5513,1.57691,0.00502266,0.102247,-0.0195668
2537,-2.90401e-17,10.5513,1.57691,0.00538488,0.102678,-0.0194097
2538,-2.90401e-17,10.5513,1.57691,0.00558762,0.103259,-0.0193056
2539,-2.90401e-17,10.5513,1.57691,0.00562779,0.104361,-0.0192043
2540,-2.90401e-17,10.5513,1.57691,0.00555558,0.105692,-0.0191085
2541,-2.90401e-17,10.5513,1.57691,0.00540411,0.106984,-0.0190096
2542,-2.90401e-17,10.5513,1.57691,0.00520287,0.108168,-0.0188761
2543,-2.90401e-17,10.5513,1.57691,0.00499217,0.10955,-0.0186421
2544,-2.90401e-17,10.5513,1.57691,0.00481659,0.111143,-0.0182501
2545,-2.90401e-17,10.5513,1.57691,0.00470714,0.112606,-0.0177586
2546,-2.90401e-17,10.5513,1.57691,0.0047038,0.113971,-0.0172032
2547,-2.90401e-17,10.5513,1.57691,0.00481563,0.115395,-0.0166052
2548,-2.90401e-17,10.5513,1.57691,0.00503217,0.117009,-0.015974
2549,-2.90401e-17,10.5513,1.57691,0.00533555,0.118765,-0.0153102
2550,-2.90401e-17,10.5513,1.57691,0.00569604,0.120358,-0.0146955
2551,-2.90401e-17,10.5513,1.57691,0.00607499,0.121763,-0.0141404
2552,-2.90401e-17,10.5513,1.57691,0.00644973,0.123017,-0.0136617
2553,-2.90401e-17,10.5513,1.57691,0.00678869,0.124201,-0.0132335
2554,-2.90401e-17,10.5513,1.57691,0.00707431,0.12538,-0.0128318
2555,-2.90401e-17,10.5513,1.57691,0.00732687,0.126538,-0.0124799
2556,-2.90401e-17,10.5513,1.57691,0.00755711,0.127637,-0.0121642
2557,-2.90401e-17,10.5513,1.57691,0.00779385,0.128695,-0.0118463
2558,-2.90401e-17,10.5513,1.57691,0.00802328,0.129655,-0.0115038
2559,-2.90401e-17,10.5513,1.57691,0.0082289,0.130496,-0.0111376
2560,-2.90401e-17,10.5513,1.57691,0.00840433,0.131228,-0.0107573
2561,-2.90401e-17,10.5513,1.57691,0.00856669,0.131887,-0.0103653
2562,-2.90401e-17,10.5513,1.57691,0.00872541,0.132483,-0.00995201
2563,-2.90401e-17,10.5513,1.57691,0.00887103,0.13296,-0.0095795
2564,-2.90401e-17,10.5513,1.57691,0.00901757,0.133344,-0.00924346
2565,-2.90401e-17,10.5513,1.57691,0.00915722,0.133671,-0.00894438
2566,-2.90401e-17,10.5513,1.57691,0.00927557,0.133949,-0.00868937
2567,-2.90401e-17,10.5513,1.57691,0.0093676,0.134109,-0.00849402
2568,-2.90401e-17,10.5513,1.57691,0.00944489,0.134125,-0.00837217
2569,-2.90401e-17,10.5513,1.57691,0.00947496,0.134125,-0.0082876
2570,-2.90401e-17,10.5513,1.57691,0.00948524,0.134066,-0.00823875
2571,-2.90401e-17,10.5513,1.57691,0.00948328,0.133955,-0.00821607
2572,-2.90401e-17,10.5513,1.57691,0.0094753,0.133797,-0.00821099
2573,-2.90401e-17,10.5513,1.57691,0.00948604,0.133541,-0.00822554
2574,-2.90401e-17,10.5513,1.57691,0.00950942,0.133315,-0.00826121
2575,-2.90401e-17,10.5513,1.57691,0.00954628,0.133065,-0.00831028
2576,-2.90401e-17,10.5513,1.57691,0.00957265,0.132781,-0.00837232
2577,-2.90401e-17,10.5513,1.57691,0.00959694,0.132454,-0.00843508
2578,-2.90401e-17,10.5513,1.57691,0.00962525,0.132103,-0.00848939
2579,-2.90401e-17,10.5513,1.57691,0.00962494,0.131809,-0.00854469
2580,-2.90401e-17,10.5513,1.57691,0.0096352,0.13154,-0.00857239
2581,-2.90401e-17,10.5513,1.57691,0.00963673,0.131304,-0.00858007
2582,-2.90401e-17,10.5513,1.57691,0.00965279,0.131026,-0.00857888
2583,-2.90401e-17,10.5513,1.57691,0.00968497,0.130719,-0.00857711
2584,-2.90401e-17,10.5513,1.57691,0.00972569,0.130413,-0.0085763
2585,-2.90401e-17,10.5513,1.57691,0.00977145,0.130083,-0.00856723
2586,-2.90401e-17,10.5513,1.57691,0.00984928,0.129723,-0.00853138
2587,-2.90401e-17,10.5513,1.57691,0.00993128,0.1295,-0.00847383
2588,-2.90401e-17,10.5513,1.57691,0.0100029,0.129352,-0.00841521
2589,-2.90401e-17,10.5513,1.57691,0.0100585,0.129256,-0.00836007
2590,-2.90401e-17,10.5513,1.57691,0.0101042,0.12919,-0.00830377
2591,-2.90401e-17,10.5513,1.57691,0.0101605,0.12909,-0.00823971
2592,-2.90401e-17,10.5513,1.57691,0.0102009,0.12897,-0.00819477
2593,-2.90401e-17,10.5513,1.57691,0.0102379,0.128796,-0.00816128
2594,-2.90401e-17,10.5513,1.57691,0.0102785,0.128636,-0.00812278
2595,-2.90401e-17,10.5513,1.57691,0.0103166,0.128511,-0.00808462
2596,-2.90401e-17,10.5513,1.57691,0.0103454,0.128415,-0.00805317
2597,-2.90401e-17,10.5513,1.57691,0.0103699,0.128335,-0.008014
2598,-2.90401e-17,10.5513,1.57691,0.0103667,0.128241,-0.00801777
2599,-2.90401e-17,10.5513,1.57691,0.0103448,0.128183,-0.00803581
2600,-2.90401e-17,10.5513,1.57691,0.0103184,0.12814,-0.00806341
2601,-2.90401e-17,10.5513,1.57691,0.0102837,0.128127,-0.00809557
2602,-2.90401e-17,10.5513,1.57691,0.0102335,0.128161,-0.00812614
2603,-2.90401e-17,10.5513,1.57691,0.0101717,0.128229,-0.0081469
2604,-2.90401e-17,10.5513,1.57691,0.0100803,0.128375,-0.00812542
2605,-2.90401e-17,10.5513,1.57691,0.00998783,0.128531,-0.00806994
2606,-2.90401e-17,10.5513,1.57691,0.00988476,0.128692,-0.00798627
2607,-2.90401e-17,10.5513,1.57691,0.00977238,0.128849,-0.00788764
2608,-2.90401e-17,10.5513,1.57691,0.00965711,0.129003,-0.00778316
2609,-2.90401e-17,10.5513,1.57691,0.00954466,0.129178,-0.00766589
2610,-2.90401e-17,10.5513,1.57691,0.00942652,0.129343,-0.00754675
2611,-2.90401e-17,10.5513,1.57691,0.0093207,0.129492,-0.0074341
2612,-2.90401e-17,10.5513,1.57691,0.00922278,0.129644,-0.00731709
2613,-2.90401e-17,10.5513,1.57691,0.00913807,0.129798,-0.00719683
2614,-2.90401e-17,10.5513,1.57691,0.00907349,0.129938,-0.00708556
2615,-2.90401e-17,10.5513,1.57691,0.00902902,0.130036,-0.00700593
2616,-2.90401e-17,10.5513,1.57691,0.0090278,0.130063,-0.00697445
2617,-2.90401e-17,10.5513,1.57691,0.0090448,0.130019,-0.00697918
2618,-2.90401e-17,10.5513,1.57691,0.00906217,0.129955,-0.00701984
2619,-2.90401e-17,10.5513,1.57691,0.00909033,0.129911,-0.00707359
2620,-2.90401e-17,10.5513,1.57691,0.00914202,0.129905,-0.00711866
2621,-2.90401e-17,10.5513,1.57691,0.00920496,0.129914,-0.00715887
2622,-2.90401e-17,10.5513,1.57691,0.00923955,0.130016,-0.00719585
2623,-2.90401e-17,10.5513,1.57691,0.00926498,0.130095,-0.00723373
2624,-2.90401e-17,10.5513,1.57691,0.00930119,0.130184,-0.00725693
2625,-2.90401e-17,10.5513,1.57691,0.00934397,0.130291,-0.00726501
2626,-2.90401e-17,10.5513,1.57691,0.0093834,0.130413,-0.0072607
2627,-2.90401e-17,10.5513,1.57691,0.00942308,0.130551,-0.00723728
2628,-2.90401e-17,10.5513,1.57691,0.00947313,0.130652,-0.00719501
2629,-2.90401e-17,10.5513,1.57691,0.00952677,0.130701,-0.00716023
2630,-2.90401e-17,10.5513,1.57691,0.00956957,0.130738,-0.00714322
2631,-2.90401e-17,10.5513,1.57691,0.0096048,0.130749,-0.0071337
2632,-2.90401e-17,10.5513,1.57691,0.00963956,0.130719,-0.00712095
2633,-2.90401e-17,10.5513,1.57691,0.00967021,0.130687,-0.00711481
2634,-2.90401e-17,10.5513,1.57691,0.00970191,0.130699,-0.00711603
2635,-2.90401e-17,10.5513,1.57691,0.00975062,0.130692,-0.007097
2636,-2.90401e-17,10.5513,1.57691,0.00979501,0.130695,-0.0070843
2637,-2.90401e-17,10.5513,1.57691,0.00983442,0.130711,-0.00708157
2638,-2.90401e-17,10.5513,1.57691,0.00987402,0.130722,-0.00708059
2639,-2.90401e-17,10.5513,1.57691,0.00990916,0.130694,-0.00707305
2640,-2.90401e-17,10.5513,1.57691,0.00990994,0.130645,-0.00708965
2641,-2.90401e-17,10.5513,1.57691,0.00991559,0.13055,-0.00710819
2642,-2.90401e-17,10.5513,1.57691,0.00991553,0.130519,-0.00711641
2643,-2.90401e-17,10.5513,1.57691,0.00990514,0.130547,-0.00711244
2644,-2.90401e-17,10.5513,1.57691,0.00988213,0.130597,-0.00709556
2645,-2.90401e-17,10.5513,1.57691,0.0098426,0.130684,-0.00705632
2646,-2.90401e-17,10.5513,1.57691,0.00978749,0.130802,-0.00702268
2647,-2.90401e-17,10.5513,1.57691,0.00972928,0.130919,-0.00699973
2648,-2.90401e-17,10.5513,1.57691,0.00966491,0.131052,-0.00699199
2649,-2.90401e-17,10.5513,1.57691,0.00960498,0.131159,-0.00699009
2650,-2.90401e-17,10.5513,1.57691,0.00956032,0.131205,-0.0069792
2651,-2.90401e-17,10.5513,1.57691,0.00952799,0.131223,-0.00694784
2652,-2.90401e-17,10.5513,1.57691,0.00950648,0.131189,-0.00692244
2653,-2.90401e-17,10.5513,1.57691,0.00948276,0.13121,-0.00689357
2654,-2.90401e-17,10.5513,1.57691,0.00945833,0.131247,-0.00685052
2655,-2.90401e-17,10.5513,1.57691,0.0094298,0.131276,-0.00680353
2656,-2.90401e-17,10.5513,1.57691,0.00939575,0.131283,-0.0067656
2657,-2.90401e-17,10.5513,1.57691,0.00936408,0.131261,-0.00673361
2658,-2.90401e-17,10.5513,1.57691,0.00933693,0.131157,-0.00673634
2659,-2.90401e-17,10.5513,1.57691,0.0093171,0.130966,-0.00674867
2660,-2.90401e-17,10.5513,1.57691,0.00930418,0.130751,-0.00677019
2661,-2.90401e-17,10.5513,1.57691,0.00929793,0.130504,-0.00680538
