,torso_7_Xposition,torso_7_Yposition,torso_7_Zposition,torso_7_Zrotation,torso_7_Xrotation,torso_7_Yrotation
93,-2.90401e-17,10.5513,1.57691,0.00892162,0.142283,-0.0115757
94,-2.90401e-17,10.5513,1.57691,0.00900031,0.142252,-0.0116063
95,-2.90401e-17,10.5513,1.57691,0.00908209,0.142198,-0.0116584
96,-2.90401e-17,10.5513,1.57691,0.00914004,0.142087,-0.0117237
97,-2.90401e-17,10.5513,1.57691,0.0091818,0.141975,-0.0117875
98,-2.90401e-17,10.5513,1.57691,0.00922296,0.141912,-0.0118334
99,-2.90401e-17,10.5513,1.57691,0.00925556,0.14184,-0.0118484
100,-2.90401e-17,10.5513,1.57691,0.00924248,0.141815,-0.0118637
101,-2.90401e-17,10.5513,1.57691,0.00918818,0.141811,-0.0118733
102,-2.90401e-17,10.5513,1.57691,0.00911602,0.141833,-0.0118916
103,-2.90401e-17,10.5513,1.57691,0.00904301,0.14189,-0.0119161
104,-2.90401e-17,10.5513,1.57691,0.00897797,0.141976,-0.0119336
105,-2.90401e-17,10.5513,1.57691,0.00892004,0.142064,-0.011927
106,-2.90401e-17,10.5513,1.57691,0.0088675,0.142227,-0.0118936
107,-2.90401e-17,10.5513,1.57691,0.00881271,0.142368,-0.0118607
108,-2.90401e-17,10.5513,1.57691,0.0087644,0.142535,-0.0118122
109,-2.90401e-17,10.5513,1.57691,0.00871846,0.142696,-0.0117525
110,-2.90401e-17,10.5513,1.57691,0.00866575,0.142809,-0.011693
111,-2.90401e-17,10.5513,1.57691,0.00860131,0.142908,-0.0116355
112,-2.90401e-17,10.5513,1.57691,0.00856377,0.142941,-0.0115852
113,-2.90401e-17,10.5513,1.57691,0.00851679,0.142911,-0.0115483
114,-2.90401e-17,10.5513,1.57691,0.00847588,0.142826,-0.0115409
115,-2.90401e-17,10.5513,1.57691,0.00846135,0.142703,-0.0115564
116,-2.90401e-17,10.5513,1.57691,0.00848117,0.142551,-0.0115808
117,-2.90401e-17,10.5513,1.57691,0.00851168,0.142368,-0.0116107
118,-2.90401e-17,10.5513,1.57691,0.00856111,0.142222,-0.0116589
119,-2.90401e-17,10.5513,1.57691,0.00859769,0.142044,-0.0117197
120,-2.90401e-17,10.5513,1.57691,0.00864011,0.141859,-0.0117811
121,-2.90401e-17,10.5513,1.57691,0.00868014,0.141685,-0.0118468
122,-2.90401e-17,10.5513,1.57691,0.00870849,0.141524,-0.0119273
123,-2.90401e-17,10.5513,1.57691,0.0087459,0.141355,-0.0120278
124,-2.90401e-17,10.5513,1.57691,0.00875588,0.141195,-0.0121226
125,-2.90401e-17,10.5513,1.57691,0.00876915,0.141052,-0.0122251
126,-2.90401e-17,10.5513,1.57691,0.00879666,0.140927,-0.0123041
127,-2.90401e-17,10.5513,1.57691,0.00882801,0.140812,-0.0123595
128,-2.90401e-17,10.5513,1.57691,0.00884541,0.140705,-0.0124051
129,-2.90401e-17,10.5513,1.57691,0.0088393,0.140643,-0.0124466
130,-2.90401e-17,10.5513,1.57691,0.00885349,0.140616,-0.012506
131,-2.90401e-17,10.5513,1.57691,0.00883878,0.140581,-0.0125575
132,-2.90401e-17,10.5513,1.57691,0.00881076,0.14052,-0.0125962
133,-2.90401e-17,10.5513,1.57691,0.00877437,0.140484,-0.0126227
134,-2.90401e-17,10.5513,1.57691,0.00872811,0.140505,-0.0126427
135,-2.90401e-17,10.5513,1.57691,0.00866971,0.140507,-0.0126681
136,-2.90401e-17,10.5513,1.57691,0.00860692,0.140533,-0.0127044
137,-2.90401e-17,10.5513,1.57691,0.00855869,0.140556,-0.0127198
138,-2.90401e-17,10.5513,1.57691,0.00851392,0.140579,-0.0126947
139,-2.90401e-17,10.5513,1.57691,0.00847676,0.140588,-0.0126405
140,-2.90401e-17,10.5513,1.57691,0.00845111,0.140584,-0.0125724
141,-2.90401e-17,10.5513,1.57691,0.00842174,0.140628,-0.012477
142,-2.90401e-17,10.5513,1.57691,0.00837204,0.140712,-0.0123498
143,-2.90401e-17,10.5513,1.57691,0.00832963,0.140781,-0.0122078
144,-2.90401e-17,10.5513,1.57691,0.0083086,0.140783,-0.0120706
145,-2.90401e-17,10.5513,1.57691,0.00831233,0.140723,-0.01194
146,-2.90401e-17,10.5513,1.57691,0.00833661,0.140628,-0.0118153
147,-2.90401e-17,10.5513,1.57691,0.00837311,0.140496,-0.011711
148,-2.90401e-17,10.5513,1.57691,0.00842175,0.140362,-0.0116265
149,-2.90401e-17,10.5513,1.57691,0.00846149,0.140256,-0.0115663
150,-2.90401e-17,10.5513,1.57691,0.00851039,0.140143,-0.0115185
151,-2.90401e-17,10.5513,1.57691,0.00855679,0.140038,-0.0114862
152,-2.90401e-17,10.5513,1.57691,0.00858672,0.139963,-0.0114684
153,-2.90401e-17,10.5513,1.57691,0.00861641,0.139908,-0.0114376
154,-2.90401e-17,10.5513,1.57691,0.00865966,0.139802,-0.0114193
155,-2.90401e-17,10.5513,1.57691,0.00868171,0.13971,-0.0114278
156,-2.90401e-17,10.5513,1.57691,0.00868638,0.139639,-0.0114405
157,-2.90401e-17,10.5513,1.57691,0.00868802,0.139579,-0.0114561
158,-2.90401e-17,10.5513,1.57691,0.00870027,0.139527,-0.0114811
159,-2.90401e-17,10.5513,1.57691,0.00872373,0.13952,-0.0115149
160,-2.90401e-17,10.5513,1.57691,0.00874863,0.139557,-0.0115523
161,-2.90401e-17,10.5513,1.57691,0.00879839,0.139603,-0.0115786
162,-2.90401e-17,10.5513,1.57691,0.0088416,0.139643,-0.0115986
163,-2.90401e-17,10.5513,1.57691,0.00887695,0.139696,-0.0116062
164,-2.90401e-17,10.5513,1.57691,0.00890918,0.139773,-0.0115967
165,-2.90401e-17,10.5513,1.57691,0.00891989,0.139838,-0.011581
166,-2.90401e-17,10.5513,1.57691,0.00898406,0.139943,-0.0115791
167,-2.90401e-17,10.5513,1.57691,0.00902363,0.140024,-0.0115673
168,-2.90401e-17,10.5513,1.57691,0.00904049,0.140096,-0.0115828
169,-2.90401e-17,10.5513,1.57691,0.00903646,0.140157,-0.0116176
170,-2.90401e-17,10.5513,1.57691,0.00901247,0.140204,-0.0116529
171,-2.90401e-17,10.5513,1.57691,0.00896838,0.140245,-0.011699
172,-2.90401e-17,10.5513,1.57691,0.00895276,0.14028,-0.0117523
173,-2.90401e-17,10.5513,1.57691,0.00890149,0.140301,-0.0118118
174,-2.90401e-17,10.5513,1.57691,0.00885424,0.140334,-0.0118573
175,-2.90401e-17,10.5513,1.57691,0.00881522,0.140366,-0.011888
176,-2.90401e-17,10.5513,1.57691,0.00877372,0.140377,-0.0119175
177,-2.90401e-17,10.5513,1.57691,0.00872949,0.140382,-0.0119695
178,-2.90401e-17,10.5513,1.57691,0.00870948,0.140357,-0.011993
179,-2.90401e-17,10.5513,1.57691,0.00869707,0.140318,-0.0120215
180,-2.90401e-17,10.5513,1.57691,0.00868663,0.140269,-0.012048
181,-2.90401e-17,10.5513,1.57691,0.00867501,0.140216,-0.0120734
182,-2.90401e-17,10.5513,1.57691,0.00866706,0.140161,-0.0121036
183,-2.90401e-17,10.5513,1.57691,0.00868258,0.140081,-0.0121471
184,-2.90401e-17,10.5513,1.57691,0.00868356,0.139976,-0.0121527
185,-2.90401e-17,10.5513,1.57691,0.00868153,0.139873,-0.0121791
186,-2.90401e-17,10.5513,1.57691,0.00867259,0.139806,-0.0121959
187,-2.90401e-17,10.5513,1.57691,0.00865212,0.139775,-0.0121941
188,-2.90401e-17,10.5513,1.57691,0.00862019,0.139769,-0.0121791
189,-2.90401e-17,10.5513,1.57691,0.00858778,0.139777,-0.0121589
190,-2.90401e-17,10.5513,1.57691,0.00855194,0.139851,-0.0121373
191,-2.90401e-17,10.5513,1.57691,0.00850784,0.139918,-0.0121154
192,-2.90401e-17,10.5513,1.57691,0.00847112,0.140011,-0.0120927
193,-2.90401e-17,10.5513,1.57691,0.00843739,0.140115,-0.0120566
194,-2.90401e-17,10.5513,1.57691,0.00840028,0.140211,-0.0119991
195,-2.90401e-17,10.5513,1.57691,0.00837303,0.140321,-0.0119362
196,-2.90401e-17,10.5513,1.57691,0.0083581,0.140387,-0.0118872
197,-2.90401e-17,10.5513,1.57691,0.00833772,0.140458,-0.0118233
198,-2.90401e-17,10.5513,1.57691,0.00831217,0.14056,-0.0117583
199,-2.90401e-17,10.5513,1.57691,0.00828804,0.140662,-0.011694
200,-2.90401e-17,10.5513,1.57691,0.00826808,0.140716,-0.0116277
201,-2.90401e-17,10.5513,1.57691,0.00823946,0.14072,-0.0115625
202,-2.90401e-17,10.5513,1.57691,0.00821568,0.140582,-0.0115596
203,-2.90401e-17,10.5513,1.57691,0.00818527,0.140339,-0.0115764
204,-2.90401e-17,10.5513,1.57691,0.00815718,0.140027,-0.0116145
205,-2.90401e-17,10.5513,1.57691,0.00813296,0.139698,-0.0116527
206,-2.90401e-17,10.5513,1.57691,0.00811025,0.139383,-0.0116752
207,-2.90401e-17,10.5513,1.57691,0.00808727,0.13906,-0.0117056
208,-2.90401e-17,10.5513,1.57691,0.00807298,0.138864,-0.0117226
209,-2.90401e-17,10.5513,1.57691,0.00807104,0.138665,-0.0117309
210,-2.90401e-17,10.5513,1.57691,0.0080705,0.138498,-0.0117343
211,-2.90401e-17,10.5513,1.57691,0.00808078,0.138351,-0.011748
212,-2.90401e-17,10.5513,1.57691,0.00810512,0.138208,-0.0117802
213,-2.90401e-17,10.5513,1.57691,0.00810869,0.13809,-0.0118108
214,-2.90401e-17,10.5513,1.57691,0.00814502,0.138021,-0.0118402
215,-2.90401e-17,10.5513,1.57691,0.00816033,0.137939,-0.0118735
216,-2.90401e-17,10.5513,1.57691,0.00818301,0.137903,-0.01189
217,-2.90401e-17,10.5513,1.57691,0.00821196,0.137892,-0.0118984
218,-2.90401e-17,10.5513,1.57691,0.00823685,0.137876,-0.0119115
219,-2.90401e-17,10.5513,1.57691,0.0082628,0.137905,-0.0119168
220,-2.90401e-17,10.5513,1.57691,0.00829003,0.137949,-0.0119428
221,-2.90401e-17,10.5513,1.57691,0.00832349,0.138033,-0.0119687
222,-2.90401e-17,10.5513,1.57691,0.0083418,0.138132,-0.01199
223,-2.90401e-17,10.5513,1.57691,0.00835618,0.138241,-0.0120205
224,-2.90401e-17,10.5513,1.57691,0.00838638,0.138356,-0.0120657
225,-2.90401e-17,10.5513,1.57691,0.00843238,0.138447,-0.0120907
226,-2.90401e-17,10.5513,1.57691,0.0084507,0.138526,-0.0121276
227,-2.90401e-17,10.5513,1.57691,0.00848209,0.138583,-0.0121577
228,-2.90401e-17,10.5513,1.57691,0.0085222,0.13862,-0.0121638
229,-2.90401e-17,10.5513,1.57691,0.00855969,0.13867,-0.0121529
230,-2.90401e-17,10.5513,1.57691,0.00858241,0.138762,-0.0121416
231,-2.90401e-17,10.5513,1.57691,0.0085836,0.138884,-0.0121388
232,-2.90401e-17,10.5513,1.57691,0.00855122,0.139007,-0.0121639
233,-2.90401e-17,10.5513,1.57691,0.00852167,0.139078,-0.0121903
234,-2.90401e-17,10.5513,1.57691,0.00848403,0.139134,-0.012215
235,-2.90401e-17,10.5513,1.57691,0.00843265,0.139205,-0.0122344
236,-2.90401e-17,10.5513,1.57691,0.00837438,0.139304,-0.0122432
237,-2.90401e-17,10.5513,1.57691,0.00833698,0.139414,-0.0122337
238,-2.90401e-17,10.5513,1.57691,0.0082998,0.139461,-0.0122226
239,-2.90401e-17,10.5513,1.57691,0.0082717,0.13952,-0.0122111
240,-2.90401e-17,10.5513,1.57691,0.00826269,0.139532,-0.0121923
241,-2.90401e-17,10.5513,1.57691,0.00826845,0.13952,-0.0121661
242,-2.90401e-17,10.5513,1.57691,0.00827403,0.139524,-0.0121366
243,-2.90401e-17,10.5513,1.57691,0.00825744,0.139515,-0.0121103
244,-2.90401e-17,10.5513,1.57691,0.00824226,0.139523,-0.0121495
245,-2.90401e-17,10.5513,1.57691,0.00821773,0.139542,-0.012204
246,-2.90401e-17,10.5513,1.57691,0.00820015,0.139558,-0.0122686
247,-2.90401e-17,10.5513,1.57691,0.0082003,0.139549,-0.0123233
248,-2.90401e-17,10.5513,1.57691,0.00821783,0.139521,-0.0123479
249,-2.90401e-17,10.5513,1.57691,0.0082349,0.139561,-0.0123386
250,-2.90401e-17,10.5513,1.57691,0.00826204,0.139571,-0.0123358
251,-2.90401e-17,10.5513,1.57691,0.00825764,0.139577,-0.0123738
252,-2.90401e-17,10.5513,1.57691,0.00826356,0.139606,-0.0124212
253,-2.90401e-17,10.5513,1.57691,0.0082811,0.139647,-0.0124579
254,-2.90401e-17,10.5513,1.57691,0.00829055,0.139681,-0.01248
255,-2.90401e-17,10.5513,1.57691,0.00827476,0.139703,-0.0125059
256,-2.90401e-17,10.5513,1.57691,0.00828269,0.139768,-0.012535
257,-2.90401e-17,10.5513,1.57691,0.00825878,0.139818,-0.0125471
258,-2.90401e-17,10.5513,1.57691,0.00825834,0.139903,-0.0125488
259,-2.90401e-17,10.5513,1.57691,0.00828361,0.140028,-0.0125367
260,-2.90401e-17,10.5513,1.57691,0.00831172,0.140167,-0.0125127
261,-2.90401e-17,10.5513,1.57691,0.00832847,0.14028,-0.0125005
262,-2.90401e-17,10.5513,1.57691,0.00832167,0.140334,-0.0125178
263,-2.90401e-17,10.5513,1.57691,0.00831304,0.140378,-0.0125479
264,-2.90401e-17,10.5513,1.57691,0.00831888,0.140407,-0.0125758
265,-2.90401e-17,10.5513,1.57691,0.00833534,0.140433,-0.0125983
266,-2.90401e-17,10.5513,1.57691,0.008353,0.140476,-0.0126161
267,-2.90401e-17,10.5513,1.57691,0.00837401,0.140563,-0.0126258
268,-2.90401e-17,10.5513,1.57691,0.00838966,0.140549,-0.0126485
269,-2.90401e-17,10.5513,1.57691,0.00841255,0.140438,-0.0126997
270,-2.90401e-17,10.5513,1.57691,0.00844148,0.14029,-0.012767
271,-2.90401e-17,10.5513,1.57691,0.00847039,0.140145,-0.0128466
272,-2.90401e-17,10.5513,1.57691,0.00849895,0.140013,-0.0129369
273,-2.90401e-17,10.5513,1.57691,0.00854494,0.139869,-0.0130294
274,-2.90401e-17,10.5513,1.57691,0.0085749,0.139661,-0.0131633
275,-2.90401e-17,10.5513,1.57691,0.00863317,0.13938,-0.0133092
276,-2.90401e-17,10.5513,1.57691,0.00871239,0.139036,-0.0134874
277,-2.90401e-17,10.5513,1.57691,0.0087954,0.138656,-0.013689
278,-2.90401e-17,10.5513,1.57691,0.00886701,0.138269,-0.0138913
279,-2.90401e-17,10.5513,1.57691,0.00892676,0.137896,-0.0140754
280,-2.90401e-17,10.5513,1.57691,0.00896596,0.137503,-0.0142816
281,-2.90401e-17,10.5513,1.57691,0.00895334,0.137224,-0.0145132
282,-2.90401e-17,10.5513,1.57691,0.00893061,0.136917,-0.0147918
283,-2.90401e-17,10.5513,1.57691,0.00890772,0.136558,-0.0151334
284,-2.90401e-17,10.5513,1.57691,0.00888386,0.136166,-0.0155391
285,-2.90401e-17,10.5513,1.57691,0.00887345,0.135706,-0.0159847
286,-2.90401e-17,10.5513,1.57691,0.00885451,0.135155,-0.0164461
287,-2.90401e-17,10.5513,1.57691,0.00883654,0.134424,-0.0169172
288,-2.90401e-17,10.5513,1.57691,0.00882596,0.133558,-0.0173789
289,-2.90401e-17,10.5513,1.57691,0.00881362,0.132668,-0.0178198
290,-2.90401e-17,10.5513,1.57691,0.00879609,0.131825,-0.0182181
291,-2.90401e-17,10.5513,1.57691,0.00880093,0.130959,-0.0185177
292,-2.90401e-17,10.5513,1.57691,0.00879421,0.130156,-0.0187694
293,-2.90401e-17,10.5513,1.57691,0.00877808,0.129226,-0.0190823
294,-2.90401e-17,10.5513,1.57691,0.00876701,0.12813,-0.0194849
295,-2.90401e-17,10.5513,1.57691,0.00874835,0.126937,-0.0199616
296,-2.90401e-17,10.5513,1.57691,0.00871523,0.125702,-0.0204869
297,-2.90401e-17,10.5513,1.57691,0.00870561,0.12433,-0.021065
298,-2.90401e-17,10.5513,1.57691,0.00872916,0.122998,-0.0217411
299,-2.90401e-17,10.5513,1.57691,0.00872071,0.121663,-0.0225059
300,-2.90401e-17,10.5513,1.57691,0.00874224,0.120133,-0.0234149
301,-2.90401e-17,10.5513,1.57691,0.00877977,0.118367,-0.0245206
302,-2.90401e-17,10.5513,1.57691,0.00881039,0.116371,-0.0258612
303,-2.90401e-17,10.5513,1.57691,0.00888299,0.114068,-0.0274517
304,-2.90401e-17,10.5513,1.57691,0.00899225,0.111667,-0.0292144
305,-2.90401e-17,10.5513,1.57691,0.0091094,0.109207,-0.0310807
306,-2.90401e-17,10.5513,1.57691,0.00922914,0.106667,-0.0330634
307,-2.90401e-17,10.5513,1.57691,0.00931933,0.104052,-0.035157
308,-2.90401e-17,10.5513,1.57691,0.00934945,0.101382,-0.0373438
309,-2.90401e-17,10.5513,1.57691,0.00932316,0.0986807,-0.0396019
310,-2.90401e-17,10.5513,1.57691,0.00922083,0.0958864,-0.0419828
311,-2.90401e-17,10.5513,1.57691,0.00909277,0.0928981,-0.0444179
312,-2.90401e-17,10.5513,1.57691,0.00894873,0.0898401,-0.0467994
313,-2.90401e-17,10.5513,1.57691,0.00883113,0.0868248,-0.0490245
314,-2.90401e-17,10.5513,1.57691,0.00881564,0.0839007,-0.0510211
315,-2.90401e-17,10.5513,1.57691,0.00901583,0.0809971,-0.0527737
316,-2.90401e-17,10.5513,1.57691,0.0094251,0.077891,-0.0543902
317,-2.90401e-17,10.5513,1.57691,0.00986831,0.0745585,-0.0560296
318,-2.90401e-17,10.5513,1.57691,0.010337,0.0708606,-0.0577607
319,-2.90401e-17,10.5513,1.57691,0.010802,0.0667204,-0.0596392
320,-2.90401e-17,10.5513,1.57691,0.0112486,0.0620958,-0.0617115
321,-2.90401e-17,10.5513,1.57691,0.0117197,0.05694,-0.0640225
322,-2.90401e-17,10.5513,1.57691,0.0122567,0.0513599,-0.0665832
323,-2.90401e-17,10.5513,1.57691,0.0126969,0.0460152,-0.069205
324,-2.90401e-17,10.5513,1.57691,0.0131914,0.0405842,-0.0718696
325,-2.90401e-17,10.5513,1.57691,0.0136813,0.0351245,-0.0745114
326,-2.90401e-17,10.5513,1.57691,0.0140692,0.0298201,-0.0770925
327,-2.90401e-17,10.5513,1.57691,0.0144239,0.0246745,-0.0796929
328,-2.90401e-17,10.5513,1.57691,0.0148252,0.0194595,-0.0823463
329,-2.90401e-17,10.5513,1.57691,0.0151256,0.014778,-0.0850393
330,-2.90401e-17,10.5513,1.57691,0.0154922,0.0102941,-0.0877491
331,-2.90401e-17,10.5513,1.57691,0.0158648,0.0061511,-0.0904093
332,-2.90401e-17,10.5513,1.57691,0.0161757,0.00253718,-0.0929604
333,-2.90401e-17,10.5513,1.57691,0.0166148,-0.000834504,-0.0954069
334,-2.90401e-17,10.5513,1.57691,0.0171791,-0.0034988,-0.0973258
335,-2.90401e-17,10.5513,1.57691,0.0178043,-0.00569561,-0.0987461
336,-2.90401e-17,10.5513,1.57691,0.0184475,-0.00735284,-0.099563
337,-2.90401e-17,10.5513,1.57691,0.0189658,-0.00853278,-0.100024
338,-2.90401e-17,10.5513,1.57691,0.0192063,-0.00941957,-0.10046
339,-2.90401e-17,10.5513,1.57691,0.0191048,-0.0103058,-0.10098
340,-2.90401e-17,10.5513,1.57691,0.0185624,-0.0107272,-0.101204
341,-2.90401e-17,10.5513,1.57691,0.017808,-0.0109907,-0.10122
342,-2.90401e-17,10.5513,1.57691,0.0167215,-0.0107764,-0.10099
343,-2.90401e-17,10.5513,1.57691,0.0153454,-0.0099317,-0.100515
344,-2.90401e-17,10.5513,1.57691,0.0137969,-0.00850376,-0.0998285
345,-2.90401e-17,10.5513,1.57691,0.0121606,-0.00676739,-0.0990054
346,-2.90401e-17,10.5513,1.57691,0.0102923,-0.00459419,-0.0979292
347,-2.90401e-17,10.5513,1.57691,0.00835236,-0.00214468,-0.0967059
348,-2.90401e-17,10.5513,1.57691,0.00644046,0.000156726,-0.0953693
349,-2.90401e-17,10.5513,1.57691,0.00457206,0.00198299,-0.0939922
350,-2.90401e-17,10.5513,1.57691,0.00276378,0.00349906,-0.0925941
351,-2.90401e-17,10.5513,1.57691,0.0011365,0.00583816,-0.0910305
352,-2.90401e-17,10.5513,1.57691,-0.000455027,0.00929237,-0.0894091
