"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.950795333E0,-2.517246176E-4,-1.056702924E-3,1.996143954E-3,2.272570579E-3
2.960752333E0,-1.932926010E-3,1.214422518E-3,1.063905656E-4,2.285244837E-3
2.970708333E0,-1.635218505E-4,-2.573924139E-3,-9.410306811E-4,2.745425944E-3
2.980665333E0,-1.230178401E-3,1.124778180E-3,1.905794954E-3,2.531900326E-3
2.990621333E0,-6.717583165E-5,1.649748883E-4,-1.289199106E-3,1.301446750E-3
3.000578333E0,1.940807444E-3,-1.442474895E-3,-1.908964477E-4,2.425676980E-3
3.010535333E0,-1.099723624E-3,-7.138340734E-4,-1.538189594E-3,2.021132940E-3
3.020491333E0,2.372689079E-3,1.288670464E-4,-1.314298250E-3,2.715444728E-3
3.030448333E0,7.883744547E-4,-4.154830822E-4,-1.680618152E-5,8.913152754E-4
3.040404333E0,-2.597122919E-3,1.072123763E-3,-4.777009599E-4,2.850034215E-3
3.050361333E0,1.484437846E-3,-1.534629846E-4,-2.286951058E-4,1.509770862E-3
3.060318333E0,5.025218707E-4,1.338819973E-3,-4.795091227E-4,1.508275886E-3
3.070274333E0,1.558731543E-3,1.350804232E-3,-1.317605842E-3,2.447529622E-3
3.080231333E0,-1.031455351E-3,2.684960607E-3,1.525839325E-4,2.880311695E-3
3.090187333E0,1.528641442E-3,3.033302026E-3,1.760067884E-3,3.825637828E-3
3.100144333E0,3.691787599E-3,1.753445249E-3,-1.195240766E-4,4.088783672E-3
3.110101333E0,3.203630215E-3,3.835771000E-3,6.514608394E-4,5.039919339E-3
3.120057333E0,3.031337634E-3,2.741157543E-3,-1.783253159E-3,4.459029531E-3
3.130014333E0,9.866477922E-5,-1.861850033E-3,7.821701001E-4,2.021882872E-3
3.139970333E0,4.092466552E-4,1.463721157E-3,7.606798317E-4,1.699587084E-3
3.149927333E0,8.156449767E-4,1.081721275E-4,-1.051137224E-4,8.294738283E-4
3.159884333E0,1.731049968E-3,-1.497797901E-3,-2.816471271E-3,3.629386031E-3
3.169840333E0,2.453565598E-3,-3.749766853E-3,-1.264126040E-4,4.482936062E-3
3.179797333E0,-1.839431934E-5,-3.908984363E-4,3.157944884E-4,5.028579296E-4
3.189753333E0,-2.466904698E-3,2.104483545E-3,-3.302884288E-4,3.259380344E-3
3.199710333E0,3.603472142E-4,8.388559218E-4,6.462712772E-4,1.118568700E-3
3.209667333E0,1.138522872E-3,2.037811093E-3,-1.478931401E-3,2.763357825E-3
3.219623333E0,4.820466274E-4,1.779276179E-3,1.174699515E-3,2.185889207E-3
3.229580333E0,-1.930510858E-3,2.025085967E-3,2.244491130E-3,3.586862944E-3
3.239536333E0,-1.774335746E-3,2.288013930E-4,-1.073167659E-4,1.792242814E-3
3.249493333E0,1.342095551E-3,1.184343593E-3,-1.118518878E-3,2.110681097E-3
3.259450333E0,-1.308736857E-3,1.910473569E-3,8.653018158E-4,2.472134432E-3
3.269406333E0,1.301690936E-4,-1.668814919E-3,1.201494597E-4,1.678190430E-3
3.279363333E0,2.131492598E-3,-3.701716778E-4,1.054522581E-4,2.165965823E-3
3.289319333E0,-5.148905329E-4,1.796043478E-3,4.370156676E-4,1.918819202E-3
3.299276333E0,-2.741429256E-3,-5.957480753E-4,-5.602124147E-4,2.860802000E-3
3.309233333E0,2.350002062E-3,1.569934539E-3,1.239285339E-3,3.085941071E-3
3.319189333E0,-9.532535914E-4,-6.989463000E-4,5.983621813E-4,1.324860611E-3
3.329146333E0,-2.107734093E-3,4.901551292E-4,1.833802555E-3,2.836481424E-3
3.339103333E0,1.631703111E-3,-1.220410690E-3,3.689753357E-4,2.070748679E-3
3.349059333E0,-1.556366915E-3,-4.662036081E-4,-7.257657126E-5,1.626312128E-3
3.359016333E0,1.690205885E-3,-2.629759023E-3,6.768961903E-4,3.198533555E-3
3.368972333E0,-1.607053680E-3,-1.381801907E-3,4.907413386E-4,2.175505712E-3
3.378929333E0,-3.106106538E-3,-9.111480904E-4,-1.228321344E-5,3.237010897E-3
3.388886333E0,2.075606026E-3,-2.115356619E-4,-1.306313090E-3,2.461572993E-3
3.398842333E0,1.748264651E-3,4.406828433E-3,-6.638253108E-4,4.787194395E-3
3.408799333E0,-1.353891566E-4,1.567366067E-3,-9.497441351E-5,1.576066862E-3
3.418755333E0,3.900644369E-4,-2.577923238E-3,-5.510733463E-4,2.664867787E-3
3.428712333E0,-1.404107083E-3,8.703377680E-4,7.288418710E-4,1.805606547E-3
3.438669333E0,1.310685417E-3,-1.924899057E-3,-1.761647873E-4,2.335415739E-3
3.448625333E0,-1.499215839E-3,-1.294528949E-3,-7.656263188E-5,1.982250027E-3
3.458582333E0,1.975405496E-3,-5.681039765E-3,-1.330567989E-3,6.160101530E-3
3.468538333E0,1.919212751E-3,-8.217168041E-3,-2.289572265E-3,8.743418630E-3
3.478495333E0,2.461826894E-3,-5.694603082E-3,-7.584621198E-4,6.250148855E-3
3.488452333E0,1.988583244E-3,-9.040332399E-3,-3.461570479E-3,9.882537295E-3
3.498408333E0,2.657974139E-3,-7.664855570E-3,-2.778237686E-3,8.575164259E-3
3.508365333E0,3.518973943E-3,-8.906421252E-3,-5.302648060E-3,1.094648773E-2
3.518321333E0,2.249099314E-3,-6.109036505E-3,-3.456261940E-3,7.370517034E-3
3.528278333E0,7.289669011E-4,-1.212549047E-3,-1.754235476E-3,2.253665911E-3
3.538235333E0,4.285505507E-3,-5.576606374E-3,-1.362784300E-3,7.163887014E-3
3.548191333E0,5.008872831E-4,-4.170191009E-3,-1.975844149E-3,4.641695942E-3
3.558148333E0,-4.746660125E-3,5.385413766E-3,6.482468452E-4,7.207890658E-3
3.568104333E0,-4.997530021E-3,1.290138718E-2,2.105262363E-3,1.399475713E-2
3.578061333E0,-1.257466618E-2,2.166941389E-2,2.301310189E-3,2.515912869E-2
3.588018333E0,-2.467660233E-2,3.392315283E-2,-8.651884273E-4,4.195787831E-2
3.597974333E0,-3.835971281E-2,5.714695528E-2,-1.174849272E-2,6.982312759E-2
3.607931333E0,-6.083999202E-2,6.781158596E-2,-5.145169795E-2,1.046288347E-1
3.617887333E0,-9.333816171E-2,9.475341439E-2,-1.142129377E-1,1.753134824E-1
3.627844333E0,-1.220185459E-1,1.387895793E-1,-1.832410097E-1,2.602466916E-1
3.637801333E0,-1.249754578E-1,1.133243516E-1,-2.391660511E-1,2.926801560E-1
3.647757333E0,-1.198893562E-1,7.898554951E-2,-2.540501952E-1,2.918110287E-1
3.657714208E0,-1.209271774E-1,4.513579607E-2,-2.306439430E-1,2.643052227E-1
3.667670208E0,-1.616098881E-1,6.828691810E-2,-1.931474358E-1,2.609344574E-1
3.677627208E0,-2.277552336E-1,1.979391575E-1,-1.552052349E-1,3.393243602E-1
3.687584208E0,-3.607710898E-1,3.100933731E-1,-1.976030320E-1,5.151316701E-1
3.697540208E0,-5.870178938E-1,3.733604550E-1,-3.097555339E-1,7.615356379E-1
3.707497208E0,-8.622875810E-1,3.175696433E-1,-4.077414870E-1,1.005307650E0
3.717454208E0,-1.221446514E0,1.822315007E-1,-4.875442386E-1,1.327719583E0
3.727410208E0,-1.503339291E0,1.400462240E-1,-5.115132332E-1,1.594141699E0
3.737367208E0,-1.650866747E0,2.012809664E-1,-4.806906879E-1,1.731166826E0
3.747323208E0,-1.698947549E0,2.078057081E-1,-3.718664646E-1,1.751539510E0
3.757280208E0,-1.643859267E0,2.259421647E-1,-1.576626003E-1,1.666787523E0
3.767237208E0,-1.575018644E0,2.531407773E-1,1.302935481E-1,1.600543780E0
3.777193208E0,-1.635466099E0,7.541046292E-2,4.681001008E-1,1.702807623E0
3.787150208E0,-1.853767514E0,-4.288228750E-1,1.015919209E0,2.156950369E0
3.797106208E0,-1.848350644E0,-5.296959281E-1,1.562189460E0,2.477380429E0
3.807063208E0,-1.793532372E0,-1.952562034E-1,1.794233918E0,2.544436815E0
3.817020208E0,-1.784033537E0,4.243946970E-1,1.620170116E0,2.447005870E0
3.826976208E0,-1.726201177E0,9.986057878E-1,1.508813500E0,2.500700342E0
3.836933208E0,-1.758527040E0,1.294183373E0,1.285646319E0,2.533814203E0
3.846889208E0,-1.745498300E0,1.254893184E0,1.052696705E0,2.393677415E0
3.856846208E0,-1.664522052E0,9.392766356E-1,9.274265170E-1,2.124380899E0
3.866803208E0,-1.505611539E0,5.726858974E-1,8.668723702E-1,1.829290286E0
3.876759208E0,-1.256777167E0,2.318368703E-1,8.046582341E-1,1.510202654E0
3.886716208E0,-9.491195083E-1,7.426560670E-2,6.986591220E-1,1.180875857E0
3.896672208E0,-5.843478441E-1,8.598158509E-2,5.055248737E-1,7.774385081E-1
3.906629208E0,-2.052274197E-1,2.156437039E-1,2.969444990E-1,4.204718021E-1
3.916586208E0,-8.077116609E-1,-6.056124568E-1,-6.995378435E-2,1.011957562E0
3.926542208E0,-1.296134830E0,-2.067294359E0,-8.381099999E-2,2.441453614E0
3.936499208E0,-1.413225412E0,-2.908310413E0,7.438908517E-2,3.234348352E0
3.946455208E0,-1.407122850E0,-4.262876987E0,1.647080630E-1,4.492131306E0
3.956412208E0,-8.643301129E-1,-3.957424402E0,4.098815843E-2,4.050920201E0
3.966369208E0,-4.304641858E-2,4.904110134E-1,2.015195191E-1,5.319455543E-1
3.976325208E0,-4.385989904E-1,1.182687044E0,3.057306707E-1,1.297917163E0
3.986282208E0,-7.604351044E-1,1.311695129E-1,5.616620779E-1,9.544271993E-1
3.996238208E0,-1.183197498E0,-7.991580367E-1,5.913094878E-1,1.545398589E0
4.006195208E0,-1.384534240E0,-5.538049936E-1,6.658854485E-1,1.633106997E0
4.016152208E0,-1.445055604E0,1.698542386E-1,6.178264618E-1,1.580742135E0
4.026108208E0,-1.497706056E0,1.796823591E-1,4.842766523E-1,1.584276824E0
4.036065208E0,-1.389266610E0,-4.049082473E-2,3.068516254E-1,1.423326786E0
4.046021208E0,-1.252872467E0,-3.451684117E-1,1.209105030E-1,1.305162825E0
4.055978208E0,-1.125784874E0,-4.042394161E-1,-6.608317047E-2,1.197985006E0
4.065935208E0,-9.539926648E-1,-1.669235379E-1,-2.388837039E-1,9.975123538E-1
4.075891208E0,-7.882987261E-1,2.161062323E-2,-3.720012307E-1,8.719328049E-1
4.085848208E0,-6.830753684E-1,3.497048616E-1,-3.773059547E-1,8.551287813E-1
4.095804208E0,-5.818893909E-1,6.184618473E-1,-3.550525606E-1,9.204089529E-1
4.105761208E0,-2.738490105E-1,7.620712519E-1,-3.469378948E-1,8.809720633E-1
4.115718208E0,4.391459376E-2,7.764347196E-1,-3.934094012E-1,8.715218427E-1
4.125674208E0,-1.828353107E-2,6.840432882E-1,-3.422141075E-1,7.650882322E-1
4.135631208E0,-7.773653865E-1,-3.912476897E-1,-9.004807472E-2,8.749173416E-1
4.145588208E0,-1.278167725E0,-5.838027596E-1,1.162321270E-1,1.409981667E0
4.155544208E0,-1.325355411E0,2.442546636E-1,2.468831688E-1,1.370101677E0
4.165501208E0,-1.113780618E0,5.874807239E-1,2.455830127E-1,1.282946562E0
4.175457208E0,-7.724010944E-1,9.166615605E-1,1.648064703E-1,1.209972330E0
4.185414208E0,-6.107006073E-1,5.105249882E-1,7.247813791E-2,7.992772209E-1
4.195371208E0,-6.623174548E-1,-2.704399824E-1,-4.034583271E-2,7.165402859E-1
4.205327208E0,-6.060932875E-1,-5.052234530E-1,-7.853475958E-2,7.929486232E-1
4.215284208E0,-4.183465838E-1,-4.366179407E-1,-5.865772441E-2,6.075276281E-1
4.225240208E0,-3.058850169E-1,-2.102636248E-1,-7.643537968E-2,3.789707149E-1
4.235197208E0,-3.096514344E-1,-8.983324468E-2,-1.280950606E-1,3.469327993E-1
4.245153208E0,-3.213496208E-1,3.041033819E-2,-1.684667170E-1,3.641035597E-1
4.255110208E0,-3.192408085E-1,6.622679532E-2,-1.749031693E-1,3.699889199E-1
4.265067208E0,-3.447232544E-1,-9.934965521E-2,-1.310984343E-1,3.819571646E-1
4.275023208E0,-3.477280140E-1,-4.921669886E-2,-5.915281922E-2,3.561405778E-1
4.284980208E0,-2.346531451E-1,-5.092378333E-2,1.974040084E-2,2.409253279E-1
4.294937208E0,-1.424860358E-1,-3.762110770E-1,2.041999251E-2,4.028076724E-1
4.304893208E0,-1.933002174E-1,-8.014148474E-1,-2.743914165E-2,8.248537071E-1
4.314850208E0,-3.092650771E-1,-7.552871704E-1,-4.924504086E-2,8.176360265E-1
4.324806208E0,-1.627307832E-1,-7.860624194E-1,-2.221848257E-2,8.030374188E-1
4.334763208E0,1.972750872E-1,-8.696332574E-1,-3.155314550E-2,8.922864245E-1
4.344720208E0,5.078076720E-1,-1.189554334E0,-1.063315123E-1,1.297772914E0
4.354676208E0,7.472344041E-1,-1.406241059E0,-2.096687406E-1,1.606186213E0
4.364633208E0,9.496285319E-1,-1.612504959E0,-3.105508685E-1,1.896947135E0
4.374589208E0,1.182360291E0,-1.758434415E0,-4.504528344E-1,2.166327585E0
4.384546208E0,1.559030056E0,-1.541365743E0,-4.775294662E-1,2.243750757E0
4.394503208E0,1.917127490E0,-1.029607296E0,-4.233986735E-1,2.216920259E0
4.404459208E0,2.145805836E0,-4.175929129E-1,-3.775970936E-1,2.218433251E0
4.414416208E0,2.226596832E0,3.026334643E-1,-3.343290687E-1,2.271804656E0
4.424372208E0,2.203351736E0,1.214022040E0,-2.644021809E-1,2.529528988E0
4.434329208E0,2.091822386E0,2.007458448E0,-2.298136503E-1,2.908337090E0
4.444286208E0,2.017919779E0,2.458146811E0,-2.476557642E-1,3.189956011E0
4.454242208E0,2.025788069E0,2.528628349E0,-3.087596893E-1,3.254706004E0
4.464199208E0,2.034569502E0,2.140064001E0,-4.002621770E-1,2.979858520E0
4.474155208E0,2.030415773E0,1.532388568E0,-4.843412638E-1,2.589476664E0
4.484112208E0,1.942402601E0,9.883087277E-1,-5.311862230E-1,2.243176500E0
4.494069208E0,1.655835867E0,6.197590232E-1,-5.507538915E-1,1.851816274E0
4.504025208E0,1.225145221E0,4.067873657E-1,-5.739017725E-1,1.412734942E0
4.513982208E0,7.881984115E-1,1.146339849E-1,-5.951641202E-1,9.942927216E-1
4.523939208E0,4.808486104E-1,-2.306983769E-1,-6.728746295E-1,8.586019999E-1
4.533895208E0,3.198887408E-1,-5.391699672E-1,-7.971699834E-1,1.014156320E0
4.543852208E0,2.323711514E-1,-7.710719109E-1,-9.756209254E-1,1.265063016E0
4.553808208E0,1.815037131E-1,-8.273525238E-1,-1.179480314E0,1.452112120E0
4.563765208E0,1.304961890E-1,-6.024560332E-1,-1.404403687E0,1.533731477E0
4.573722208E0,1.067937762E-1,-2.340749055E-1,-1.640005946E0,1.660064901E0
4.583678208E0,2.138256878E-1,1.755066961E-2,-1.736898303E0,1.750098616E0
4.593635208E0,3.727142215E-1,1.491868496E-2,-1.733110189E0,1.772797052E0
4.603591208E0,4.902040958E-1,-2.912159562E-1,-1.768628001E0,1.858265803E0
4.613548208E0,5.956836343E-1,-6.040276289E-1,-1.845524430E0,2.031169316E0
4.623505208E0,6.511517167E-1,-8.529242873E-1,-1.917440891E0,2.197284226E0
4.633461208E0,6.381517649E-1,-1.073673368E0,-1.960861921E0,2.324863792E0
4.643418208E0,5.588675737E-1,-1.244679570E0,-1.927127123E0,2.361224078E0
4.653374208E0,4.055684507E-1,-1.742035627E0,-2.018122435E0,2.696663134E0
4.663331167E0,1.787696630E-1,-2.663612366E0,-2.307089090E0,3.528377743E0
4.673288167E0,-1.483254433E-1,-3.593271732E0,-2.662993193E0,4.474945243E0
4.683244167E0,-4.873628914E-1,-4.224809170E0,-2.910447121E0,5.153371474E0
4.693201167E0,-6.695191264E-1,-3.950854063E0,-2.936503172E0,4.967952754E0
4.703157167E0,-5.880130529E-1,-2.755337238E0,-2.729119062E0,3.922465233E0
4.713114167E0,-2.124971151E-1,-1.186746120E0,-2.381392717E0,2.669185766E0
4.723071167E0,3.839873075E-1,1.809672862E-1,-1.903993845E0,1.950740365E0
4.733027167E0,1.060570121E0,1.207763672E0,-1.463614345E0,2.173860395E0
4.742984167E0,1.734775186E0,2.100460291E0,-1.146161556E0,2.955514285E0
4.752940167E0,2.343730688E0,2.847116232E0,-8.947443366E-1,3.794695219E0
4.762897167E0,2.839729548E0,3.232655764E0,-8.154010773E-1,4.379384215E0
4.772854167E0,3.275173187E0,3.011162519E0,-8.675311208E-1,4.532821348E0
4.782810167E0,3.610929012E0,2.132914305E0,-8.764867783E-1,4.284432382E0
4.792767167E0,3.724874496E0,8.333084583E-1,-7.940511703E-1,3.898667755E0
4.802723167E0,3.632223845E0,-3.383514583E-1,-6.385923624E-1,3.703421657E0
4.812680167E0,3.402508020E0,-8.982535005E-1,-4.998814762E-1,3.554405952E0
4.822637167E0,3.001571894E0,-9.263333082E-1,-4.846761525E-1,3.178433294E0
4.832593167E0,2.583692789E0,-6.176987290E-1,-4.459080696E-1,2.693669273E0
4.842550167E0,2.199578285E0,-1.511624306E-1,-3.275451660E-1,2.228964008E0
4.852506167E0,1.935075521E0,3.968837261E-1,-2.354341745E-1,1.989337381E0
4.862463167E0,1.819702625E0,8.701905608E-1,-1.352649629E-1,2.021594882E0
4.872420167E0,1.821593523E0,1.093606234E0,-3.737047687E-2,2.124988026E0
4.882376167E0,1.961659074E0,1.013479233E0,-8.971624076E-2,2.209817975E0
4.892333167E0,2.288834810E0,8.148537278E-1,-2.660041749E-1,2.444076432E0
4.902289167E0,2.778185844E0,7.137939334E-1,-3.908278942E-1,2.894920518E0
4.912246167E0,3.326013803E0,7.286356091E-1,-4.452127516E-1,3.433874207E0
4.922203167E0,3.737004280E0,8.355820179E-1,-5.018747449E-1,3.862030108E0
4.932159167E0,3.850653410E0,1.017331004E0,-5.270035863E-1,4.017490116E0
4.942116167E0,3.650858402E0,1.228594780E0,-5.422930717E-1,3.890024933E0
4.952072167E0,3.234690428E0,1.747688293E0,-5.906100273E-1,3.723769158E0
4.962029167E0,2.671085358E0,2.578938723E0,-6.410399079E-1,3.767831483E0
4.971986167E0,2.003275633E0,3.334408283E0,-7.158951163E-1,3.955236741E0
4.981942167E0,1.400162816E0,4.148493290E0,-8.493546247E-1,4.460028673E0
4.991899167E0,1.092768908E0,4.903955936E0,-1.046802759E0,5.132126628E0
5.001855167E0,9.365776777E-1,5.057724953E0,-1.089424610E0,5.257813750E0
5.011812167E0,8.927694559E-1,4.883071423E0,-9.459103346E-1,5.053332582E0
5.021769167E0,1.008786321E0,5.014970779E0,-7.692239881E-1,5.172937976E0
5.031725167E0,1.203835726E0,5.152212620E0,-5.765771270E-1,5.322307443E0
5.041682167E0,1.392004848E0,5.129951000E0,-3.276554346E-1,5.325545310E0
5.051638167E0,1.369427919E0,4.485722065E0,-3.193690255E-2,4.690208443E0
5.061595167E0,9.178580046E-1,2.637172222E0,3.849428594E-1,2.818744694E0
5.071552167E0,4.985654950E-1,7.340885997E-1,6.053174138E-1,1.074180058E0
5.081508167E0,4.267799854E-1,-2.981401384E-1,4.860242605E-1,7.122136476E-1
5.091465167E0,4.911950827E-1,-8.839120865E-1,2.819000483E-1,1.049781322E0
5.101422167E0,5.561093688E-1,-9.995326996E-1,1.165805832E-1,1.149745311E0
5.111378167E0,5.504696965E-1,-1.129080057E0,5.931639299E-2,1.257520217E0
5.121335167E0,4.980767667E-1,-1.323285222E0,5.503988639E-2,1.414988916E0
5.131291167E0,3.092587292E-1,-1.382714748E0,1.582223736E-2,1.416965554E0
5.141248167E0,-9.342505783E-2,-1.463422656E0,-7.174969465E-2,1.468156031E0
5.151205167E0,-6.023012400E-1,-1.319073439E0,-1.180154085E-1,1.454870839E0
5.161161167E0,-1.036739469E0,-7.360643148E-1,-7.667676359E-2,1.273773421E0
5.171118167E0,-1.499298096E0,-3.382345736E-1,8.538520336E-2,1.539346627E0
5.181074167E0,-1.886088967E0,-2.527478933E-1,3.038645387E-1,1.927056498E0
5.191031167E0,-2.110289097E0,-3.686018884E-1,5.798558593E-1,2.219328782E0
5.200988167E0,-2.206457138E0,-5.394394398E-1,8.013712168E-1,2.408660175E0
5.210944167E0,-2.263164997E0,-6.914139390E-1,8.552613854E-1,2.516235497E0
5.220901167E0,-2.320970297E0,-8.829146624E-1,6.915405989E-1,2.577725707E0
5.230857167E0,-2.320814610E0,-6.894919872E-1,3.291159272E-1,2.443337256E0
5.240814167E0,-2.170280457E0,-1.424446106E-1,-1.282822639E-1,2.178729920E0
5.250771167E0,-1.919465303E0,3.558057249E-1,-5.274414420E-1,2.022162021E0
5.260727167E0,-1.641016841E0,6.262987256E-1,-7.511331439E-1,1.910336977E0
5.270684167E0,-1.403033495E0,5.982409120E-1,-8.124257326E-1,1.728129262E0
5.280640167E0,-1.170684934E0,4.744124711E-1,-7.466304302E-1,1.467319804E0
5.290597167E0,-1.033208251E0,1.093059555E-1,-6.526573300E-1,1.226959116E0
5.300554167E0,-1.027935505E0,-6.162360907E-1,-7.362089753E-1,1.406556781E0
5.310510167E0,-9.134491682E-1,-1.210252762E0,-9.908530712E-1,1.811322980E0
5.320467167E0,-5.418261290E-1,-1.201491475E0,-1.194237113E0,1.778583594E0
5.330423167E0,-1.337531805E-1,-9.828945398E-1,-1.238386393E0,1.586685995E0
5.340380167E0,3.125280887E-2,-1.010710955E0,-1.252412438E0,1.609673969E0
5.350337167E0,2.732371166E-2,-1.197525740E0,-1.422271132E0,1.859481018E0
5.360293167E0,-7.862208877E-4,-1.306107879E0,-1.691519618E0,2.137090786E0
5.370250167E0,-1.015309058E-2,-1.362085104E0,-2.021637440E0,2.437703192E0
5.380206167E0,-5.130292475E-2,-1.343704581E0,-2.430346012E0,2.777544911E0
5.390163167E0,-1.800096631E-1,-1.477298975E0,-2.849499941E0,3.214726373E0
5.400120167E0,-3.603474796E-1,-1.778282523E0,-3.138741493E0,3.625443035E0
5.410076167E0,-4.805916846E-1,-2.057000160E0,-3.261405945E0,3.885741469E0
5.420033167E0,-4.679352939E-1,-1.933050036E0,-3.315140247E0,3.865979920E0
5.429989167E0,-4.234557748E-1,-1.460153222E0,-3.340031862E0,3.669764988E0
5.439946167E0,-3.759188652E-1,-7.576925755E-1,-3.301855564E0,3.408469334E0
5.449903167E0,-3.527249098E-1,-6.089634821E-2,-3.241966963E0,3.261667214E0
5.459859167E0,-4.131246209E-1,3.014717102E-1,-3.260540009E0,3.300405777E0
5.469816167E0,-5.818395615E-1,1.889508516E-1,-3.278856277E0,3.335436731E0
5.479772167E0,-7.290117145E-1,-3.822710812E-1,-3.157127142E0,3.262673911E0
5.489729167E0,-6.978142262E-1,-8.543971777E-1,-2.831342220E0,3.038657269E0
5.499686167E0,-5.438477993E-1,-1.057648420E0,-2.350269794E0,2.634038480E0
5.509642167E0,-3.304896653E-1,-1.113836765E0,-1.839734912E0,2.175886096E0
5.519599167E0,3.262275457E-2,-8.565162420E-1,-1.321155071E0,1.574844449E0
5.529555167E0,4.096272886E-1,-1.317544103E0,-9.869019985E-1,1.696376295E0
5.539512167E0,4.912555814E-1,-2.702924490E0,-1.335628748E0,3.054674614E0
5.549469167E0,-4.460158944E-2,-3.776101828E0,-2.585192680E0,4.576478505E0
5.559425167E0,-4.956414700E-1,-2.839888096E0,-2.616274118E0,3.893008493E0
5.569382167E0,-1.034706235E0,-1.542438030E0,-1.345588326E0,2.293543114E0
5.579339167E0,-1.569518685E0,-8.313176036E-1,-1.016642619E-2,1.776114078E0
5.589295167E0,-1.859568119E0,-3.059425652E-1,7.742241025E-1,2.037404575E0
5.599252167E0,-2.094662666E0,8.316578269E-1,1.158614397E0,2.534098212E0
5.609208167E0,-2.102866411E0,1.380066633E0,1.419279218E0,2.888076272E0
5.619165167E0,-1.658870220E0,1.246069908E0,1.433543444E0,2.521822244E0
5.629122167E0,-7.579836249E-1,1.084520221E0,9.080602527E-1,1.604773102E0
5.639078167E0,4.669937789E-1,7.280913591E-1,7.260482758E-2,8.680274637E-1
5.649035167E0,1.684528828E0,5.012925863E-1,-7.098237872E-1,1.895463383E0
5.658990792E0,2.530748367E0,3.984543681E-1,-1.214201689E0,2.835090638E0
5.668947792E0,3.017667770E0,2.558626831E-1,-1.367361188E0,3.322869408E0
5.678904792E0,3.263625145E0,2.366061807E-1,-1.235794425E0,3.497773496E0
5.688860792E0,3.279681206E0,4.016682804E-1,-9.333905578E-1,3.433491540E0
5.698817792E0,3.163721561E0,6.095530391E-1,-5.315773487E-1,3.265465281E0
5.708773792E0,2.993201971E0,9.458950758E-1,-1.654812396E-1,3.143462991E0
5.718730792E0,2.746708870E0,1.577113390E0,1.609647870E-1,3.171372877E0
5.728687792E0,2.654864788E0,2.102953911E0,4.090843499E-1,3.411461886E0
5.738643792E0,2.907150984E0,2.504730463E0,5.472696424E-1,3.876171513E0
5.748600792E0,3.517610788E0,2.893347025E0,6.360245347E-1,4.598866151E0
5.758556792E0,4.376754761E0,3.302839994E0,8.607209921E-1,5.550277010E0
5.768513792E0,5.159178734E0,3.593543291E0,1.310372591E0,6.422441508E0
5.778470792E0,5.681946754E0,3.612816811E0,1.857698202E0,6.984841218E0
5.788426792E0,6.134991646E0,2.929241896E0,2.589355946E0,7.274843283E0
5.798383792E0,6.760887623E0,1.774173617E0,3.249317408E0,7.708135773E0
5.808339792E0,7.622791767E0,2.668842971E-1,3.764928102E0,8.506048740E0
5.818296792E0,8.826822281E0,-1.673355341E0,3.969011068E0,9.821708534E0
5.828253792E0,1.039483929E1,-4.088895798E0,3.806685686E0,1.180095795E1
5.838209792E0,1.207152081E1,-6.122025013E0,3.782270670E0,1.405369618E1
5.848166792E0,1.345762920E1,-7.286160946E0,4.300796509E0,1.589631327E1
5.858122792E0,1.431456089E1,-7.602331638E0,5.204480171E0,1.702318166E1
5.868079792E0,1.496037769E1,-7.344350338E0,6.213146687E0,1.778638733E1
5.878036792E0,1.565772438E1,-6.915045261E0,6.956592560E0,1.847637312E1
5.887992792E0,1.630010223E1,-6.583285809E0,7.320807457E0,1.904277308E1
5.897949792E0,1.669273758E1,-6.250176430E0,7.301838398E0,1.926211404E1
5.907905792E0,1.663629723E1,-5.998811245E0,7.117294788E0,1.906326328E1
5.917862792E0,1.614311218E1,-5.909868240E0,7.030301571E0,1.857287683E1
5.927819792E0,1.533551407E1,-5.787429333E0,6.892614841E0,1.778146421E1
5.937775792E0,1.441359520E1,-5.660049438E0,6.591742992E0,1.682970475E1
5.947732792E0,1.354287720E1,-5.651058197E0,6.179151535E0,1.592249651E1
5.957688792E0,1.267145634E1,-5.375412464E0,5.639516354E0,1.487497931E1
5.967645792E0,1.160419655E1,-4.623212814E0,4.830243587E0,1.339263706E1
5.977602792E0,1.004714966E1,-3.553111315E0,3.856198072E0,1.133314078E1
5.987558792E0,7.982861519E0,-2.320370197E0,2.876279593E0,8.796771009E0
5.997515792E0,5.947366238E0,-1.336257339E0,1.804668307E0,6.357167336E0
6.007471792E0,4.294168472E0,-7.515158057E-1,9.295885563E-1,4.457442513E0
6.017428792E0,3.221135616E0,-4.835828841E-1,3.536397815E-1,3.276374240E0
6.027385792E0,2.754867554E0,-7.486358881E-1,2.641752958E-1,2.866973931E0
6.037341792E0,2.679733515E0,-1.257083416E0,4.899743199E-1,3.000217535E0
6.047298792E0,2.928637743E0,-1.610868096E0,8.756906986E-1,3.455235050E0
6.057254792E0,3.456272602E0,-2.115285397E0,1.408094049E0,4.289869632E0
6.067211792E0,4.134253979E0,-2.639414310E0,2.038004160E0,5.311499300E0
6.077168792E0,4.677791119E0,-2.851836205E0,2.642665148E0,6.082629248E0
6.087124792E0,4.904442787E0,-2.940532446E0,3.126039028E0,6.517086015E0
6.097081792E0,4.738327503E0,-2.828172922E0,3.575664520E0,6.575384884E0
