"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
6.107037792E0,4.134746075E0,-2.528670073E0,4.147463322E0,6.379008500E0
6.116994792E0,3.172556877E0,-2.392295837E0,4.651669979E0,6.117698105E0
6.126951792E0,2.173961878E0,-2.510519981E0,4.984276295E0,5.989309727E0
6.136907792E0,1.408176541E0,-2.582400322E0,5.164439678E0,5.943331539E0
6.146864792E0,9.157276750E-1,-2.621063471E0,5.256959438E0,5.945094905E0
6.156820792E0,6.594231725E-1,-2.749271631E0,5.333923817E0,6.036892968E0
6.166777792E0,5.375618339E-1,-3.054646254E0,5.467233658E0,6.285736260E0
6.176734792E0,5.883312821E-1,-3.537793159E0,5.580527782E0,6.633581572E0
6.186690792E0,7.878404260E-1,-3.981873751E0,5.484900475E0,6.823499419E0
6.196647792E0,1.065713882E0,-4.087551117E0,5.252633572E0,6.740473251E0
6.206603792E0,1.353133202E0,-4.034348488E0,4.960538387E0,6.535585534E0
6.216560792E0,1.586700678E0,-3.954673529E0,4.680604458E0,6.329701403E0
6.226517792E0,1.574034810E0,-3.720833540E0,4.423279762E0,5.990625315E0
6.236473792E0,1.255344987E0,-3.343731880E0,4.116023540E0,5.449594821E0
6.246430792E0,8.223816156E-1,-2.875015974E0,3.803481579E0,4.838233200E0
6.256387792E0,3.888552189E-1,-2.370933533E0,3.574707270E0,4.307094875E0
6.266343792E0,-2.161293849E-2,-1.915788054E0,3.363983631E0,3.871317200E0
6.276300792E0,-3.144509494E-1,-1.520416260E0,3.131773233E0,3.495504054E0
6.286256792E0,-5.716897249E-1,-1.315826416E0,3.019012451E0,3.342553587E0
6.296213792E0,-7.263333797E-1,-1.244581580E0,2.863225698E0,3.205402453E0
6.306170792E0,-7.275321484E-1,-1.003566027E0,2.611210823E0,2.890479157E0
6.316126792E0,-6.636309624E-1,-7.242134213E-1,2.383538723E0,2.578012408E0
6.326083792E0,-5.180761218E-1,-6.500697136E-1,2.151094198E0,2.306122232E0
6.336039792E0,-3.195817173E-1,-5.713277459E-1,1.923954606E0,2.032276850E0
6.345996792E0,-1.018750444E-1,-4.702076018E-1,1.753074288E0,1.817895259E0
6.355953792E0,1.439131498E-1,-3.750624359E-1,1.647062421E0,1.695345818E0
6.365909792E0,4.408675730E-1,-5.005052090E-1,1.688092351E0,1.815082771E0
6.375866792E0,6.540288329E-1,-8.436756134E-1,1.786245108E0,2.080916586E0
6.385822792E0,7.516967654E-1,-1.428151488E0,1.851065993E0,2.455831837E0
6.395779792E0,7.999777198E-1,-1.987466455E0,1.863448620E0,2.839441498E0
6.405736792E0,8.276663423E-1,-2.357940197E0,1.905172706E0,3.142387084E0
6.415692792E0,7.951847911E-1,-2.575555086E0,1.956529617E0,3.330737305E0
6.425649792E0,6.787467599E-1,-2.557203293E0,1.925194740E0,3.272057553E0
6.435605792E0,4.827210605E-1,-2.297523737E0,1.841676712E0,2.983857915E0
6.445562792E0,2.543244958E-1,-2.006866455E0,1.745237350E0,2.671712433E0
6.455519792E0,6.100191548E-2,-1.734806538E0,1.724552274E0,2.446907334E0
6.465475792E0,-9.510120749E-2,-1.557295799E0,1.832366824E0,2.406612271E0
6.475432792E0,-2.187176943E-1,-1.423442602E0,1.975854516E0,2.445000479E0
6.485388792E0,-3.230641782E-1,-1.318258166E0,2.060871601E0,2.467664242E0
6.495345792E0,-4.287647605E-1,-1.209089875E0,2.081278563E0,2.444884047E0
6.505302792E0,-5.328295231E-1,-1.194641113E0,2.059053659E0,2.439421379E0
6.515258792E0,-5.880233049E-1,-1.374871612E0,1.994513869E0,2.492815463E0
6.525215792E0,-5.767890811E-1,-1.525770426E0,1.978718162E0,2.564368655E0
6.535171792E0,-4.991390109E-1,-1.616209507E0,2.043371677E0,2.652666721E0
6.545128792E0,-3.381703496E-1,-1.876878381E0,2.134107590E0,2.862070378E0
6.555085792E0,-1.210231408E-1,-2.225073576E0,2.240332842E0,3.159856051E0
6.565041792E0,1.001452506E-1,-2.451531649E0,2.333295822E0,3.385898092E0
6.574998792E0,2.355025411E-1,-2.508177042E0,2.367598057E0,3.457156936E0
6.584954792E0,3.077008426E-1,-2.376686096E0,2.311022520E0,3.329285463E0
6.594911792E0,3.022323251E-1,-2.183042526E0,2.236416101E0,3.139836943E0
6.604868792E0,2.005661130E-1,-1.963836312E0,2.251411915E0,2.994283794E0
6.614824792E0,2.871580049E-2,-1.665489793E0,2.350440264E0,2.880841940E0
6.624781792E0,-1.985890716E-1,-1.207680583E0,2.449428320E0,2.738179889E0
6.634737792E0,-4.843731821E-1,-7.331585288E-1,2.498884439E0,2.648879433E0
6.644694792E0,-7.837716341E-1,-4.000774026E-1,2.479248047E0,2.630785202E0
6.654651792E0,-1.063639760E0,-9.364822507E-2,2.393978119E0,2.621303257E0
6.664608417E0,-1.336810231E0,1.873458922E-1,2.279547453E0,2.649244547E0
6.674565417E0,-1.563857198E0,3.224741518E-1,2.154028654E0,2.681320264E0
6.684521417E0,-1.740041256E0,3.062956631E-1,2.087195873E0,2.734583555E0
6.694478417E0,-1.869022489E0,1.937779188E-1,2.082345247E0,2.804809561E0
6.704435417E0,-1.926144600E0,-3.835573792E-2,2.144960403E0,2.883116251E0
6.714391417E0,-1.959353447E0,-2.099365443E-1,2.186875343E0,2.943732843E0
6.724348417E0,-1.973409891E0,-3.281008899E-1,2.103083849E0,2.902577900E0
6.734304417E0,-1.922015190E0,-2.194228768E-1,1.956863523E0,2.751654709E0
6.744261417E0,-1.893735886E0,-1.078371424E-3,1.938161016E0,2.709742587E0
6.754218417E0,-1.909559608E0,1.972219348E-1,1.977403522E0,2.755982415E0
6.764174417E0,-1.953108549E0,3.521612585E-1,2.045672178E0,2.850162314E0
6.774131417E0,-2.010877132E0,4.665192366E-1,2.121617317E0,2.960156597E0
6.784087417E0,-2.126460314E0,4.410484731E-1,2.177314520E0,3.075232632E0
6.794044417E0,-2.295639038E0,2.750847936E-1,2.141787291E0,3.151647670E0
6.804001417E0,-2.499255419E0,1.087396368E-1,2.028885841E0,3.220943917E0
6.813957417E0,-2.709047794E0,5.955531076E-2,1.891892195E0,3.304806025E0
6.823914417E0,-2.898068428E0,6.612246484E-2,1.766825318E0,3.394826137E0
6.833871417E0,-3.045128107E0,4.297746718E-2,1.682339430E0,3.479212297E0
6.843827417E0,-3.143331528E0,9.186838567E-2,1.640527844E0,3.546872496E0
6.853784417E0,-3.302996159E0,2.442014664E-1,1.697646260E0,3.721749697E0
6.863740417E0,-3.558924198E0,2.375710160E-1,1.749606967E0,3.972846080E0
6.873697417E0,-3.788446903E0,-6.424076110E-2,1.607134819E0,4.115742842E0
6.883654417E0,-3.872592926E0,-1.829552054E-1,1.339551687E0,4.101810247E0
6.893610417E0,-3.858338594E0,-1.449162066E-1,1.204833031E0,4.044675518E0
6.903567417E0,-3.827694654E0,3.169417754E-2,1.177746177E0,4.004914100E0
6.913523417E0,-3.823793888E0,3.488119245E-1,1.264236808E0,4.042445320E0
6.923480417E0,-3.930266380E0,9.683480859E-1,1.228356719E0,4.230077076E0
6.933437417E0,-4.209553719E0,1.786831260E0,9.767950177E-1,4.676241757E0
6.943393417E0,-4.673903465E0,2.540218592E0,6.108475924E-1,5.354551230E0
6.953350417E0,-5.279510498E0,3.129533768E0,2.914554775E-1,6.144278558E0
6.963306417E0,-5.882301331E0,3.802361250E0,-2.580382675E-2,7.004290532E0
6.973263417E0,-6.324275017E0,4.602378368E0,-3.153165877E-1,7.828011605E0
6.983219417E0,-6.457281113E0,5.403136253E0,-6.329210401E-1,8.443396815E0
6.993176417E0,-6.205287457E0,5.846005917E0,-9.489392042E-1,8.577987130E0
7.003133417E0,-5.614658833E0,5.828380585E0,-1.169665694E0,8.176951258E0
7.013089417E0,-4.893053055E0,5.478058815E0,-1.319135904E0,7.462654763E0
7.023046417E0,-4.396603107E0,5.143341541E0,-1.423350215E0,6.914478066E0
7.033003417E0,-4.318918705E0,5.139040470E0,-1.544506907E0,6.888272448E0
7.042959417E0,-4.411463261E0,4.951388836E0,-1.712387085E0,6.849053149E0
7.052916417E0,-4.414839745E0,4.402323723E0,-1.824287772E0,6.496098060E0
7.062872417E0,-4.370566845E0,4.140380383E0,-1.978659868E0,6.337168069E0
7.072829417E0,-4.549989223E0,4.513697624E0,-2.105246782E0,6.745956729E0
7.082786417E0,-5.037774563E0,5.432039261E0,-2.059307814E0,7.689406463E0
7.092742417E0,-5.546571732E0,6.538929462E0,-1.876999974E0,8.777538686E0
7.102699417E0,-6.031983852E0,7.860713482E0,-1.546317935E0,1.002829720E1
7.112655417E0,-6.318895340E0,8.865778923E0,-9.406387210E-1,1.092772966E1
7.122612417E0,-6.440795898E0,8.464296341E0,-2.089926153E-1,1.063822552E1
7.132569417E0,-6.649187565E0,7.144144535E0,4.087091982E-1,9.768190192E0
7.142525417E0,-6.640663624E0,5.996867657E0,9.726071954E-1,9.000377759E0
7.152482417E0,-6.284419060E0,5.484774113E0,1.343810320E0,8.448816258E0
7.162438417E0,-5.889722824E0,5.704348564E0,1.509364724E0,8.337062394E0
7.172395417E0,-5.562150478E0,6.189231873E0,1.509601474E0,8.457127510E0
7.182352417E0,-5.192821980E0,6.413540840E0,1.348935604E0,8.361730292E0
7.192308417E0,-4.749064922E0,6.588450432E0,1.055052519E0,8.189898201E0
7.202265417E0,-4.090252399E0,6.649025917E0,7.671785951E-1,7.843996005E0
7.212221417E0,-3.229261398E0,6.070339680E0,5.538588762E-1,6.898109354E0
7.222178417E0,-2.598159313E0,5.028945446E0,2.682901621E-1,5.666807190E0
7.232135417E0,-2.080235481E0,3.975389004E0,-3.590062261E-2,4.486912774E0
7.242091417E0,-1.609719396E0,3.149903059E0,-3.194324076E-1,3.551777425E0
7.252048417E0,-1.311225653E0,2.694819927E0,-5.807681084E-1,3.052647826E0
7.262004417E0,-1.143752337E0,2.526626348E0,-8.296748400E-1,2.894886950E0
7.271961417E0,-1.015702486E0,2.401555777E0,-1.040477991E0,2.807439427E0
7.281918417E0,-1.064708710E0,2.319218874E0,-1.188437343E0,2.815095760E0
7.291874417E0,-1.397791386E0,2.471158504E0,-1.274400949E0,3.111999822E0
7.301831417E0,-1.947121978E0,2.667440653E0,-1.200023651E0,3.513770111E0
7.311787417E0,-2.634410858E0,2.639412880E0,-1.051800370E0,3.874649009E0
7.321744417E0,-3.223560333E0,2.551299334E0,-9.727739096E-1,4.224542412E0
7.331701417E0,-3.546834707E0,2.643767357E0,-9.463604093E-1,4.523841321E0
7.341657417E0,-3.660158157E0,2.815290928E0,-9.280645251E-1,4.709981370E0
7.351614417E0,-3.562619209E0,2.916946173E0,-8.696119189E-1,4.685835624E0
7.361570417E0,-3.311517715E0,2.907069683E0,-7.557588816E-1,4.470836075E0
7.371527417E0,-3.041375160E0,2.875858068E0,-6.501480341E-1,4.235943220E0
7.381484417E0,-2.839748383E0,2.795964479E0,-5.525158048E-1,4.023289942E0
7.391440417E0,-2.700682878E0,2.660021544E0,-4.972171187E-1,3.823169822E0
7.401397417E0,-2.608364344E0,2.566253901E0,-4.868842959E-1,3.691379139E0
7.411353417E0,-2.613058329E0,2.492697477E0,-5.471639037E-1,3.652533762E0
7.421310417E0,-2.705513477E0,2.430724621E0,-6.750590801E-1,3.699179655E0
7.431267417E0,-2.852191925E0,2.598983526E0,-7.840833068E-1,3.937575495E0
7.441223417E0,-3.085874796E0,2.847808361E0,-7.731872797E-1,4.269713607E0
7.451180417E0,-3.269670486E0,2.927479744E0,-6.599454284E-1,4.438063847E0
7.461136417E0,-3.320340157E0,2.844045877E0,-4.945130646E-1,4.399749866E0
7.471093417E0,-3.333549738E0,2.779011011E0,-3.268969059E-1,4.352277294E0
7.481050417E0,-3.389102697E0,2.680401564E0,-1.536142826E-1,4.323675171E0
7.491006417E0,-3.453542471E0,2.481617689E0,8.336283267E-3,4.252699313E0
7.500963417E0,-3.467732906E0,2.393461704E0,1.247025132E-1,4.215374379E0
7.510919417E0,-3.523489952E0,2.517411709E0,2.010476142E-1,4.335062087E0
7.520876417E0,-3.726959467E0,2.717325687E0,2.837992609E-1,4.621106770E0
7.530833417E0,-4.032766819E0,2.771223307E0,4.062356949E-1,4.909981087E0
7.540789417E0,-4.325932980E0,2.653712988E0,5.363228321E-1,5.103286289E0
7.550746417E0,-4.483286858E0,2.401472092E0,6.783782840E-1,5.130996624E0
7.560702417E0,-4.584122658E0,2.059343576E0,8.260529041E-1,5.092881297E0
7.570659417E0,-4.695611000E0,1.809630156E0,9.732996225E-1,5.125508377E0
7.580616417E0,-4.840872288E0,1.800171733E0,1.106510758E0,5.281953127E0
7.590572417E0,-5.018562794E0,1.922861457E0,1.178557038E0,5.502032842E0
7.600529417E0,-5.271104813E0,2.030822515E0,1.158253193E0,5.766310475E0
7.610485417E0,-5.550042152E0,2.050718307E0,1.057804823E0,6.010604338E0
7.620442417E0,-5.737828255E0,1.932861805E0,8.826530576E-1,6.118635817E0
7.630399417E0,-5.854931831E0,1.750542402E0,6.532185674E-1,6.145837612E0
7.640355417E0,-6.000051022E0,1.494863391E0,4.212395847E-1,6.197795705E0
7.650312417E0,-6.155506134E0,1.307299614E0,2.069334090E-1,6.296198018E0
7.660268417E0,-6.295781136E0,1.309374690E0,1.473435387E-2,6.430516254E0
7.670225417E0,-6.474195957E0,1.342647195E0,-1.682711542E-1,6.614093284E0
7.680182417E0,-6.544145107E0,1.413823247E0,-2.879582942E-1,6.701317135E0
7.690138417E0,-6.555330753E0,1.459411025E0,-3.381788433E-1,6.724329465E0
7.700095417E0,-6.547738075E0,1.240610838E0,-3.650485873E-1,6.674222773E0
7.710051417E0,-6.476792812E0,1.002682447E0,-3.873216808E-1,6.565381581E0
7.720008417E0,-6.400625706E0,8.056611419E-1,-4.386025965E-1,6.466024400E0
7.729965417E0,-6.354719162E0,6.547096968E-1,-5.113335252E-1,6.408787903E0
7.739921417E0,-6.339385986E0,6.009721756E-1,-6.185021996E-1,6.397775177E0
7.749878417E0,-6.304307461E0,5.735472441E-1,-7.461033463E-1,6.374160274E0
7.759834417E0,-6.197580338E0,5.468077064E-1,-9.211973548E-1,6.289483705E0
7.769791417E0,-6.073099613E0,5.254699588E-1,-1.074182868E0,6.189711336E0
7.779748417E0,-5.965906620E0,4.233645797E-1,-1.214269996E0,6.102928067E0
7.789704417E0,-5.776470661E0,2.105500549E-1,-1.339122415E0,5.933396453E0
7.799661417E0,-5.475765705E0,-9.161996096E-2,-1.422213912E0,5.658188463E0
7.809617417E0,-5.160705090E0,-3.601065576E-1,-1.458337903E0,5.374877040E0
7.819574417E0,-4.960090160E0,-5.032868385E-1,-1.481255054E0,5.200952661E0
7.829531417E0,-4.921979427E0,-5.104914904E-1,-1.568280458E0,5.190952383E0
7.839487417E0,-4.978907108E0,-4.161508977E-1,-1.754630804E0,5.295415642E0
7.849444417E0,-5.058207035E0,-2.534679770E-1,-1.976899505E0,5.436711881E0
7.859401417E0,-5.116912365E0,-1.254353672E-1,-2.151127815E0,5.552105642E0
7.869357417E0,-5.119102478E0,-9.607240558E-2,-2.264859200E0,5.598573683E0
7.879314417E0,-5.050103188E0,-1.487757862E-1,-2.303416491E0,5.552603351E0
7.889270417E0,-4.920209885E0,-1.855828017E-1,-2.308647633E0,5.438084238E0
7.899227417E0,-4.725029945E0,-3.544466570E-2,-2.420550346E0,5.309070379E0
7.909184417E0,-4.458663464E0,1.987161785E-1,-2.614863634E0,5.172685939E0
7.919140417E0,-4.151723862E0,3.718310595E-1,-2.798851252E0,5.020820420E0
7.929097417E0,-3.788497210E0,4.029532969E-1,-2.959143162E0,4.824065787E0
7.939053417E0,-3.352695942E0,4.410972595E-1,-3.147175550E0,4.619507638E0
7.949010417E0,-2.935744524E0,4.947756827E-1,-3.343164682E0,4.476622497E0
7.958966417E0,-2.658122778E0,5.136983991E-1,-3.529071569E0,4.447903876E0
7.968923417E0,-2.493527174E0,5.403033495E-1,-3.671014547E0,4.470565209E0
7.978880417E0,-2.453543425E0,6.292857528E-1,-3.704432011E0,4.487615449E0
7.988836417E0,-2.476040840E0,7.683157921E-1,-3.637906551E0,4.467152502E0
7.998793417E0,-2.434376001E0,9.006548524E-1,-3.527871370E0,4.379867816E0
8.008750417E0,-2.367733240E0,8.688324690E-1,-3.368730783E0,4.208251139E0
8.018706417E0,-2.298912048E0,6.280859709E-1,-3.137785912E0,3.940201647E0
8.028663417E0,-2.289344311E0,2.555935979E-1,-2.851741314E0,3.665904252E0
8.038619417E0,-2.392760992E0,6.340697873E-3,-2.594497442E0,3.529413882E0
8.048576417E0,-2.630110264E0,1.856620610E-2,-2.403288126E0,3.562810481E0
8.058533417E0,-2.882771969E0,3.222057819E-1,-2.265639305E0,3.680667365E0
8.068489417E0,-3.015176773E0,7.463282943E-1,-2.150894880E0,3.778180208E0
8.078446417E0,-2.944749355E0,1.007907867E0,-2.051428318E0,3.727705082E0
8.088402417E0,-2.716733456E0,1.000548363E0,-1.989863873E0,3.513018065E0
8.098359417E0,-2.409186125E0,9.905776978E-1,-1.979000330E0,3.271370396E0
8.108316417E0,-2.122004747E0,9.775140882E-1,-2.063878536E0,3.117375908E0
8.118272417E0,-1.887975097E0,1.057077289E0,-2.211796045E0,3.094172604E0
8.128229417E0,-1.780320764E0,1.270962477E0,-2.342094183E0,3.204729755E0
8.138185417E0,-1.744110584E0,1.462829471E0,-2.460301161E0,3.351846296E0
8.148142417E0,-1.671270490E0,1.499059916E0,-2.539127827E0,3.389320846E0
8.158099417E0,-1.603018999E0,1.341652513E0,-2.606500149E0,3.341189070E0
8.168055417E0,-1.588310122E0,1.080792904E0,-2.686779022E0,3.302971974E0
8.178012417E0,-1.687177062E0,8.469259739E-1,-2.774190664E0,3.355589946E0
8.187968417E0,-1.868771076E0,7.414485216E-1,-2.932282925E0,3.555324795E0
8.197925417E0,-2.097326994E0,6.884537339E-1,-3.102676868E0,3.807801572E0
8.207882417E0,-2.350472450E0,6.856201291E-1,-3.185689449E0,4.017886630E0
8.217838417E0,-2.536287308E0,7.364671230E-1,-3.156041622E0,4.115305074E0
8.227795417E0,-2.535571814E0,8.109831810E-1,-3.070083618E0,4.063524525E0
8.237751417E0,-2.423220634E0,8.334330916E-1,-3.042011023E0,3.977491675E0
8.247708417E0,-2.382561922E0,7.087010145E-1,-3.162478685E0,4.022453216E0
8.257665417E0,-2.387290239E0,6.067607999E-1,-3.379057884E0,4.181548223E0
8.267621417E0,-2.440860987E0,7.934731841E-1,-3.624353409E0,4.441096676E0
8.277578417E0,-2.535866022E0,1.112527847E0,-3.878111362E0,4.765299826E0
8.287534417E0,-2.577452183E0,1.426638603E0,-4.148073673E0,5.087737479E0
8.297491417E0,-2.491904497E0,1.599418283E0,-4.385090828E0,5.291195369E0
8.307448417E0,-2.249845743E0,1.542595267E0,-4.476565838E0,5.242236901E0
8.317404417E0,-1.921919107E0,1.398642182E0,-4.419245720E0,5.017938396E0
8.327361417E0,-1.597272754E0,1.203262925E0,-4.341498375E0,4.779929922E0
8.337317417E0,-1.371402383E0,1.002487063E0,-4.388839245E0,4.706127360E0
8.347274417E0,-1.304570913E0,8.997206688E-1,-4.547555923E0,4.815772776E0
8.357231417E0,-1.319243789E0,8.308057785E-1,-4.693607330E0,4.945765076E0
8.367187417E0,-1.294394255E0,7.855448127E-1,-4.756620884E0,4.991791199E0
8.377144417E0,-1.218077421E0,6.985476017E-1,-4.745561600E0,4.948942943E0
8.387100417E0,-1.100412011E0,4.374105632E-1,-4.659731865E0,4.807841059E0
8.397057417E0,-9.304493666E-1,-9.552793344E-4,-4.482333183E0,4.577886816E0
8.407014417E0,-7.275985479E-1,-4.787391722E-1,-4.301772594E0,4.389058931E0
8.416970417E0,-4.576415122E-1,-9.664462805E-1,-4.238352776E0,4.371165567E0
8.426927417E0,-1.291291416E-1,-1.574826956E0,-4.139284134E0,4.430623818E0
8.436883417E0,1.208718345E-1,-2.137821198E0,-3.899821758E0,4.448988561E0
8.446840417E0,1.664797962E-1,-2.417264223E0,-3.500158310E0,4.256993075E0
8.456797417E0,-8.824867010E-2,-2.229580164E0,-3.068686008E0,3.794159901E0
8.466753417E0,-6.143995523E-1,-1.564162374E0,-2.775543690E0,3.244646901E0
8.476710417E0,-1.209892988E0,-7.433136106E-1,-2.598885298E0,2.961513288E0
8.486666417E0,-1.733498216E0,1.501083933E-2,-2.447459459E0,2.999216430E0
8.496623417E0,-2.114361048E0,7.795860171E-1,-2.305333614E0,3.223792808E0
8.506580417E0,-2.299082518E0,1.423281670E0,-2.131769419E0,3.443247303E0
8.516536417E0,-2.322288752E0,1.979054928E0,-1.916828394E0,3.603319934E0
8.526493417E0,-2.227200747E0,2.366786957E0,-1.695759296E0,3.665747298E0
8.536449417E0,-2.023304701E0,2.615814447E0,-1.531846285E0,3.644557610E0
8.546406417E0,-1.758334517E0,2.735605001E0,-1.473190188E0,3.570093042E0
8.556363417E0,-1.485343099E0,2.669138193E0,-1.526345253E0,3.414714138E0
8.566319417E0,-1.258858800E0,2.509085178E0,-1.704632998E0,3.284205774E0
8.576276417E0,-1.094883084E0,2.341814995E0,-1.957939148E0,3.242898726E0
8.586232417E0,-9.621464014E-1,2.210832119E0,-2.190544128E0,3.257604631E0
8.596189417E0,-7.783125639E-1,2.119307518E0,-2.285805941E0,3.212809300E0
8.606146417E0,-5.625520349E-1,2.162724972E0,-2.191429377E0,3.129889265E0
8.616102417E0,-4.416641593E-1,2.394871473E0,-1.997181416E0,3.149477768E0
8.626059417E0,-4.171300530E-1,2.653377295E0,-1.777879000E0,3.221065396E0
8.636015417E0,-4.161350131E-1,2.919639587E0,-1.535311460E0,3.324852621E0
8.645972417E0,-4.141916931E-1,3.127660990E0,-1.282724977E0,3.405760031E0
8.655929417E0,-4.453045428E-1,3.161350250E0,-1.080673933E0,3.370502587E0
8.665885292E0,-4.634542465E-1,3.067652225E0,-1.020113111E0,3.265870600E0
8.675842292E0,-4.393540621E-1,2.907828331E0,-1.050274491E0,3.122751047E0
8.685798292E0,-3.764629662E-1,2.740944624E0,-1.088937283E0,2.973261879E0
8.695755292E0,-3.138105273E-1,2.664347172E0,-1.094528198E0,2.897449719E0
8.705712292E0,-2.671985626E-1,2.693762779E0,-1.057242870E0,2.906116906E0
8.715668292E0,-2.374598384E-1,2.801750660E0,-9.389110208E-1,2.964413574E0
8.725625292E0,-2.371820807E-1,2.959045172E0,-7.449857593E-1,3.060589396E0
8.735581292E0,-3.064674437E-1,3.193040848E0,-5.491105318E-1,3.254374675E0
8.745538292E0,-4.192986488E-1,3.385454655E0,-3.807771802E-1,3.432507223E0
8.755495292E0,-5.115719438E-1,3.545073271E0,-2.617659569E-1,3.591346790E0
8.765451292E0,-4.835968018E-1,3.728474617E0,-2.093546987E-1,3.765530272E0
8.775408292E0,-2.971028388E-1,3.944807291E0,-2.141497135E-1,3.961771669E0
8.785364292E0,-4.625223950E-2,4.025399208E0,-2.141329348E-1,4.031355971E0
8.795321292E0,2.252632976E-1,3.881318092E0,-1.813146621E-1,3.892075114E0
8.805278292E0,5.144868493E-1,3.637062550E0,-2.045797706E-1,3.678963657E0
8.815234292E0,7.574512362E-1,3.389680386E0,-2.664826214E-1,3.483486541E0
8.825191292E0,9.193373322E-1,3.220341921E0,-2.473720461E-1,3.358120925E0
8.835147292E0,1.004924297E0,3.194930792E0,-1.158939824E-1,3.351251561E0
8.845104292E0,1.043239236E0,3.265683651E0,6.804256141E-2,3.428945552E0
8.855061292E0,1.020295858E0,3.418055296E0,2.039380670E-1,3.572911471E0
8.865017292E0,8.925347328E-1,3.638726234E0,2.789119184E-1,3.756958706E0
8.874974292E0,5.659563541E-1,3.850336075E0,3.066485524E-1,3.903770974E0
8.884930292E0,9.833990782E-2,3.965707541E0,3.985521197E-1,3.986897394E0
8.894887292E0,-3.318298459E-1,4.006853580E0,5.958467722E-1,4.064482752E0
8.904844292E0,-6.312567592E-1,3.942539692E0,8.733971715E-1,4.087166126E0
8.914800292E0,-8.240064383E-1,3.726015329E0,1.172645807E0,3.992151680E0
8.924757292E0,-9.067779779E-1,3.366192341E0,1.381841660E0,3.750064473E0
8.934713292E0,-7.767046690E-1,2.841981411E0,1.524381995E0,3.317208005E0
8.944670292E0,-4.669659436E-1,2.411428213E0,1.697230458E0,2.985571042E0
8.954627292E0,-8.341781795E-2,2.064177275E0,1.857233167E0,2.777967132E0
8.964583292E0,3.075704575E-1,1.737741113E0,2.004630089E0,2.670746254E0
8.974540292E0,6.035369635E-1,1.489558697E0,2.059834480E0,2.612653835E0
8.984496292E0,8.010553718E-1,1.336553335E0,2.045706511E0,2.571571437E0
8.994453292E0,1.017940402E0,1.310535192E0,2.079577208E0,2.660516212E0
9.004410292E0,1.259898186E0,1.349927664E0,2.100856304E0,2.797006497E0
9.014366292E0,1.500252962E0,1.378679633E0,2.043672800E0,2.885847362E0
9.024323292E0,1.808855534E0,1.436450243E0,1.987270117E0,3.047062546E0
9.034279292E0,2.201673508E0,1.510053992E0,1.968904614E0,3.317260116E0
9.044236292E0,2.652028322E0,1.596590996E0,1.982657433E0,3.676042373E0
9.054193292E0,3.071398735E0,1.631304622E0,2.067308903E0,4.045789300E0
9.064149292E0,3.411589146E0,1.576649427E0,2.245984793E0,4.378265822E0
9.074106292E0,3.672032118E0,1.573271036E0,2.439959526E0,4.681068694E0
9.084063292E0,3.855506659E0,1.593813896E0,2.555375099E0,4.892352831E0
9.094019292E0,3.942972898E0,1.572404742E0,2.614063978E0,4.985260518E0
9.103976292E0,3.891759634E0,1.539852619E0,2.602977753E0,4.928735367E0
9.113932292E0,3.730811596E0,1.559692264E0,2.554115057E0,4.782791951E0
9.123889292E0,3.474316120E0,1.670900822E0,2.480555534E0,4.584314324E0
9.133846292E0,3.167609692E0,1.815743089E0,2.381202698E0,4.358990756E0
9.143802292E0,2.883476734E0,1.915517092E0,2.313688040E0,4.163747849E0
9.153759292E0,2.689852953E0,1.984547973E0,2.358969212E0,4.091268178E0
9.163715292E0,2.612231016E0,1.997818470E0,2.475392103E0,4.116138431E0
9.173672292E0,2.648996830E0,1.955091715E0,2.557286978E0,4.168846904E0
9.183628292E0,2.764813662E0,1.850163102E0,2.531554699E0,4.180438647E0
9.193585292E0,2.847754240E0,1.771724939E0,2.333664417E0,4.085915208E0
9.203542292E0,2.834452629E0,1.727670908E0,1.950868845E0,3.850306186E0
9.213498292E0,2.748115301E0,1.707092881E0,1.534892321E0,3.580809720E0
9.223455292E0,2.655036926E0,1.784670591E0,1.218254447E0,3.423216922E0
9.233411292E0,2.565222502E0,1.926342368E0,1.012178659E0,3.363876787E0
9.243368292E0,2.492705822E0,2.049138308E0,8.846763372E-1,3.345923242E0
9.253325292E0,2.469912291E0,2.146228313E0,8.631463051E-1,3.384048499E0
9.263281292E0,2.463203669E0,2.221499205E0,8.863863945E-1,3.433381987E0
9.273238292E0,2.433312416E0,2.229942560E0,8.597370386E-1,3.410689214E0
9.283194292E0,2.381995916E0,2.205899715E0,7.742541432E-1,3.337569112E0
9.293151292E0,2.346624851E0,2.211547375E0,7.061228752E-1,3.300939184E0
9.303108292E0,2.312047958E0,2.155672312E0,7.133248448E-1,3.240574210E0
9.313064292E0,2.297938108E0,2.077295542E0,7.941781282E-1,3.197873546E0
9.323021292E0,2.296457052E0,2.049669504E0,8.572369814E-1,3.195264514E0
9.332977292E0,2.243918896E0,2.070884228E0,8.217907548E-1,3.162131171E0
9.342934292E0,2.110904455E0,2.118459702E0,7.224569321E-1,3.076643162E0
9.352891292E0,1.903624773E0,2.210730076E0,5.927219987E-1,2.976984063E0
9.362847292E0,1.664697409E0,2.320812941E0,4.452012479E-1,2.890604490E0
9.372804292E0,1.447654128E0,2.369434595E0,3.250164688E-1,2.795632036E0
