,time,pitch,roll,yaw,acc_x,acc_y,acc_z,norm
0,0.12360627305617979,-1.578640436584269e-05,3.088644081168541e-05,7.618656721573035e-05,-0.01822846901389888,0.08559718117247192,9.779721485078651,9.780122757118459
1,0.3226553433033708,-3.157280873168538e-05,6.177288162337082e-05,0.0001523731344314607,-0.020345713820292134,0.08745229077258426,9.779177076382023,9.779599058123647
2,0.5217012389775281,3.7750140026966364e-06,0.00016404132860764047,0.00019835962256494383,-0.019203073779707865,0.0874455694269663,9.779492999741574,9.779915594226688
3,0.7207481743146068,-4.8388757689662915e-05,-2.6425081994606693e-05,0.00021963695484539323,-0.019458487397415732,0.08704900607943819,9.779183848539326,9.779601419007497
4,0.919795464224719,-3.6720543256629204e-05,-0.00010226846449393254,0.00024365974844898873,-0.017247142937393257,0.08720359851123595,9.781455597146067,9.781870181982288
5,1.1188414182134832,-4.838875522426966e-05,0.00018051409340000003,0.0004049556301964045,-0.07899675473285393,0.0794134818522472,9.779459374651685,9.780475845432608
6,1.3178885496741575,-0.0001691890731296629,0.0001997323253186517,0.02135523143867281,-0.06292585834042697,0.08305648728921348,9.778397452943821,9.781783626647927
7,1.5169340867415728,-0.0003438690786013483,0.00046226710720719097,0.04653214545779641,-0.006916333491988763,0.07116630955674157,9.778263017022471,9.780457110167866
8,1.7159821659438201,-0.0008212362444999999,0.0007333814607561797,0.11351695169262788,-0.03196031358180899,0.05329407497544945,9.779587113393259,9.781316015731706
9,1.9150288743258428,-0.0014749993304103372,0.0008277567084164044,0.2025629154892571,-0.029043221198651676,0.05199684275872921,9.781637148898877,9.784397657517623
10,2.1140744716741575,-0.001989087047682023,0.00220220352667573,0.3100377914750998,0.01030392483685393,0.05834185516802247,9.779620759966294,9.782559159783165
11,2.313122139438202,-0.002574556769266742,0.0034688909684226963,0.4141930609755492,-0.0549609862882809,0.0439109838205618,9.779708069404494,9.784083550289672
12,2.5121680145842693,-0.0031315423273083147,0.003922235346145393,0.5275470007807177,0.042365059218831456,0.059860894850202254,9.777342142651685,9.783951735995819
13,2.711215992314607,-0.003644257313278652,0.004918151610375056,0.6403120391283581,0.02528595168075281,0.07168385757653933,9.778921695247192,9.781387834951527
14,2.9102632939213486,-0.004612718959725843,0.006783006525245617,0.7812050194672345,-0.1262415572080674,0.0149148130716618,9.781375070573032,9.785798219851884
15,3.109309036617977,-0.00524142970367281,0.008183192038044268,0.8874132089517289,0.051452408306325845,0.052635376740405616,9.778874675853933,9.78214940511965
16,3.3083565548988765,-0.005919901944225843,0.009548029738480223,0.9806274707510547,-0.07465472170839325,0.04334638524048315,9.78177159552809,9.785015253929693
17,3.5074028031123587,-0.00626377103101281,0.010669207699711683,1.0579602655499312,0.022751978988785396,0.03927993144004382,9.778451180168538,9.780483208179023
18,3.706448183786516,-0.006692749430990563,0.011643846635815951,1.131099710514875,-0.0905911903708764,0.04550395862454943,9.781818636325843,9.783617770385879
19,3.9054979349775283,-0.007297780571189889,0.01253028761348112,1.2125280474775717,-0.0352605266591809,0.03632923115346068,9.781610263853933,9.783725638515328
20,4.104544537752808,-0.007757645416985395,0.013619549585123366,1.2872015192377964,-0.02913059989221349,0.0437496702613809,9.780924668471911,9.781876082431424
21,4.3035915464494385,-0.008081953088263597,0.014485399602627637,1.3476672263413918,-0.04428066205643821,0.04573248676311011,9.780797004662922,9.781674572362133
22,4.50263808952809,-0.008457394986398654,0.015544118311396175,1.4096401917265604,-0.11955375542649439,0.05648674576965282,9.779775255157304,9.782810699797635
