"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.950244208E0,-3.113525391E-2,9.939331055E-2,9.761650543E0
1.960201208E0,-2.559677124E-2,9.445358276E-2,9.760453033E0
1.970158208E0,-2.814147949E-2,9.056167603E-2,9.751920776E0
1.980114208E0,-2.350112915E-2,9.475296021E-2,9.760303345E0
1.990071208E0,-1.975891113E-2,9.624984741E-2,9.760752411E0
2.000028083E0,-1.466949463E-2,9.445358276E-2,9.755662994E0
2.009984083E0,-1.841171265E-2,9.026229858E-2,9.761351166E0
2.019941083E0,-1.556762695E-2,9.550140381E-2,9.762548676E0
2.029898083E0,-1.466949463E-2,9.595046997E-2,9.764195251E0
2.039855083E0,-2.529739380E-2,9.370513916E-2,9.753567352E0
2.049811083E0,-2.589614868E-2,9.280700684E-2,9.756710815E0
2.059768083E0,-2.634521484E-2,8.622070312E-2,9.760453033E0
2.069725083E0,-2.080673218E-2,8.846603394E-2,9.758507080E0
2.079681083E0,-2.784210205E-2,9.071136475E-2,9.755363617E0
2.089638083E0,-2.604583740E-2,9.280700684E-2,9.771529999E0
2.099595083E0,-2.574645996E-2,9.220825195E-2,9.755213928E0
2.109551083E0,-2.814147949E-2,9.235794067E-2,9.755064240E0
2.119508083E0,-1.841171265E-2,9.789642334E-2,9.767189026E0
2.129465083E0,-1.511856079E-2,9.580078125E-2,9.769434357E0
2.139421083E0,-2.589614868E-2,8.681945801E-2,9.757758636E0
2.149378083E0,-2.634521484E-2,8.008346558E-2,9.755363617E0
2.159335083E0,-2.380050659E-2,8.562194824E-2,9.756710815E0
2.169291083E0,-1.901046753E-2,8.831634521E-2,9.762249298E0
2.179248083E0,-2.170486450E-2,8.921447754E-2,9.768685913E0
2.189205083E0,-2.350112915E-2,9.280700684E-2,9.763297119E0
2.199161083E0,-2.694396973E-2,9.460327148E-2,9.752070465E0
2.209118083E0,-1.796264648E-2,8.846603394E-2,9.749525757E0
2.219075083E0,-2.559677124E-2,8.996292114E-2,9.757758636E0
2.229032083E0,-2.275268555E-2,9.310638428E-2,9.763297119E0
2.238988083E0,-2.574645996E-2,9.565109253E-2,9.753717041E0
2.248945083E0,-1.871109009E-2,9.056167603E-2,9.764045563E0
2.258902083E0,-2.050735474E-2,9.265731812E-2,9.760602722E0
2.268858083E0,-2.499801636E-2,8.801696777E-2,9.759105835E0
2.278815083E0,-2.769241333E-2,9.505233765E-2,9.751471710E0
2.288772083E0,-2.559677124E-2,9.684860229E-2,9.765093384E0
2.298728083E0,-2.200424194E-2,9.804611206E-2,9.760902100E0
2.308685083E0,-1.856140137E-2,9.624984741E-2,9.760453033E0
2.318642083E0,-1.945953369E-2,9.684860229E-2,9.757010193E0
2.328598083E0,-2.814147949E-2,9.280700684E-2,9.762698364E0
2.338555083E0,-2.514770508E-2,9.041198730E-2,9.755363617E0
2.348512083E0,-2.514770508E-2,8.816665649E-2,9.760752411E0
2.358468083E0,-3.397933960E-2,8.891510010E-2,9.752369843E0
2.368425083E0,-2.439926147E-2,8.442443848E-2,9.759554901E0
2.378382083E0,-2.739303589E-2,9.415420532E-2,9.757010193E0
2.388338083E0,-3.083587646E-2,9.475296021E-2,9.755213928E0
2.398295083E0,-1.945953369E-2,9.834548950E-2,9.756710815E0
2.408252083E0,-2.619552612E-2,9.520202637E-2,9.754914551E0
2.418208083E0,-2.649490356E-2,8.666976929E-2,9.752220154E0
2.428165083E0,-1.901046753E-2,8.696914673E-2,9.746981049E0
2.438122083E0,-2.424957275E-2,9.235794067E-2,9.764045563E0
2.448079083E0,-2.275268555E-2,8.652008057E-2,9.761500854E0
2.458035083E0,-2.140548706E-2,9.325607300E-2,9.757309570E0
2.467992083E0,-2.454895020E-2,9.340576172E-2,9.762548676E0
