time,x,y,z,norm
3.071307958E0,3.916399994E-1,-8.151239352E-1,-1.107316464E-1,9.110820031E-1
3.081263958E0,4.195343244E-1,-7.699116558E-1,-2.018230802E-1,8.997252707E-1
3.091218958E0,3.870338552E-1,-7.042624806E-1,-4.432692325E-1,9.177518505E-1
3.101174958E0,3.146532923E-1,-6.958515532E-1,-7.068628836E-1,1.040610981E0
3.111129958E0,2.343817291E-1,-6.889116392E-1,-9.338786924E-1,1.183918685E0
3.121085958E0,2.116258276E-1,-6.435866547E-1,-1.046136462E0,1.246350982E0
3.131040958E0,1.860664054E-1,-5.626841404E-1,-1.038663136E0,1.195849179E0
3.140996958E0,1.230428493E-1,-4.978399806E-1,-9.504613960E-1,1.079981969E0
3.150951958E0,9.755633466E-2,-4.583047628E-1,-8.288486660E-1,9.521295107E-1
3.160907958E0,1.128227569E-1,-4.280141392E-1,-7.075815064E-1,8.346236673E-1
3.170862958E0,1.315862527E-1,-3.696228205E-1,-5.882246321E-1,7.070673159E-1
3.180818958E0,7.027786765E-2,-3.465732425E-1,-5.066659141E-1,6.178691930E-1
3.190774958E0,7.221738908E-2,-3.669331013E-1,-4.473348016E-1,5.830640417E-1
3.200729958E0,3.743771184E-2,-3.543842456E-1,-4.272811908E-1,5.563802582E-1
3.210685958E0,-5.492863420E-2,-2.712171046E-1,-5.134340662E-1,5.832584444E-1
3.220640958E0,-1.618791055E-1,-1.438289335E-1,-6.634525698E-1,6.978974992E-1
3.230596958E0,-2.477582947E-1,1.079293683E-2,-8.526474184E-1,8.879798872E-1
3.240551958E0,-3.305318815E-1,1.569961323E-1,-9.804962039E-1,1.046552395E0
3.250507958E0,-3.637630698E-1,2.128193539E-1,-1.074417105E0,1.154117743E0
3.260462958E0,-3.751333096E-1,2.385085112E-1,-1.105334258E0,1.191375311E0
3.270418958E0,-4.166813217E-1,2.531012611E-1,-1.055548725E0,1.162698019E0
3.280373958E0,-4.175707928E-1,2.988142084E-1,-9.060921389E-1,1.041469281E0
3.290329958E0,-3.586868461E-1,3.666946810E-1,-6.612668806E-1,8.368961286E-1
3.300284958E0,-2.777486638E-1,3.969855970E-1,-4.032614136E-1,6.303662841E-1
3.310240958E0,-2.818696718E-1,3.452335723E-1,-1.847573966E-1,4.824645344E-1
3.320196958E0,-3.389905733E-1,3.019246347E-1,6.876793385E-2,4.591319228E-1
3.330151958E0,-3.180056107E-1,3.386615212E-1,3.107631397E-1,5.589212139E-1
3.340107958E0,-2.627174092E-1,4.218942241E-1,4.077988529E-1,6.428958530E-1
3.350062958E0,-2.836388199E-1,4.908965582E-1,3.853870600E-1,6.855316164E-1
3.360018958E0,-3.235765454E-1,5.238313658E-1,2.744612861E-1,6.741142915E-1
3.369973958E0,-3.389575365E-1,5.642452738E-1,1.223980111E-1,6.695119220E-1
3.379929958E0,-3.808022583E-1,6.258485413E-1,-3.161998808E-2,7.332779692E-1
3.389884958E0,-4.539196069E-1,6.554822302E-1,-7.306797624E-2,8.006490447E-1
3.399840958E0,-5.094803251E-1,6.757704605E-1,-3.354723036E-2,8.469718612E-1
3.409795958E0,-4.826051333E-1,7.158184791E-1,8.798305392E-2,8.677815551E-1
3.419751958E0,-4.914868711E-1,6.938246890E-1,2.562138802E-1,8.880301774E-1
3.429706958E0,-5.155277348E-1,6.576913083E-1,5.035850161E-1,9.756662190E-1
3.439662958E0,-4.588776072E-1,6.182972277E-1,7.281531805E-1,1.059748637E0
3.449617958E0,-4.002177186E-1,5.281409099E-1,8.777916151E-1,1.099829606E0
3.459573958E0,-3.159566367E-1,4.582217324E-1,1.050353474E0,1.188712822E0
3.469529958E0,-1.417390290E-1,3.761821539E-1,1.270184809E0,1.332280907E0
3.479484958E0,4.921678159E-2,2.551398928E-1,1.348921661E0,1.373720606E0
3.489440958E0,2.348965399E-1,3.604115555E-1,1.246709408E0,1.318846928E0
3.499395958E0,3.051262411E-1,6.189703153E-1,9.701437086E-1,1.190548231E0
3.509351958E0,3.343448874E-1,9.589768423E-1,5.647346127E-1,1.162044866E0
3.519306958E0,3.240329571E-1,1.210304789E0,1.824185103E-1,1.266140416E0
3.529262958E0,2.246822581E-1,1.177882563E0,2.468869865E-2,1.199374412E0
3.539217958E0,1.019948830E-1,7.990155870E-1,1.487169135E-1,8.191126813E-1
3.549173958E0,-7.284146972E-2,1.431946568E-1,5.640615982E-1,5.864947365E-1
3.559128958E0,-1.827846557E-1,-6.254221331E-1,1.142976294E0,1.315658726E0
3.569084958E0,-1.441492148E-1,-1.235733599E0,1.821594787E0,2.205906637E0
3.579039958E0,8.824142776E-2,-1.435350232E0,2.237865670E0,2.660086389E0
3.588995958E0,1.561707247E-1,-1.430183340E0,2.554642671E0,2.931895779E0
3.598950958E0,6.959659394E-2,-1.367954786E0,2.398690998E0,2.762220572E0
3.608906958E0,2.105150759E-1,-1.222708341E0,1.744863530E0,2.141000005E0
3.618861958E0,4.815069896E-1,-1.010034729E0,9.480804098E-1,1.466586376E0
3.628817958E0,5.569622744E-1,-7.517928886E-1,3.781218946E-1,1.009146020E0
3.638773958E0,6.622771333E-1,-5.002601431E-1,1.694113791E-2,8.301555362E-1
3.648728958E0,7.412168104E-1,-3.950108461E-1,-1.598131746E-1,8.549714494E-1
3.658684958E0,6.639079218E-1,-3.742260410E-1,-2.996183467E-1,8.188956051E-1
3.668639958E0,5.977224838E-1,-4.174571376E-1,-4.906866431E-1,8.788151177E-1
3.678595958E0,4.935497688E-1,-6.158185199E-1,-6.075964576E-1,9.959906019E-1
3.688550958E0,4.329476178E-1,-8.268980348E-1,-6.567674482E-1,1.141292023E0
3.698506958E0,3.378968881E-1,-1.024426481E0,-6.538859403E-1,1.261424094E0
3.708461958E0,2.425601565E-1,-1.143971490E0,-5.463866347E-1,1.290753483E0
3.718417958E0,2.726086323E-1,-1.181501112E0,-3.481671935E-1,1.261539036E0
3.728372958E0,3.465793456E-1,-1.130335052E0,-2.460941041E-1,1.207616197E0
3.738328958E0,3.285141535E-1,-1.011313369E0,-1.860660034E-1,1.079489156E0
3.748283958E0,2.575795705E-1,-9.131090900E-1,-1.763414991E-1,9.649931449E-1
3.758239958E0,1.162857704E-1,-8.185468952E-1,-2.223380363E-1,8.561399433E-1
3.768194958E0,1.335014351E-2,-7.320901108E-1,-2.653548324E-1,7.788114943E-1
3.778150958E0,-5.149935186E-3,-7.016305026E-1,-2.600104773E-1,7.482762407E-1
3.788106958E0,4.053311817E-2,-8.149102195E-1,-2.922841841E-1,8.666900506E-1
3.798061958E0,1.329785661E-1,-8.910725422E-1,-3.545237017E-1,9.681841920E-1
3.808017958E0,1.846702182E-1,-8.472251491E-1,-4.344305813E-1,9.698574497E-1
3.817972958E0,1.704066483E-1,-7.908220299E-1,-5.797221959E-1,9.952465690E-1
3.827928958E0,1.778640410E-1,-7.073338768E-1,-7.288718033E-1,1.031121203E0
3.837883958E0,1.883740274E-1,-5.962221614E-1,-8.999531472E-1,1.095847301E0
3.847839958E0,1.898230222E-1,-5.010813846E-1,-1.085234454E0,1.210309528E0
3.857794958E0,1.926454549E-1,-4.066677091E-1,-1.212775676E0,1.293567060E0
3.867750958E0,1.450190246E-1,-3.539878044E-1,-1.285061880E0,1.340791527E0
3.877705958E0,3.362772094E-2,-3.068108605E-1,-1.285285243E0,1.321825210E0
3.887661958E0,-2.129488332E-2,-2.189542526E-1,-1.206515062E0,1.226406553E0
3.897616958E0,1.359901562E-2,-1.093648598E-1,-1.070764350E0,1.076420874E0
3.907572958E0,8.821692428E-2,-5.293469712E-2,-9.145881432E-1,9.203563330E-1
3.917527958E0,1.249044749E-1,-1.646605164E-2,-8.106737655E-1,8.204049079E-1
3.927483958E0,1.201286701E-1,8.295006305E-3,-7.188870978E-1,7.289021635E-1
3.937439958E0,1.491101935E-1,9.379343212E-2,-6.040267324E-1,6.291894399E-1
3.947394958E0,1.815427984E-1,1.651939286E-1,-4.990639490E-1,5.561579334E-1
3.957350958E0,2.166457719E-1,1.174715857E-1,-3.403079510E-1,4.201719474E-1
3.967305958E0,2.869049284E-1,6.331072748E-2,-2.518395782E-1,3.869701013E-1
3.977261958E0,3.476619941E-1,1.962647170E-2,-1.971915007E-1,4.001731481E-1
3.987216958E0,3.523369161E-1,-3.136256441E-2,-1.906765330E-1,4.018487939E-1
3.997172958E0,3.207008482E-1,2.011296004E-3,-2.937915963E-1,4.349328470E-1
4.007127958E0,2.463469413E-1,1.240239756E-1,-3.852730393E-1,4.738186118E-1
4.017083958E0,1.749274596E-1,2.511848362E-1,-4.561611736E-1,5.493418374E-1
4.027038125E0,1.267567449E-1,3.402559108E-1,-4.847207290E-1,6.056364770E-1
4.036994125E0,1.716184837E-1,3.681826513E-1,-4.977945185E-1,6.425035029E-1
4.046949125E0,2.059516712E-1,3.576105930E-1,-4.874443620E-1,6.386731818E-1
4.056905125E0,2.251170717E-1,3.568380296E-1,-4.099172992E-1,5.882544241E-1
4.066860125E0,2.035618594E-1,4.113228236E-1,-2.997031313E-1,5.481294215E-1
4.076816125E0,1.908121884E-1,4.421714178E-1,-2.829847723E-1,5.585742881E-1
4.086772125E0,2.194893277E-1,4.638793521E-1,-4.192944789E-1,6.626971241E-1
4.096727125E0,2.153998581E-1,5.019229451E-1,-6.079952377E-1,8.173016278E-1
4.106683125E0,1.909937810E-1,4.955078186E-1,-7.191513920E-1,8.939716703E-1
4.116638125E0,1.352369618E-1,4.680089481E-1,-6.697710711E-1,8.281996734E-1
4.126594125E0,8.446070949E-2,5.534529948E-1,-3.526087385E-1,6.616469991E-1
4.136549125E0,3.681132887E-2,6.641399100E-1,9.127445161E-2,6.713925227E-1
4.146505125E0,2.829409182E-2,6.299940710E-1,5.225171310E-1,8.189732824E-1
4.156460125E0,1.823675665E-1,4.578109655E-1,8.675420308E-1,9.977364304E-1
4.166416125E0,3.946658604E-1,2.225837655E-1,1.083106652E0,1.174063327E0
4.176371125E0,5.423500459E-1,4.346556991E-2,1.236977887E0,1.351350110E0
4.186327125E0,6.238262817E-1,-1.130759414E-1,1.381097719E0,1.519663222E0
4.196282125E0,7.137484185E-1,-1.675950877E-1,1.309470497E0,1.500745781E0
4.206238125E0,7.307328258E-1,-1.169609776E-1,9.657559580E-1,1.216690143E0
4.216193125E0,5.475935731E-1,-1.335226312E-2,4.716060090E-1,7.228064969E-1
4.226149125E0,4.025467376E-1,2.659579727E-1,5.205893040E-2,4.852706992E-1
4.236104125E0,2.551636106E-1,4.854620098E-1,-1.940492070E-1,5.817533204E-1
4.246060125E0,8.640299007E-2,4.625827320E-1,-1.696657330E-1,5.002346665E-1
4.256016125E0,-9.000613572E-2,3.929271908E-1,9.584931314E-2,4.143428201E-1
4.265971125E0,-2.029430230E-1,2.810591380E-1,4.174374032E-1,5.426178169E-1
4.275927125E0,-5.652806696E-1,-2.213508801E-1,1.023766769E0,1.190225544E0
4.285882125E0,-8.776337403E-1,-1.063582361E0,1.950519460E0,2.388718188E0
4.295838125E0,-7.521989778E-1,-1.858488525E0,2.899668741E0,3.525317249E0
4.305793125E0,-4.301203794E-1,-2.272572404E0,3.447751068E0,4.151695593E0
4.315749125E0,-1.455744005E-1,-2.339837164E0,3.418644213E0,4.145257304E0
4.325704125E0,-9.448095504E-3,-2.094041561E0,2.761318356E0,3.465541572E0
4.335660125E0,-8.246766776E-4,-1.673244347E0,1.773709599E0,2.438399694E0
4.345615125E0,-1.594682620E-1,-1.274650035E0,8.043277824E-1,1.515620672E0
4.355571125E0,-3.063899340E-1,-9.496473174E-1,-2.971671939E-2,9.982924935E-1
4.365526125E0,-3.993006559E-1,-7.877808930E-1,-6.510880476E-1,1.097249012E0
4.375482125E0,-4.801936685E-1,-7.428168279E-1,-9.869649786E-1,1.325316063E0
4.385437125E0,-5.536281920E-1,-7.666888167E-1,-9.343862307E-1,1.329433543E0
4.395393125E0,-5.765362673E-1,-8.896619014E-1,-5.971071374E-1,1.216728934E0
4.405349125E0,-6.447552938E-1,-1.090597374E0,-1.689161199E-1,1.278141102E0
4.415304125E0,-7.601353305E-1,-1.409045948E0,8.528573334E-2,1.603274730E0
4.425260125E0,-8.754992142E-1,-1.733097324E0,1.403513020E-1,1.946746952E0
4.435215125E0,-9.728088695E-1,-1.957979191E0,1.229260147E-1,2.189783189E0
4.445171125E0,-9.594117290E-1,-1.949280873E0,3.763677299E-2,2.172920458E0
4.455126125E0,-8.410203762E-1,-1.854165824E0,-2.365198731E-2,2.036125142E0
4.465082125E0,-6.061938202E-1,-1.767399576E0,-2.014704931E-1,1.879298425E0
4.475037125E0,-3.684453374E-1,-1.639985823E0,-4.035110897E-1,1.728619873E0
4.484993125E0,-1.861832949E-1,-1.552813047E0,-3.592196006E-1,1.604659248E0
4.494948125E0,-2.447955105E-2,-1.510273092E0,-6.147002399E-2,1.511721741E0
4.504904125E0,1.617363969E-1,-1.465557533E0,2.652326256E-1,1.498120786E0
4.514859125E0,3.006807492E-1,-1.387250598E0,3.387479138E-1,1.459322885E0
4.524815125E0,3.092861331E-1,-1.359255591E0,1.461265969E-1,1.401637134E0
4.534770125E0,2.172938626E-1,-1.381039393E0,-9.475354493E-2,1.401236833E0
4.544726125E0,1.570226823E-1,-1.350766165E0,-4.184863937E-1,1.422798727E0
4.554681125E0,9.810746214E-2,-1.266430166E0,-7.349154854E-1,1.467505097E0
4.564637125E0,1.054395508E-2,-1.254070906E0,-8.734868950E-1,1.528327310E0
4.574593125E0,-3.581828892E-2,-1.356743627E0,-8.723928809E-1,1.613414255E0
4.584548125E0,-4.457657743E-2,-1.354959788E0,-8.282849944E-1,1.588697306E0
4.594504125E0,-8.182635611E-2,-1.322774374E0,-6.730759174E-1,1.486424834E0
4.604459125E0,-1.776323450E-1,-1.319139599E0,-5.132147956E-1,1.426559483E0
4.614415125E0,-1.396268503E-1,-1.225014191E0,-3.386204445E-1,1.278600497E0
4.624370125E0,-8.369120677E-2,-1.136009336E0,-2.022949505E-1,1.156911698E0
4.634326125E0,-9.214976152E-2,-1.079239743E0,-1.424451900E-1,1.092492852E0
4.644281125E0,-1.524959507E-1,-1.002707730E0,-1.620012027E-1,1.027094054E0
4.654237125E0,-2.121927700E-1,-9.272361092E-1,-1.687114674E-1,9.660518273E-1
4.664192125E0,-2.057235567E-1,-9.370749266E-1,-1.249520749E-1,9.674939901E-1
4.674148125E0,-1.626976792E-1,-9.710500270E-1,-8.525942087E-2,9.882701344E-1
4.684103125E0,-1.245754046E-1,-1.027444668E0,-3.762215495E-2,1.035652936E0
4.694059125E0,-7.912475975E-2,-1.091129471E0,5.429315150E-2,1.095341041E0
4.704014125E0,-1.001514386E-1,-1.142283545E0,8.841399372E-2,1.150069146E0
4.713970125E0,-1.485847298E-1,-1.142823243E0,1.719373763E-2,1.152570176E0
4.723926125E0,-2.057918230E-1,-1.125374274E0,-1.019456202E-1,1.148568866E0
4.733881125E0,-3.307526504E-1,-1.092908486E0,-1.654650933E-1,1.153787230E0
4.743837125E0,-4.100397983E-1,-1.011762289E0,-1.117145634E-1,1.097394965E0
4.753792125E0,-3.935153111E-1,-9.713086201E-1,3.897578537E-2,1.048720100E0
4.763748125E0,-3.408518882E-1,-9.610705841E-1,1.377890521E-1,1.028991011E0
4.773703125E0,-3.596210850E-1,-9.184221625E-1,9.969853520E-2,9.913457476E-1
4.783659125E0,-4.289242218E-1,-8.435697623E-1,1.861051798E-2,9.465369952E-1
4.793614125E0,-4.418461664E-1,-7.912092617E-1,4.271098673E-2,9.072289452E-1
4.803570125E0,-3.138459015E-1,-7.952078801E-1,2.255668688E-1,8.841579241E-1
4.813525125E0,-1.236658153E-1,-7.669365925E-1,4.234460020E-1,8.847550437E-1
4.823481125E0,2.372677686E-2,-6.412938152E-1,5.108057427E-1,8.202092564E-1
4.833436125E0,5.528728779E-2,-4.932810527E-1,4.676755106E-1,6.819847978E-1
4.843392125E0,5.426552340E-2,-4.026677750E-1,2.824000508E-1,4.948089255E-1
4.853347125E0,2.940681696E-2,-3.909998024E-1,7.145414472E-2,3.985615399E-1
4.863303125E0,3.987928983E-2,-3.932406016E-1,-2.923666298E-2,3.963373701E-1
4.873259125E0,4.848858397E-2,-3.684500152E-1,-6.604430079E-3,3.716855862E-1
4.883214125E0,7.016194660E-2,-4.157867342E-1,8.726209223E-2,4.305995586E-1
4.893170125E0,5.928396933E-2,-5.069158825E-1,1.912495601E-1,5.450272426E-1
4.903125125E0,5.569045331E-2,-6.086167967E-1,2.511513609E-1,6.607517218E-1
4.913081125E0,8.025354646E-2,-6.708723941E-1,3.284345949E-1,7.512520776E-1
4.923036125E0,1.022128745E-1,-6.819109140E-1,3.956629568E-1,7.949837368E-1
4.932992125E0,8.711134370E-2,-6.696181664E-1,4.638520163E-1,8.192286421E-1
4.942947125E0,-1.435352571E-2,-6.095209225E-1,4.817304629E-1,7.770366899E-1
4.952903125E0,-9.638901114E-2,-4.506614287E-1,3.165489596E-1,5.590973159E-1
4.962858125E0,-1.362494802E-1,-3.578779569E-1,5.800554872E-2,3.873050433E-1
4.972814125E0,-1.757194284E-1,-3.275866024E-1,-1.712643617E-1,4.092942477E-1
4.982769125E0,-1.979978682E-1,-2.744511996E-1,-2.793185681E-1,4.388000448E-1
4.992725125E0,-1.657580022E-1,-1.875210831E-1,-3.008304745E-1,3.913295878E-1
5.002680125E0,-1.518338083E-1,-1.772387543E-1,-2.788759339E-1,3.636466250E-1
5.012636125E0,-1.714309708E-1,-2.219604523E-1,-2.232414311E-1,3.584574685E-1
5.022591125E0,-1.492749937E-1,-2.854571213E-1,-1.075840902E-1,3.396220374E-1
5.032547708E0,-9.355234411E-2,-3.672434422E-1,2.407240212E-2,3.797357864E-1
5.042503708E0,-2.271778498E-2,-4.728925426E-1,1.355665255E-1,4.924649606E-1
5.052458708E0,-7.477236651E-3,-5.642633271E-1,1.625759840E-1,5.872648142E-1
5.062414708E0,-8.443145514E-2,-5.620530796E-1,3.643984795E-2,5.695262921E-1
5.072369708E0,-1.464123796E-1,-5.582658380E-1,-8.731296301E-2,5.837130154E-1
5.082325708E0,-1.316453826E-1,-5.487278599E-1,-1.379264617E-1,5.809100445E-1
5.092280708E0,-8.032744065E-2,-5.083317858E-1,-8.617334068E-2,5.218041269E-1
5.102236708E0,4.222968780E-3,-4.300621265E-1,3.899157286E-2,4.318467424E-1
5.112191708E0,9.385413352E-2,-3.306522976E-1,6.311776936E-2,3.494615760E-1
5.122147708E0,1.381166058E-1,-2.936290437E-1,1.591378212E-2,3.248806867E-1
5.132102708E0,1.284868995E-1,-3.127668343E-1,-4.431604743E-2,3.410218293E-1
5.142058708E0,1.468498975E-1,-3.199160787E-1,-7.906371117E-2,3.607800719E-1
5.152013708E0,1.834229523E-1,-3.303220761E-1,-8.109561861E-2,3.864364796E-1
5.161969708E0,2.177006827E-1,-4.007510577E-1,-6.511283934E-2,4.606893523E-1
5.171924708E0,2.201168253E-1,-4.583516867E-1,-1.159385920E-2,5.085981745E-1
5.181880708E0,2.221274634E-1,-4.295873326E-1,2.378939688E-2,4.842022529E-1
5.191835708E0,2.526362247E-1,-3.974897732E-1,2.374144971E-2,4.715790902E-1
5.201791708E0,3.057692521E-1,-4.003692345E-1,-8.381691277E-2,5.107011204E-1
5.211747708E0,3.120059654E-1,-4.505709431E-1,-1.963769835E-1,5.821733563E-1
5.221702708E0,2.728865578E-1,-4.999714369E-1,-2.242576772E-1,6.121519557E-1
5.231658708E0,2.168136600E-1,-4.870018740E-1,-1.718344653E-1,5.600946991E-1
5.241613708E0,1.706729890E-1,-4.363807739E-1,-6.333703995E-2,4.728308679E-1
5.251569708E0,9.960399304E-2,-4.251212293E-1,2.268018007E-2,4.372223754E-1
5.261524708E0,3.206850607E-2,-4.416342048E-1,1.038500583E-1,4.548120431E-1
5.271480708E0,1.454286586E-2,-4.041463897E-1,1.402372813E-1,4.280330528E-1
5.281435708E0,-2.353391010E-2,-3.534041061E-1,1.047166157E-1,3.693424924E-1
5.291391708E0,-9.324383039E-2,-2.805989622E-1,-4.936044037E-2,2.997776552E-1
5.301346708E0,-1.701297461E-1,-2.703768598E-1,-1.884990299E-1,3.709173238E-1
5.311302708E0,-2.200803167E-1,-3.038830134E-1,-3.055667192E-1,4.838917767E-1
5.321257708E0,-2.308401437E-1,-3.176162226E-1,-3.493062311E-1,5.255302845E-1
5.331213708E0,-2.415797247E-1,-3.515607713E-1,-3.130207497E-1,5.290914184E-1
5.341168708E0,-2.315961521E-1,-3.828673486E-1,-1.902198654E-1,4.862178334E-1
5.351124708E0,-1.842071370E-1,-3.810408247E-1,6.655768633E-2,4.284323809E-1
5.361079708E0,-9.984339997E-2,-3.672674158E-1,2.602022660E-1,4.610415149E-1
5.371035708E0,-1.472877078E-3,-3.548018830E-1,1.074268001E-1,3.707115629E-1
5.380990708E0,4.997710235E-2,-4.184903406E-1,-2.488738704E-1,4.894589659E-1
5.390946708E0,5.862601139E-3,-4.564149427E-1,-4.897393942E-1,6.694726613E-1
5.400902708E0,5.166201409E-2,-4.028551783E-1,-3.673443067E-1,5.476340914E-1
5.410857708E0,2.898671279E-1,-5.365976648E-1,9.799582601E-2,6.177080116E-1
5.420813708E0,2.332665554E-1,-4.626255628E-1,6.581023675E-1,8.375765180E-1
5.430768708E0,1.602539085E-2,-2.312813526E-1,8.273950481E-1,8.592615684E-1
5.440724708E0,3.298235644E-1,-4.408603258E-1,6.387317115E-1,8.432790818E-1
5.450679708E0,5.784773602E-1,-6.880836734E-1,4.778707159E-1,1.018064644E0
5.460635708E0,4.532873767E-1,-5.616177544E-1,2.181268716E-1,7.539650390E-1
5.470590708E0,3.986895122E-1,-3.350208986E-1,-5.955447614E-2,5.241555735E-1
5.480546708E0,9.150839871E-1,-3.753076297E-1,-1.179660555E0,1.539426369E0
5.490501708E0,1.192517267E0,-7.278792384E-1,-2.088245947E0,2.512504080E0
5.500457708E0,-2.941982336E-1,-7.136374676E-1,-1.001359654E0,1.264338638E0
5.510412708E0,-2.267008997E-1,-2.829141672E-1,-3.170494813E-1,4.816161309E-1
5.520368708E0,2.809897023E-1,1.955003397E-1,5.383063674E-2,3.465159926E-1
5.530323708E0,1.110198776E-1,3.846080647E-1,4.355994397E-1,5.916043007E-1
5.540279708E0,-2.865611852E-1,1.907892381E-1,5.418018329E-1,6.419245068E-1
5.550234708E0,-3.963292471E-1,-1.912084834E-1,3.512533540E-1,5.630421608E-1
5.560190708E0,-9.679955877E-3,-2.023797351E-1,4.531007409E-2,2.076156582E-1
5.570146708E0,1.740179983E-1,-1.641908388E-1,3.482285893E-1,4.224973913E-1
5.580101708E0,-1.074799367E-1,-1.988797380E-1,5.955523628E-1,6.370146810E-1
5.590057708E0,-4.770860195E-2,-7.286800146E-2,3.350805402E-2,9.332012656E-2
5.600012708E0,-5.399585713E-2,-5.355464816E-3,-5.240444237E-1,5.268460796E-1
5.609968708E0,-2.272420230E-1,-5.646948516E-3,-6.673906696E-1,7.050398080E-1
5.619923708E0,-3.404184633E-1,5.782910898E-2,-5.250372809E-1,6.284051897E-1
5.629879708E0,-3.841987231E-1,1.694471933E-1,-2.640491492E-1,4.960271800E-1
5.639834708E0,-3.928479976E-1,2.280392177E-1,-6.176413894E-3,4.542791896E-1
5.649790708E0,-3.812829725E-1,2.154446076E-1,1.282545823E-1,4.563357557E-1
5.659745708E0,-3.070979222E-1,1.372660187E-1,1.458827680E-1,3.666508908E-1
5.669701708E0,-1.938404979E-1,3.117559969E-2,1.348666137E-1,2.381912260E-1
5.679656708E0,-2.211037622E-1,-7.043409795E-2,2.159265643E-1,3.169733695E-1
5.689612708E0,-2.598056055E-1,-7.875351638E-2,2.736543703E-1,3.854708593E-1
5.699567708E0,-2.800665001E-1,-1.303987563E-2,2.305551285E-1,3.629916667E-1
5.709523708E0,-2.196372805E-1,3.897183850E-2,1.341339576E-1,2.602907178E-1
5.719478708E0,-1.457061821E-1,3.855800182E-3,5.000246465E-2,1.540954418E-1
5.729434708E0,-9.809976026E-2,-4.576381803E-2,4.272735894E-2,1.163766180E-1
5.739390708E0,-5.974977314E-3,-6.288519636E-2,-2.718662918E-2,6.877035030E-2
5.749345708E0,5.775324136E-2,-1.249240083E-1,-8.200076759E-2,1.602047771E-1
5.759301708E0,1.291963495E-1,-1.612488122E-1,-3.872026205E-2,2.102192542E-1
5.769256708E0,1.493515556E-1,-1.205112608E-1,1.661603272E-2,1.926264356E-1
5.779212708E0,3.380618893E-2,-1.047160310E-1,-1.537291467E-2,1.111063997E-1
5.789167708E0,-1.075868677E-1,-1.168109965E-1,-5.098596632E-2,1.667912221E-1
5.799123708E0,-1.766629498E-1,-1.202697708E-1,-6.444274843E-2,2.232207056E-1
5.809078708E0,-1.862877591E-1,-1.376627523E-1,-1.027589679E-1,2.534039621E-1
5.819034708E0,-1.716977135E-1,-1.780401152E-1,-1.472937012E-1,2.878781372E-1
5.828989708E0,-1.746632020E-1,-1.994686988E-1,-1.087161112E-1,2.865557341E-1
5.838945708E0,-1.497233655E-1,-1.620906651E-1,-7.885555029E-3,2.208000268E-1
5.848900708E0,-7.982991569E-2,-1.135671075E-1,-2.918520749E-2,1.418523164E-1
5.858856708E0,-7.324748576E-2,-1.347926465E-1,-1.399057442E-1,2.076243458E-1
5.868811708E0,-8.420896858E-2,-1.397084007E-1,-1.690728253E-1,2.349366039E-1
5.878767708E0,-3.228145435E-2,-1.172300957E-1,-1.459389013E-1,1.899556542E-1
5.888722708E0,-2.526289523E-3,-6.347634986E-2,-6.080227196E-2,8.793489300E-2
5.898678708E0,-3.719048426E-3,4.708178043E-3,1.815034211E-2,1.911630666E-2
5.908634708E0,-1.187109031E-2,2.152593970E-2,-5.919136405E-3,2.528487771E-2
5.918589708E0,1.679174155E-3,-1.410757720E-2,-6.678748190E-2,6.828185044E-2
5.928545708E0,-5.728349067E-2,-7.034288138E-2,-1.836598742E-1,2.048425460E-1
5.938500708E0,-1.567168546E-1,-7.263805971E-2,-2.253341496E-1,2.839224176E-1
5.948456708E0,-1.102262277E-1,-3.368449375E-2,-2.106202161E-1,2.400944436E-1
5.958411708E0,-4.243836030E-2,-2.858703732E-2,-2.340657967E-1,2.395934689E-1
5.968367708E0,2.085694514E-2,-2.651302993E-2,-2.661623329E-1,2.682915212E-1
5.978322708E0,1.265558930E-1,-3.861369655E-2,-1.690248781E-1,2.146551212E-1
5.988278708E0,1.621174161E-1,1.900988281E-2,4.879250032E-1,5.145038785E-1
5.998233708E0,-4.500419162E-2,-1.886361471E-1,-2.006056899E-1,2.790190246E-1
6.008189708E0,-6.103968354E-1,4.419998020E-2,-2.369304062E0,2.447067566E0
6.018144708E0,-1.646356657E-2,9.098954603E-2,-2.563097745E-1,2.724790763E-1
6.028099708E0,1.310523288E-1,-9.156096518E-2,1.019112970E0,1.031576158E0
6.038054708E0,2.860099755E-2,-5.781668365E-2,1.211340770E0,1.213056984E0
6.048010708E0,1.724314660E-1,-1.828734237E-1,1.217846966E0,1.243513785E0
6.057965708E0,3.836954606E-1,-3.521557255E-1,1.210368378E0,1.317659846E0
6.067921708E0,3.237829155E-1,-3.378182065E-1,1.196929722E0,1.285144846E0
6.077876708E0,1.308301346E-1,-1.135773401E-1,9.304422837E-1,9.464349844E-1
6.087832708E0,-8.323935404E-2,8.075428739E-2,5.287637115E-1,5.413327143E-1
6.097788708E0,-3.248272283E-1,1.953442191E-1,9.464654088E-2,3.906789729E-1
6.107743708E0,-3.729267166E-1,2.302376246E-1,-4.652892619E-1,6.392009050E-1
