x,y,z
11630,0.017932177,-0.0019234046,0.09019947
11649,0.015588164,0.010475405,0.02674961
11668,0.0073471665,0.01529225,0.08060646
11687,0.001236856,0.009347625,0.09737301
11706,-0.0072010756,-4.5462698E-4,0.011189461
11725,-0.011856616,-0.0040169507,0.05188179
11744,-0.0035930276,-0.0027549118,0.080617905
11762,0.0034453273,-0.003936209,0.025562286
11782,0.016549885,0.0018383041,0.05070114
11801,0.014049292,0.012821458,0.087815285
11820,0.005486667,0.015927106,0.035146713
11839,-0.009800971,0.0074809417,0.042321205
11858,-0.0038155913,-0.005600296,0.077035904
11877,0.0010086894,-0.010351732,0.037531853
11896,0.010538638,-0.015058234,0.03992939
11915,0.017660916,-0.0014809892,0.07703972
11935,0.013958633,0.0027975366,0.056695938
11953,-0.0014440417,0.010833338,0.044714928
11973,-0.004976213,0.0037080199,0.07224274
11992,-0.004863441,0.0012608245,0.056674957
12010,-3.671646E-5,-0.0035131276,0.03752041
12030,0.005919516,-0.0057913214,0.069841385
12048,0.015382469,-0.0055300444,0.06266594
12068,0.010492563,-0.0020505935,0.05070305
12087,0.010667205,0.00741335,0.051890373
12106,-0.0023937225,0.0049523264,0.06505108
12125,-0.004785657,-0.0033468679,0.07343006
12144,0.0013432503,-0.0031273142,0.049482346
12163,-0.0074290037,0.0038595423,0.06506729
12182,0.086497515,-0.04357419,0.019857407
12201,-0.05226618,0.033193655,0.08445835
12220,-0.04171723,-0.033998758,0.067905426
12239,0.013493001,-0.0026722774,0.038769722
12259,0.028339326,0.013032965,0.009926796
12278,0.011636496,-0.0029692873,0.08162022
12297,-0.105656326,-0.13293535,0.08225441
12316,-0.031292498,-0.043979518,0.020529747
12334,0.051725507,0.09685115,0.05317211
12354,0.09781259,0.049068354,0.07330704
12372,-0.2621302,-0.5425819,0.06476784
12393,0.148527,0.15525359,0.01607418
12411,0.16322327,0.22831133,0.053318977
12430,0.2624302,0.09376355,0.062478065
12449,0.4989891,-0.040776506,0.00637722
12468,0.46047038,0.09427979,-0.21917057
12487,0.49388057,0.06428104,-0.63165
12506,0.47389418,0.07678166,-0.35942936
12525,0.11204475,-0.049918905,0.053199768
12545,-0.28075445,-0.3409697,0.22079849
12563,-0.40647984,-0.36188358,0.15043545
12582,-0.3718695,-0.76809084,-0.25050163
12601,-0.7219982,-0.46596947,0.20006847
12623,-2.1081443,-0.3513351,-0.15564442
12639,-0.7254083,-0.56379807,0.3135147
12659,-0.1426444,1.3526483,-0.15563583
12678,2.616859,1.1241814,-0.052217484
12697,1.3154724,0.074023366,0.46975994
12715,-0.25304627,-0.42944914,-0.78124905
12735,-0.25729716,-0.17105895,0.15815163
12754,1.0059878,0.7706717,0.35684013
12773,0.9631363,1.595306,-3.0108738
12792,0.7135613,-0.8886838,2.2713919
12812,-0.25192177,0.008160353,-1.847722
12830,-0.007276416,0.19412708,-1.2176399
12849,-1.5187856,0.82972884,-1.8490953
12867,-2.460954,-0.75992846,-4.73617
12899,-3.3512905,1.3420709,-5.2756004
12905,-4.123424,0.65429616,-8.308761
12925,-3.3421164,0.17442495,-10.074817
12943,-2.395299,1.5582097,-10.668913
12962,-0.4753279,3.6779265,-9.45085
12981,0.59729445,4.3585873,-7.005769
13000,1.0313036,5.6873245,-5.5224257
13020,1.3148375,7.11461,-4.216639
13039,0.29869652,8.868259,-2.0653062
13057,-1.6195279,8.87372,1.9735708
13076,-1.1926897,10.12298,3.9550877
13096,-2.7771726,10.441511,7.0089073
13115,-2.5593889,11.5519,9.863505
13135,-1.6967638,13.149273,13.958977
13153,-1.990595,12.631325,15.3360815
13175,-3.4750926,11.35811,15.9645605
13191,-4.554116,10.559947,14.272625
13210,-4.524334,10.729555,10.510859
13230,-2.7610981,12.17045,6.544412
13249,-0.51703006,16.091627,5.9924583
13268,-4.8519187,18.322857,-3.5380316
13287,-7.3122153,4.2014523,-26.424114
13306,-6.6499414,-5.3900833,-35.391594
13325,-8.706726,-2.5854917,-23.683079
13343,-9.782032,-2.717443,-18.193623
13363,-9.601553,-1.3173801,-12.299226
13382,-8.1629925,1.4038284,-7.349039
13401,-6.4413295,3.4446537,-3.1421528
13420,-4.66203,5.1868496,-0.3371153
13440,-3.5445175,4.847932,2.3451357
13458,-2.2331734,4.523221,4.590944
13478,-0.38026357,4.393858,6.4756784
13497,2.2492366,4.7220235,7.94322
13516,5.2896733,5.415656,7.9326653
13535,9.009415,6.3355727,8.133222
13553,13.342592,7.3736525,7.3980503
13573,15.08257,8.9691,4.5104885
13592,13.505319,9.653412,4.303755
13611,9.822082,10.061485,3.380186
13630,6.6343884,10.628742,1.1876936
13649,4.010987,11.175163,0.65779686
13668,0.95925534,12.597286,0.60122204
13687,-3.4367752,13.889284,-8.537174
13705,-11.371631,6.3946967,-9.378014
13751,-21.959747,-2.0005765,-9.460771
13752,-25.124674,-0.03241849,-7.0135193
13762,-22.04437,4.872321,-1.8724451
13781,-15.92063,6.985092,-1.6432018
13800,-10.713602,8.850371,-1.373271
13820,-7.539134,8.19489,1.8820715
13838,-6.746208,5.3518343,4.0579696
13859,-6.4333377,3.5466454,2.6386175
13877,-2.4164963,6.430707,-1.6215315
13896,5.044879,7.484828,1.1366777
13916,9.654915,7.790822,-0.40849876
13935,12.581271,6.0300026,-5.619769
13954,17.878483,6.019074,-11.573352
13973,21.320011,9.199792,-10.620615
13992,18.000906,8.427276,-5.944127
14011,12.19117,6.7380486,-1.296504
14030,7.472622,6.7350006,2.3057895
14049,3.8214068,7.238513,2.7846193
14068,-1.0144739,9.457747,0.3052101
14087,-9.318854,6.8248944,-4.1734896
14106,-15.467923,-1.7235106,-1.0309467
14126,-18.201313,-1.3969924,-1.4251242
14144,-16.262321,-0.093571186,0.002415657
14164,-11.432353,1.9457732,-0.3551941
14182,-6.63671,3.4472616,-0.2035904
14202,-2.8036165,4.186567,-0.30940056
14221,-0.08021754,3.6113114,0.080257416
14239,1.4877927,2.689145,0.8997383
14258,2.1639175,2.0563178,1.7851233
14277,2.1127553,1.7671454,2.289299
14297,1.0154073,0.793123,1.6370487
14316,-0.18572372,-0.339458,0.4553957
14335,-0.7775539,-0.32682908,0.46016502
14354,-0.9217199,0.018050551,0.40463638
14373,-1.1707817,-0.14627314,0.40377235
14392,-1.6327797,-0.30729544,-0.028170586
14411,-1.7528193,-0.7015084,-0.11649132
14430,-1.7012215,-1.7281408,0.51739216
14449,-1.5312501,-1.9135141,1.0902443
14468,0.6461557,-1.6523197,0.7645998
14487,3.3538656,-3.508509,1.1865578
14506,5.735526,-5.729278,-0.17216682
14526,7.4988947,-6.2856927,-2.3767405
14545,8.3778715,-5.896207,-2.9358215
14564,8.090188,-4.8349905,-2.5764637
14583,7.2660427,-3.7849193,-2.0228558
14602,6.04669,-2.3779666,-1.3726854
14621,4.4971023,-0.44886056,-0.95740795
14640,3.2734623,2.6956453,-0.5686312
14658,1.3733475,6.1480203,-0.62201405
14677,-3.357313,9.3228445,0.060281754
14696,-6.5561905,11.164435,0.1933403
14716,-7.7082696,12.236847,0.052048683
14735,-6.5023265,11.98119,-1.5436335
14754,-5.242198,8.453987,-3.1676388
14773,-4.135876,7.594114,-2.5986814
14792,0.57726264,6.5205603,-4.125472
14811,1.6169939,6.3229547,-3.3310137
14830,0.83216536,5.290887,1.9587598
14849,-1.9154795,0.59502107,10.205121
14868,0.37183404,-2.500765,4.024028
14887,1.9226799,-4.361389,1.8437157
14906,2.2641017,-6.403252,1.7999086
14925,3.1212847,-8.937693,1.033782
14945,2.4893894,-10.565053,0.2550745
14964,1.7345093,-11.10117,0.04078579
14983,0.8047373,-10.223336,1.7317767
15002,1.1910613,-9.553623,2.997673
15021,1.8838265,-8.732241,3.2149944
15041,2.754427,-8.306396,2.8492994
15059,3.2632525,-7.589905,2.9629836
15078,3.482634,-6.043798,2.3231149
15097,3.5429678,-3.809538,1.4322481
15117,4.046444,-1.0111017,-0.4978342
15135,3.564412,2.7283454,-2.816761
15154,2.1197512,7.1019177,-2.9018078
15173,0.8071462,11.309334,-3.594222
15192,-1.4882294,12.575999,-3.0083542
15211,-2.7961507,11.306525,-1.8706303
15230,-2.6208053,10.461135,-2.1902723
15250,-1.4187899,9.359691,-0.90456295
15268,-0.28323317,8.391133,-0.092391014
15287,0.30133384,6.2603602,1.0531998
15307,0.2796781,4.4791203,1.5473347
15326,0.3620715,3.110619,2.095642
15345,0.31845558,2.474268,1.7728567
15364,0.58202535,2.1952343,1.3519831
15383,0.2763009,1.1107452,0.8090315
15402,0.22085309,0.088486254,0.5533457
15421,0.6200958,-2.362362,0.23004627
15440,0.6433665,-3.338945,0.3962326
15459,1.1379333,-4.2093477,0.6076946
15478,2.1211607,-5.8590884,-0.04736328
15497,2.4871988,-6.5161195,-0.60758686
15516,2.6505232,-6.278551,-1.3764925
15535,2.2794223,-4.9515424,-1.6043177
15555,1.9077652,-3.6118164,-1.2325506
15573,0.8021694,-2.6966782,-0.89465904
15592,-0.08839345,-2.007136,-0.43029308
15612,-0.103568375,-1.0064902,0.49058437
15631,-0.60478944,-0.9414475,0.25642204
15650,-0.92980343,-0.5815888,-0.06344223
15668,-0.8943068,-0.14582336,0.2981758
15688,-0.6356243,0.17439127,0.23420048
15707,-0.48097637,0.7752931,0.113544464
15726,-0.38628066,0.9826604,0.10257912
15745,-0.505177,1.5912552,0.6273203
15764,-0.16857246,1.3687723,0.6851387
15783,-0.28816482,0.7085196,0.38453293
15802,-0.12676215,0.34287655,0.1496458
15821,-0.22726049,0.026897073,-0.5229273
15840,-0.14078806,-0.05885327,-0.71170807
15859,0.011177734,0.33525443,-0.2919054
15878,-0.05511132,0.70602703,-0.03385544
15897,0.07363337,0.41673636,-0.25563812
15916,0.18965334,-0.1886127,-0.6063776
15935,0.100943215,-0.532115,-0.35134792
15954,0.14395234,-0.7075882,0.06083107
15973,0.20353495,-0.7177985,-5.2547455E-4
15993,0.12049742,-0.33741534,0.2639408
16012,0.21121526,0.32574177,-1.6333113
16031,-0.37429214,-0.024547577,0.111162186
16050,-0.7018156,0.91466284,-1.0698376
16069,-0.008592457,0.25823212,-0.73911
16088,0.78229284,-1.321244,-0.053346634
16107,0.2979231,-1.8195277,-0.5442867
16126,-0.6346726,-0.14710665,0.39234543
16145,-0.6137893,0.012488842,0.746274
16164,-0.62153864,-0.09798193,1.0101185
16183,-0.64516515,-0.30541754,0.7773981
16202,-0.67387974,-0.4019909,0.30793095
16221,-0.41131452,-0.5653845,2.7287807
16240,-0.70372933,-0.5792292,5.166834
16259,0.4128444,1.7861364,5.932924
16278,0.060708225,2.4245472,-8.650663
16297,-0.48031366,0.6369595,-2.6355886
16316,-1.5766406,0.2986198,-3.1330605
16336,-1.4287394,-0.020881355,-3.0140924
16354,0.15177122,0.068779826,5.028717
16374,0.6225137,0.19453347,4.751904
16392,0.24140358,-0.009089589,0.6720114
16412,-0.93379796,-0.42081413,-3.965911
16431,-0.95924366,-0.35234708,-2.5258808
16450,-0.031312257,-0.1027289,1.0548887
16468,0.5124688,0.12594199,3.3577552
16488,0.078540355,-0.18645704,-0.7155714
16507,-0.814467,-0.26003063,-1.9422092
16525,-0.21066266,-0.19229883,-0.2788906
16545,0.3548167,0.113826096,2.9302573
16565,-0.26008183,-0.19475359,-1.0293083
16583,-0.4693656,-0.24582046,-1.8164434
16603,0.25104994,0.08021438,2.763216
16621,-0.45733303,-0.26542902,-1.7858992
16639,0.09353843,-0.03763157,1.0577192
16659,-0.3005787,-0.18542475,-0.8365803
16678,0.027810901,-0.07340217,0.7527838
16697,-0.19100034,-0.1345455,-0.28366947
16717,-0.12865135,-0.12422961,-0.0012130737
16735,-0.09031096,-0.108309865,0.19646072
16755,-0.110081166,-0.10938585,0.043114662
16775,-0.12568441,-0.120153904,0.008566856
16794,-0.12761623,-0.11848807,0.054062843
16812,-0.12963167,-0.12078917,0.008592606
16831,-0.13074043,-0.118317604,0.032523155
16850,-0.12365425,-0.11426127,0.09836769
16869,-0.11657658,-0.11918813,0.043322563
16888,-0.1043711,-0.11277884,0.034957886
16907,-0.11113927,-0.11705142,0.08523464
16926,-0.120576024,-0.11025417,0.031380653
16944,-0.13598719,-0.10563898,0.017006874
16964,-0.13816062,-0.10284114,0.070887566
16983,-0.12376177,-0.111062884,0.046958923
17003,-0.110595524,-0.12166858,0.02782154
17021,-0.09975693,-0.117311,0.06973076
17042,-0.11028531,-0.1160776,0.058977127
17059,-0.11847639,-0.1114319,0.03623867
17079,-0.13506755,-0.112295866,0.04703617
17097,-0.14063865,-0.10717636,0.050637245
17117,-0.12721056,-0.10816395,0.04585743
17136,-0.11403784,-0.11264926,0.054249763
17155,-0.09830755,-0.10985494,0.053055763
17176,-0.10656798,-0.116906285,0.047088623
17193,-0.11718032,-0.114690244,0.043501854
17212,-0.12421045,-0.108604014,0.05547428
17231,-0.12997186,-0.10616672,0.05786228
17250,-0.123845726,-0.10242909,0.038715363
17269,-0.11651039,-0.10585958,0.051891327
17288,-0.1188201,-0.11293417,0.050699234
17308,-0.11508277,-0.112933695,0.0447073
17327,-0.11140013,-0.113658786,0.0650692
17345,-0.11353004,-0.11617303,0.04831505
17364,-0.118099034,-0.11718446,0.036351204
17383,-0.11783144,-0.114616096,0.05550766
17402,-0.116374254,-0.10478884,0.051914215
17421,-0.11860293,-0.10357559,0.041147232
17441,-0.11843026,-0.10929245,0.057909966
17459,-0.11708954,-0.11041582,0.04236126
17478,-0.12405491,-0.11138433,0.04117489
17497,-0.11085984,-0.12062585,0.049570084
17516,-0.115380734,-0.112050176,0.04719448
17536,-0.1162675,-0.10710174,0.047195435
17555,-0.112416565,-0.102270484,0.060354233
17575,-0.11693889,-0.10438824,0.044804573
17594,-0.11935693,-0.10184044,0.04362297
17612,-0.11196014,-0.11114627,0.060382843
17631,-0.115234196,-0.11101091,0.04962063
17650,-0.11627853,-0.102525234,0.03286457
17669,-0.118679374,-0.10844958,0.046038628
17688,-0.10888532,-0.11036378,0.065197945
17707,-0.11350179,-0.10438675,0.040078163
17727,-0.11574203,-0.10427499,0.030504227
17745,-0.12268531,-0.11018801,0.035286903
17764,-0.12524956,-0.098178625,0.030510902
17783,-0.11967078,-0.09932619,0.023352623
17803,-0.11757469,-0.11249417,0.10354233
17821,-0.10084069,-0.1181345,0.05926895
17841,-0.10309404,-0.09926343,0.01977539
17859,-0.10646933,-0.09742367,0.09159279
17879,-0.11808962,-0.10622001,0.04610443
17897,-0.12145141,-0.1001209,0.017374992
17916,-0.12133482,-0.099960625,0.072449684
17936,-0.11040306,-0.09378284,0.048503876
17955,-0.11509439,-0.10100418,0.020977974
17974,-0.105374694,-0.11001289,0.07604599
17994,-0.110054076,-0.105401695,0.05689907
18011,-0.11592862,-0.10303652,0.023387909
18031,-0.11320186,-0.10650903,0.06527805
18050,-0.10831657,-0.10618323,0.058109283
18069,-0.109411806,-0.097727716,0.02939415
18088,-0.11182088,-0.105989456,0.05574131
18108,-0.1115925,-0.107058465,0.05694008
18126,-0.112623066,-0.099759996,0.036592484
18145,-0.11244938,-0.10203326,0.053354263
18164,-0.10157177,-0.108575284,0.056957245
18184,-0.10635713,-0.112205565,0.039025307
18203,-0.109839916,-0.10254443,0.05101204
18221,-0.11695221,-0.09889269,0.052210808
18241,-0.119123936,-0.096337736,0.03904915
18260,-0.10568413,-0.09764737,0.045010567
18278,-0.109119534,-0.1010676,0.052200317
18298,-0.10179976,-0.10308248,0.047426224
18317,-0.10045144,-0.0993731,0.047430992
18336,-0.10736543,-0.10532898,0.057009697
18355,-0.0264709,-0.07705784,0.4028015
18377,-0.18827432,-0.12250739,-0.27096558
18408,-0.13417476,-0.14761305,-0.10591698
18413,-0.087680906,-0.070103765,0.1894226
18432,-0.083838284,-0.1303513,0.072426796
18449,-0.1198253,-0.1283639,-0.050831795
18468,-0.14989233,-0.010411143,-0.021436691
18487,-0.08716014,-0.10166073,0.1861124
18506,-0.102439374,-0.0989635,0.06777191
18526,-0.10491699,-0.11224246,0.016320229
18544,-0.09997162,-0.10940933,0.05822277
18563,-0.0997577,-0.113934934,0.057038307
18582,-0.11525434,-0.102136195,0.037896156
18601,-0.11882314,-0.08880782,0.05466652
18620,-0.11982587,-0.090197384,0.060652733
18640,-0.11240795,-0.08655977,0.0402956
18659,-0.10501239,-0.09811324,0.049871445
18678,-0.102573365,-0.09793681,0.058265686
18697,-0.09416589,-0.112039685,0.042726517
18716,-0.09864792,-0.11666876,0.04752159
18735,-0.111674875,-0.104564846,0.054701805
18754,-0.12112498,-0.094186366,0.04153347
18773,-0.11615121,-0.08212334,0.051109314
18793,-0.11118066,-0.09248263,0.05470085
18811,-0.09675884,-0.10314,0.051104546
18831,-0.102473944,-0.10665125,0.052295685
18849,-0.102301866,-0.10650599,0.052300453
18868,-0.10561162,-0.103862464,0.04632473
18887,-0.11733496,-0.09898299,0.04513645
18906,-0.10758656,-0.09028566,0.043946266
18925,-0.10741803,-0.09137362,0.055919647
18944,-0.099957734,-0.09461564,0.05234623
18964,-0.095014304,-0.10154867,0.04876995
18983,-0.099648565,-0.09783375,0.047576904
19002,-0.10306302,-0.096393466,0.04998398
19021,-0.112383306,-0.102831304,0.04759121
19040,-0.1110037,-0.09278202,0.055976868
19059,-0.09893036,-0.092422724,0.05478096
19078,-0.08783239,-0.0874058,0.059573174
19098,-0.09457487,-0.100358784,0.044023514
19116,-0.10739377,-0.09437239,0.020092964
19135,-0.11075306,-0.09541637,0.06556797
19155,-0.121777505,-0.093149304,0.07155609
19174,-0.107464015,-0.09552848,0.033252716
